Day,Road Type,# Accidents
"Jan 1, 2023",1,2
"Jan 1, 2023",6,5
"Jan 1, 2023",2,13
"Jan 1, 2023",7,2
"Jan 2, 2023",7,2
"Jan 2, 2023",17,1
"Jan 2, 2023",1,11
"Jan 2, 2023",2,27
"Jan 2, 2023",6,51
"Jan 2, 2023",4,6
"Jan 3, 2023",7,2
"Jan 3, 2023",2,24
"Jan 3, 2023",1,7
"Jan 3, 2023",6,34
"Jan 4, 2023",1,11
"Jan 4, 2023",2,34
"Jan 4, 2023",7,2
"Jan 4, 2023",4,2
"Jan 4, 2023",22,1
"Jan 4, 2023",6,94
"Jan 4, 2023",17,1
"Jan 5, 2023",22,1
"Jan 5, 2023",20,2
"Jan 5, 2023",6,43
"Jan 5, 2023",1,9
"Jan 5, 2023",2,23
"Jan 6, 2023",1,6
"Jan 6, 2023",6,47
"Jan 6, 2023",2,33
"Jan 6, 2023",17,1
"Jan 6, 2023",7,2
"Jan 7, 2023",6,55
"Jan 7, 2023",4,5
"Jan 7, 2023",2,22
"Jan 7, 2023",7,1
"Jan 7, 2023",1,6
"Jan 8, 2023",20,1
"Jan 8, 2023",2,15
"Jan 8, 2023",17,2
"Jan 8, 2023",1,4
"Jan 8, 2023",4,1
"Jan 8, 2023",6,22
"Jan 8, 2023",7,10
"Jan 9, 2023",7,3
"Jan 9, 2023",6,36
"Jan 9, 2023",1,11
"Jan 9, 2023",2,39
"Jan 10, 2023",7,5
"Jan 10, 2023",6,40
"Jan 10, 2023",1,4
"Jan 10, 2023",2,35
"Jan 11, 2023",7,3
"Jan 11, 2023",1,6
"Jan 11, 2023",2,28
"Jan 11, 2023",6,20
"Jan 12, 2023",7,2
"Jan 12, 2023",20,2
"Jan 12, 2023",6,37
"Jan 12, 2023",2,41
"Jan 12, 2023",1,8
"Jan 13, 2023",2,44
"Jan 13, 2023",7,1
"Jan 13, 2023",6,45
"Jan 13, 2023",20,2
"Jan 13, 2023",1,10
"Jan 13, 2023",17,1
"Jan 14, 2023",6,39
"Jan 14, 2023",20,3
"Jan 14, 2023",17,1
"Jan 14, 2023",2,34
"Jan 14, 2023",1,4
"Jan 15, 2023",2,24
"Jan 15, 2023",1,6
"Jan 15, 2023",6,33
"Jan 15, 2023",4,2
"Jan 15, 2023",7,3
"Jan 16, 2023",2,43
"Jan 16, 2023",6,37
"Jan 16, 2023",1,6
"Jan 16, 2023",7,12
"Jan 16, 2023",4,4
"Jan 17, 2023",4,2
"Jan 17, 2023",7,3
"Jan 17, 2023",20,1
"Jan 17, 2023",2,85
"Jan 17, 2023",6,36
"Jan 17, 2023",1,8
"Jan 18, 2023",22,1
"Jan 18, 2023",6,22
"Jan 18, 2023",7,5
"Jan 18, 2023",1,6
"Jan 18, 2023",2,63
"Jan 18, 2023",20,1
"Jan 18, 2023",17,2
"Jan 18, 2023",4,1
"Jan 19, 2023",7,8
"Jan 19, 2023",17,1
"Jan 19, 2023",2,50
"Jan 19, 2023",1,2
"Jan 19, 2023",6,32
"Jan 20, 2023",20,1
"Jan 20, 2023",7,3
"Jan 20, 2023",6,40
"Jan 20, 2023",1,18
"Jan 20, 2023",2,77
"Jan 21, 2023",1,7
"Jan 21, 2023",20,1
"Jan 21, 2023",7,2
"Jan 21, 2023",6,18
"Jan 21, 2023",2,35
"Jan 22, 2023",1,7
"Jan 22, 2023",7,3
"Jan 22, 2023",6,15
"Jan 22, 2023",2,21
"Jan 23, 2023",2,65
"Jan 23, 2023",1,6
"Jan 23, 2023",17,1
"Jan 23, 2023",6,43
"Jan 23, 2023",4,3
"Jan 23, 2023",7,2
"Jan 24, 2023",1,9
"Jan 24, 2023",2,52
"Jan 24, 2023",17,1
"Jan 24, 2023",7,1
"Jan 24, 2023",6,28
"Jan 24, 2023",4,1
"Jan 25, 2023",4,1
"Jan 25, 2023",7,4
"Jan 25, 2023",17,1
"Jan 25, 2023",1,6
"Jan 25, 2023",2,73
"Jan 25, 2023",6,33
"Jan 26, 2023",20,3
"Jan 26, 2023",7,5
"Jan 26, 2023",6,34
"Jan 26, 2023",1,16
"Jan 26, 2023",2,51
"Jan 26, 2023",4,2
"Jan 27, 2023",4,2
"Jan 27, 2023",7,2
"Jan 27, 2023",2,39
"Jan 27, 2023",1,6
"Jan 27, 2023",6,25
"Jan 27, 2023",20,1
"Jan 28, 2023",1,3
"Jan 28, 2023",2,39
"Jan 28, 2023",17,1
"Jan 28, 2023",7,5
"Jan 28, 2023",6,21
"Jan 29, 2023",7,7
"Jan 29, 2023",2,15
"Jan 29, 2023",4,2
"Jan 29, 2023",17,1
"Jan 29, 2023",1,5
"Jan 29, 2023",6,18
"Jan 30, 2023",7,1
"Jan 30, 2023",2,52
"Jan 30, 2023",4,1
"Jan 30, 2023",6,36
"Jan 30, 2023",1,7
"Jan 30, 2023",20,1
"Jan 31, 2023",2,45
"Jan 31, 2023",6,28
"Jan 31, 2023",1,7
"Jan 31, 2023",7,3
