Day,Type,# Alerts
"Jan 1, 2023",JAM,143
"Jan 1, 2023",ACCIDENT,43
"Jan 1, 2023",WEATHERHAZARD,265
"Jan 2, 2023",ACCIDENT,128
"Jan 2, 2023",WEATHERHAZARD,544
"Jan 2, 2023",JAM,456
"Jan 3, 2023",ACCIDENT,106
"Jan 3, 2023",WEATHERHAZARD,670
"Jan 3, 2023",JAM,883
"Jan 4, 2023",JAM,973
"Jan 4, 2023",WEATHERHAZARD,789
"Jan 4, 2023",ACCIDENT,231
"Jan 5, 2023",WEATHERHAZARD,777
"Jan 5, 2023",ACCIDENT,131
"Jan 5, 2023",JAM,845
"Jan 6, 2023",WEATHERHAZARD,786
"Jan 6, 2023",ACCIDENT,147
"Jan 6, 2023",ROAD_CLOSED,2
"Jan 6, 2023",JAM,1111
"Jan 7, 2023",ROAD_CLOSED,2
"Jan 7, 2023",JAM,356
"Jan 7, 2023",ACCIDENT,122
"Jan 7, 2023",WEATHERHAZARD,516
"Jan 8, 2023",JAM,229
"Jan 8, 2023",WEATHERHAZARD,326
"Jan 8, 2023",ACCIDENT,83
"Jan 9, 2023",ACCIDENT,125
"Jan 9, 2023",WEATHERHAZARD,800
"Jan 9, 2023",ROAD_CLOSED,2
"Jan 9, 2023",JAM,1114
"Jan 10, 2023",ACCIDENT,103
"Jan 10, 2023",JAM,1354
"Jan 10, 2023",WEATHERHAZARD,830
"Jan 11, 2023",JAM,1132
"Jan 11, 2023",ACCIDENT,94
"Jan 11, 2023",ROAD_CLOSED,10
"Jan 11, 2023",WEATHERHAZARD,925
"Jan 12, 2023",WEATHERHAZARD,874
"Jan 12, 2023",ROAD_CLOSED,12
"Jan 12, 2023",JAM,1355
"Jan 12, 2023",ACCIDENT,118
"Jan 13, 2023",JAM,1400
"Jan 13, 2023",ACCIDENT,153
"Jan 13, 2023",ROAD_CLOSED,6
"Jan 13, 2023",WEATHERHAZARD,956
"Jan 14, 2023",WEATHERHAZARD,547
"Jan 14, 2023",JAM,437
"Jan 14, 2023",ROAD_CLOSED,5
"Jan 14, 2023",ACCIDENT,137
"Jan 15, 2023",JAM,270
"Jan 15, 2023",WEATHERHAZARD,382
"Jan 15, 2023",ACCIDENT,103
"Jan 16, 2023",JAM,1933
"Jan 16, 2023",ACCIDENT,147
"Jan 16, 2023",ROAD_CLOSED,14
"Jan 16, 2023",WEATHERHAZARD,1171
"Jan 17, 2023",JAM,2046
"Jan 17, 2023",WEATHERHAZARD,1416
"Jan 17, 2023",ROAD_CLOSED,6
"Jan 17, 2023",ACCIDENT,188
"Jan 18, 2023",ACCIDENT,138
"Jan 18, 2023",WEATHERHAZARD,1520
"Jan 18, 2023",ROAD_CLOSED,6
"Jan 18, 2023",JAM,2003
"Jan 19, 2023",WEATHERHAZARD,1067
"Jan 19, 2023",ACCIDENT,143
"Jan 19, 2023",JAM,1712
"Jan 19, 2023",ROAD_CLOSED,13
"Jan 20, 2023",WEATHERHAZARD,1081
"Jan 20, 2023",JAM,2000
"Jan 20, 2023",ROAD_CLOSED,4
"Jan 20, 2023",ACCIDENT,192
"Jan 21, 2023",ACCIDENT,99
"Jan 21, 2023",JAM,717
"Jan 21, 2023",WEATHERHAZARD,729
"Jan 21, 2023",ROAD_CLOSED,75
"Jan 22, 2023",ROAD_CLOSED,4
"Jan 22, 2023",ACCIDENT,76
"Jan 22, 2023",JAM,259
"Jan 22, 2023",WEATHERHAZARD,448
"Jan 23, 2023",ROAD_CLOSED,28
"Jan 23, 2023",JAM,1754
"Jan 23, 2023",ACCIDENT,156
"Jan 23, 2023",WEATHERHAZARD,1012
"Jan 24, 2023",ROAD_CLOSED,38
"Jan 24, 2023",WEATHERHAZARD,1181
"Jan 24, 2023",ACCIDENT,133
"Jan 24, 2023",JAM,1776
"Jan 25, 2023",JAM,2169
"Jan 25, 2023",WEATHERHAZARD,1028
"Jan 25, 2023",ACCIDENT,157
"Jan 25, 2023",ROAD_CLOSED,102
"Jan 26, 2023",ACCIDENT,159
"Jan 26, 2023",JAM,1733
"Jan 26, 2023",WEATHERHAZARD,902
"Jan 26, 2023",ROAD_CLOSED,58
"Jan 27, 2023",ROAD_CLOSED,9
"Jan 27, 2023",JAM,1795
"Jan 27, 2023",ACCIDENT,121
"Jan 27, 2023",WEATHERHAZARD,946
"Jan 28, 2023",ACCIDENT,102
"Jan 28, 2023",WEATHERHAZARD,607
"Jan 28, 2023",ROAD_CLOSED,8
"Jan 28, 2023",JAM,363
"Jan 29, 2023",ACCIDENT,74
"Jan 29, 2023",JAM,248
"Jan 29, 2023",ROAD_CLOSED,11
"Jan 29, 2023",WEATHERHAZARD,372
"Jan 30, 2023",ROAD_CLOSED,8
"Jan 30, 2023",JAM,1770
"Jan 30, 2023",ACCIDENT,140
"Jan 30, 2023",WEATHERHAZARD,881
"Jan 31, 2023",JAM,2249
"Jan 31, 2023",WEATHERHAZARD,957
"Jan 31, 2023",ACCIDENT,131
"Jan 31, 2023",ROAD_CLOSED,6
