Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Apr 1, 2022",BR,São José dos Pinhais,R. Visc. do Rio Branco,null,505,952,20
"Apr 1, 2022",BR,null,BR-116 Contorno Leste,ACCIDENT,2053,752.4,262
"Apr 1, 2022",BR,null,BR-116 Contorno Leste,null,1270.5294117647059,698.1176470588235,358
"Mar 31, 2022",BR,São José dos Pinhais,R. Dr. Motta Jr.,null,627.5,723.75,80
"Mar 31, 2022",BR,Curitiba,R. Dante Melara,null,540,1173,8
"Mar 31, 2022",BR,Curitiba,V. Exclusiva de Ônibus,null,930.5,564.1666666666666,122
"Mar 31, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,null,1029.2592592592594,318.6666666666667,1294
"Mar 31, 2022",BR,Curitiba,BR-376 Contorno Sul,null,10845.516666666666,2049.116666666667,22244
"Mar 31, 2022",BR,null,BR-116 Contorno Leste,ACCIDENT,2181,611.8333333333334,380
"Mar 31, 2022",BR,Pinhais,R. Wanda dos Santos Mallmann,null,561,767,30
"Mar 31, 2022",BR,Curitiba,R. Brig. Franco,null,1988.5882352941176,771.4705882352941,9268
"Mar 31, 2022",BR,Curitiba,null,null,620.36,401.52,2734
"Mar 31, 2022",BR,Curitiba,BR-116 Contorno Leste,null,3522,684,4092
"Mar 31, 2022",BR,Curitiba,PR-418 Contorno Norte,HAZARD,932,175.125,548
"Mar 31, 2022",BR,Curitiba,Av. República Argentina,null,629.7368421052631,528.1578947368421,681
"Mar 31, 2022",BR,Curitiba,R. Alberico Flores Bueno,null,937,1099,86
"Mar 31, 2022",BR,Curitiba,R. Gastão Luiz Cruls,null,797,132.2,26
"Mar 31, 2022",BR,Curitiba,R. Visc. do Rio Branco,null,687.2857142857143,400.85714285714283,1292
"Mar 31, 2022",BR,Curitiba,Al. Dr. Muricy,null,990,591,196
"Mar 31, 2022",BR,Curitiba,R. Osmário de Lima,null,543,1270.3333333333333,60
"Mar 31, 2022",BR,Curitiba,R. Visc. do Rio Branco,HAZARD,727.6666666666666,777.3333333333334,814
"Mar 31, 2022",BR,Curitiba,Av. Vicente Machado,null,1067.8095238095239,543.9880952380952,12164
"Mar 31, 2022",BR,Curitiba,R. Fagundes Varela,null,1022.2741935483871,454.0967741935484,5963
"Mar 31, 2022",BR,Colombo,PR-417 Rod. Mauro Bernardo Camargo,null,1794.6666666666667,507,194
"Mar 31, 2022",BR,Curitiba,R. Brasílio Cuman,null,627,660.75,76
"Mar 31, 2022",BR,São José dos Pinhais,R. Visc. do Rio Branco,null,505,959,20
"Mar 31, 2022",BR,Curitiba,Al. D. Pedro II,null,649.9705882352941,504.97058823529414,2350
"Mar 31, 2022",BR,Curitiba,R. Frei Henrique de Coimbra,null,520,468,22
"Mar 31, 2022",BR,Curitiba,R. Saldanha Marinho,null,540,857,44
"Mar 31, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,null,1006,653.0434782608696,3306
"Mar 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,null,6004.846153846154,809.3846153846154,4542
"Mar 31, 2022",BR,Pinhais,Av. Iraí,null,835.8,503.8,240
"Mar 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,2000,543,2236
"Mar 31, 2022",BR,Pinhais,R. Rio Amazonas,null,965,614.125,174
"Mar 31, 2022",BR,Curitiba,R. Pres. Rodrigo Otávio,null,576.5,1155.5,34
"Mar 31, 2022",BR,Curitiba,R. Prof. João Soares Barcelos,null,587.6153846153846,627.2307692307693,1758
"Mar 31, 2022",BR,Curitiba,R. Iapó,null,977.9375,683.625,3482
"Mar 31, 2022",BR,Curitiba,R. José Valle,null,880,475.75,196
"Mar 31, 2022",BR,Curitiba,R. João Chede,null,982.4912280701755,1225.5964912280701,2060
"Mar 31, 2022",BR,Curitiba,R. Cons. Laurindo,null,514,737,96
"Mar 31, 2022",BR,Curitiba,R. Holanda,null,553,405,104
"Mar 31, 2022",BR,Curitiba,Av. Sete de Setembro,null,620,534.5,104
"Mar 31, 2022",BR,Curitiba,Av. Paraná,null,801.9,562,216
"Mar 31, 2022",BR,São José dos Pinhais,R. Castro,null,613,922,34
"Mar 31, 2022",BR,Curitiba,BR-116 N Contorno Leste,null,1953,468.3157894736842,2674
"Mar 31, 2022",BR,Curitiba,PR-418 Contorno Norte,null,3203.029761904762,454.94642857142856,8883
"Mar 31, 2022",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,null,2135.5714285714284,665.4285714285714,3418
"Mar 31, 2022",BR,Curitiba,R. Holanda,HAZARD,534,486,90
"Mar 31, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,null,1096.5121951219512,911.3170731707318,2827
"Mar 31, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,HAZARD,1186.5,710.1666666666666,418
"Mar 31, 2022",BR,Curitiba,R. Gen. Carneiro,null,955,770,52
"Mar 31, 2022",BR,Curitiba,R. Pe. Germano Mayer,null,577.7692307692307,336.15384615384613,624
"Mar 31, 2022",BR,Curitiba,Marg. Av. Linha Verde,null,569.8,326.8,546
"Mar 31, 2022",BR,Curitiba,R. Cyro Correia Pereira,null,821,577,54
"Mar 31, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,null,5512.304347826087,523.554347826087,10757
"Mar 31, 2022",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,ACCIDENT,598.8666666666667,536.7333333333333,1036
"Mar 31, 2022",BR,Curitiba,Av. João Gualberto,null,731.6666666666666,322.4166666666667,474
"Mar 31, 2022",BR,São José dos Pinhais,R. Dr. Murici,null,1005.2,343.75,260
"Mar 31, 2022",BR,Curitiba,R. Paulo Gorski,null,661,480.44444444444446,400
"Mar 31, 2022",BR,Curitiba,PR-418 Contorno Norte,ACCIDENT,3128.3703703703704,891.1851851851852,2488
"Mar 31, 2022",BR,Curitiba,R. Santo Antônio,null,797,935.5,40
"Mar 31, 2022",BR,Pinhais,R. Antônio Zielonka,null,946,528.5,22
"Mar 31, 2022",BR,Curitiba,Av. Linha Verde,null,2724.315789473684,410.8157894736842,5864
"Mar 31, 2022",BR,Pinhais,Av. Camilo di Lellis,null,903,528.25,62
"Mar 31, 2022",BR,Curitiba,R. Pará,null,790,1026,4
"Mar 31, 2022",BR,Curitiba,R. Francisco de Paula Guimarães,null,536,622.25,80
