Day,Type,# Alerts
"Mar 1, 2022",JAM,369
"Mar 1, 2022",ACCIDENT,54
"Mar 1, 2022",WEATHERHAZARD,394
"Mar 2, 2022",WEATHERHAZARD,633
"Mar 2, 2022",ACCIDENT,92
"Mar 2, 2022",JAM,900
"Mar 3, 2022",WEATHERHAZARD,706
"Mar 3, 2022",JAM,2071
"Mar 3, 2022",ROAD_CLOSED,3
"Mar 3, 2022",ACCIDENT,96
"Mar 4, 2022",ACCIDENT,130
"Mar 4, 2022",JAM,2596
"Mar 4, 2022",WEATHERHAZARD,791
"Mar 5, 2022",ACCIDENT,124
"Mar 5, 2022",JAM,495
"Mar 5, 2022",WEATHERHAZARD,406
"Mar 5, 2022",ROAD_CLOSED,3
"Mar 6, 2022",WEATHERHAZARD,255
"Mar 6, 2022",ROAD_CLOSED,49
"Mar 6, 2022",ACCIDENT,70
"Mar 6, 2022",JAM,280
"Mar 7, 2022",JAM,2530
"Mar 7, 2022",ACCIDENT,126
"Mar 7, 2022",WEATHERHAZARD,899
"Mar 7, 2022",ROAD_CLOSED,4
"Mar 8, 2022",ROAD_CLOSED,11
"Mar 8, 2022",WEATHERHAZARD,763
"Mar 8, 2022",ACCIDENT,130
"Mar 8, 2022",JAM,2759
"Mar 9, 2022",WEATHERHAZARD,772
"Mar 9, 2022",JAM,2599
"Mar 9, 2022",ACCIDENT,114
"Mar 9, 2022",ROAD_CLOSED,8
"Mar 10, 2022",JAM,3821
"Mar 10, 2022",ACCIDENT,176
"Mar 10, 2022",ROAD_CLOSED,2
"Mar 10, 2022",WEATHERHAZARD,795
"Mar 11, 2022",JAM,3167
"Mar 11, 2022",ACCIDENT,175
"Mar 11, 2022",WEATHERHAZARD,819
"Mar 12, 2022",JAM,509
"Mar 12, 2022",ROAD_CLOSED,2
"Mar 12, 2022",WEATHERHAZARD,377
"Mar 12, 2022",ACCIDENT,133
"Mar 13, 2022",ACCIDENT,93
"Mar 13, 2022",JAM,156
"Mar 13, 2022",WEATHERHAZARD,242
"Mar 14, 2022",ACCIDENT,141
"Mar 14, 2022",JAM,2379
"Mar 14, 2022",ROAD_CLOSED,2
"Mar 14, 2022",WEATHERHAZARD,675
"Mar 15, 2022",JAM,2658
"Mar 15, 2022",ACCIDENT,104
"Mar 15, 2022",ROAD_CLOSED,2
"Mar 15, 2022",WEATHERHAZARD,742
"Mar 16, 2022",ROAD_CLOSED,1
"Mar 16, 2022",JAM,2784
"Mar 16, 2022",ACCIDENT,186
"Mar 16, 2022",WEATHERHAZARD,794
"Mar 17, 2022",ACCIDENT,130
"Mar 17, 2022",JAM,2298
"Mar 17, 2022",WEATHERHAZARD,819
"Mar 18, 2022",ROAD_CLOSED,2
"Mar 18, 2022",WEATHERHAZARD,874
"Mar 18, 2022",ACCIDENT,180
"Mar 18, 2022",JAM,2400
"Mar 19, 2022",ACCIDENT,152
"Mar 19, 2022",JAM,492
"Mar 19, 2022",WEATHERHAZARD,457
"Mar 20, 2022",ROAD_CLOSED,6
"Mar 20, 2022",WEATHERHAZARD,311
"Mar 20, 2022",ACCIDENT,142
"Mar 20, 2022",JAM,231
"Mar 21, 2022",WEATHERHAZARD,827
"Mar 21, 2022",ACCIDENT,190
"Mar 21, 2022",ROAD_CLOSED,1
"Mar 21, 2022",JAM,2244
"Mar 22, 2022",ROAD_CLOSED,6
"Mar 22, 2022",JAM,2349
"Mar 22, 2022",ACCIDENT,140
"Mar 22, 2022",WEATHERHAZARD,821
"Mar 23, 2022",ROAD_CLOSED,6
"Mar 23, 2022",JAM,2431
"Mar 23, 2022",ACCIDENT,98
"Mar 23, 2022",WEATHERHAZARD,921
"Mar 24, 2022",WEATHERHAZARD,1018
"Mar 24, 2022",ACCIDENT,186
"Mar 24, 2022",JAM,2760
"Mar 24, 2022",ROAD_CLOSED,2
"Mar 25, 2022",WEATHERHAZARD,965
"Mar 25, 2022",JAM,2667
"Mar 25, 2022",ACCIDENT,149
"Mar 26, 2022",ROAD_CLOSED,2
"Mar 26, 2022",ACCIDENT,96
"Mar 26, 2022",WEATHERHAZARD,437
"Mar 26, 2022",JAM,397
"Mar 27, 2022",WEATHERHAZARD,252
"Mar 27, 2022",ACCIDENT,65
"Mar 27, 2022",JAM,257
"Mar 28, 2022",JAM,1823
"Mar 28, 2022",WEATHERHAZARD,763
"Mar 28, 2022",ACCIDENT,140
"Mar 29, 2022",WEATHERHAZARD,778
"Mar 29, 2022",ACCIDENT,133
"Mar 29, 2022",ROAD_CLOSED,2
"Mar 29, 2022",JAM,2177
"Mar 30, 2022",ROAD_CLOSED,8
"Mar 30, 2022",JAM,2043
"Mar 30, 2022",WEATHERHAZARD,888
"Mar 30, 2022",ACCIDENT,121
"Mar 31, 2022",WEATHERHAZARD,959
"Mar 31, 2022",JAM,2911
"Mar 31, 2022",ACCIDENT,159
"Mar 31, 2022",ROAD_CLOSED,5
