Day,Road Type,# Accidents
"Mar 1, 2022",6,9
"Mar 1, 2022",2,14
"Mar 1, 2022",7,1
"Mar 2, 2022",7,2
"Mar 2, 2022",1,5
"Mar 2, 2022",2,24
"Mar 2, 2022",6,23
"Mar 2, 2022",4,2
"Mar 3, 2022",6,10
"Mar 3, 2022",1,5
"Mar 3, 2022",7,1
"Mar 3, 2022",2,40
"Mar 4, 2022",6,20
"Mar 4, 2022",2,50
"Mar 4, 2022",1,7
"Mar 4, 2022",7,2
"Mar 4, 2022",4,1
"Mar 5, 2022",20,1
"Mar 5, 2022",2,45
"Mar 5, 2022",4,2
"Mar 5, 2022",1,10
"Mar 5, 2022",7,1
"Mar 5, 2022",6,18
"Mar 6, 2022",1,3
"Mar 6, 2022",20,1
"Mar 6, 2022",2,32
"Mar 6, 2022",6,11
"Mar 6, 2022",17,1
"Mar 7, 2022",6,19
"Mar 7, 2022",1,7
"Mar 7, 2022",2,39
"Mar 7, 2022",4,1
"Mar 7, 2022",7,3
"Mar 8, 2022",2,51
"Mar 8, 2022",20,1
"Mar 8, 2022",6,21
"Mar 8, 2022",7,1
"Mar 8, 2022",1,17
"Mar 9, 2022",1,9
"Mar 9, 2022",5,1
"Mar 9, 2022",6,15
"Mar 9, 2022",7,4
"Mar 9, 2022",2,43
"Mar 10, 2022",6,33
"Mar 10, 2022",7,2
"Mar 10, 2022",1,10
"Mar 10, 2022",2,67
"Mar 11, 2022",2,58
"Mar 11, 2022",20,1
"Mar 11, 2022",7,11
"Mar 11, 2022",4,1
"Mar 11, 2022",6,15
"Mar 11, 2022",1,14
"Mar 12, 2022",7,4
"Mar 12, 2022",2,56
"Mar 12, 2022",4,1
"Mar 12, 2022",1,6
"Mar 12, 2022",6,23
"Mar 13, 2022",1,7
"Mar 13, 2022",6,7
"Mar 13, 2022",7,2
"Mar 13, 2022",20,1
"Mar 13, 2022",4,1
"Mar 13, 2022",2,41
"Mar 14, 2022",2,58
"Mar 14, 2022",6,19
"Mar 14, 2022",7,10
"Mar 14, 2022",1,10
"Mar 15, 2022",7,8
"Mar 15, 2022",1,9
"Mar 15, 2022",6,16
"Mar 15, 2022",2,41
"Mar 16, 2022",1,8
"Mar 16, 2022",2,82
"Mar 16, 2022",7,1
"Mar 16, 2022",4,1
"Mar 16, 2022",6,21
"Mar 16, 2022",17,3
"Mar 17, 2022",1,5
"Mar 17, 2022",6,18
"Mar 17, 2022",2,63
"Mar 17, 2022",20,1
"Mar 17, 2022",7,2
"Mar 18, 2022",7,7
"Mar 18, 2022",17,1
"Mar 18, 2022",6,19
"Mar 18, 2022",2,82
"Mar 18, 2022",1,13
"Mar 19, 2022",6,22
"Mar 19, 2022",17,2
"Mar 19, 2022",2,72
"Mar 19, 2022",7,3
"Mar 19, 2022",1,7
"Mar 19, 2022",4,1
"Mar 20, 2022",2,59
"Mar 20, 2022",17,2
"Mar 20, 2022",1,18
"Mar 20, 2022",6,12
"Mar 20, 2022",4,1
"Mar 20, 2022",20,1
"Mar 20, 2022",7,4
"Mar 21, 2022",6,19
"Mar 21, 2022",1,11
"Mar 21, 2022",2,72
"Mar 21, 2022",17,2
"Mar 21, 2022",7,7
"Mar 22, 2022",2,54
"Mar 22, 2022",4,2
"Mar 22, 2022",7,2
"Mar 22, 2022",1,6
"Mar 22, 2022",6,23
"Mar 23, 2022",6,15
"Mar 23, 2022",2,24
"Mar 23, 2022",4,1
"Mar 23, 2022",7,8
"Mar 23, 2022",1,6
"Mar 24, 2022",17,1
"Mar 24, 2022",1,15
"Mar 24, 2022",6,26
"Mar 24, 2022",4,2
"Mar 24, 2022",7,4
"Mar 24, 2022",2,70
"Mar 25, 2022",1,9
"Mar 25, 2022",17,1
"Mar 25, 2022",6,29
"Mar 25, 2022",7,8
"Mar 25, 2022",2,42
"Mar 25, 2022",20,1
"Mar 26, 2022",1,3
"Mar 26, 2022",6,9
"Mar 26, 2022",7,8
"Mar 26, 2022",4,2
"Mar 26, 2022",2,40
"Mar 27, 2022",2,14
"Mar 27, 2022",17,1
"Mar 27, 2022",6,19
"Mar 27, 2022",20,1
"Mar 27, 2022",1,5
"Mar 27, 2022",22,1
"Mar 27, 2022",7,4
"Mar 28, 2022",2,39
"Mar 28, 2022",6,34
"Mar 28, 2022",7,2
"Mar 28, 2022",17,1
"Mar 28, 2022",1,4
"Mar 28, 2022",4,1
"Mar 29, 2022",6,25
"Mar 29, 2022",7,1
"Mar 29, 2022",2,50
"Mar 29, 2022",1,3
"Mar 30, 2022",17,1
"Mar 30, 2022",1,7
"Mar 30, 2022",4,1
"Mar 30, 2022",6,16
"Mar 30, 2022",2,51
"Mar 31, 2022",6,22
"Mar 31, 2022",2,68
"Mar 31, 2022",1,8
"Mar 31, 2022",4,1
"Mar 31, 2022",7,7
