Day,Accident Type,# Accidents
"Apr 1, 2022",ACCIDENT_MINOR,91
"Apr 1, 2022",ACCIDENT_MAJOR,44
"Apr 2, 2022",ACCIDENT_MAJOR,25
"Apr 2, 2022",ACCIDENT_MINOR,22
"Apr 3, 2022",ACCIDENT_MINOR,14
"Apr 3, 2022",ACCIDENT_MAJOR,21
"Apr 4, 2022",ACCIDENT_MAJOR,41
"Apr 4, 2022",ACCIDENT_MINOR,52
"Apr 5, 2022",ACCIDENT_MINOR,60
"Apr 5, 2022",ACCIDENT_MAJOR,25
"Apr 6, 2022",ACCIDENT_MINOR,54
"Apr 6, 2022",ACCIDENT_MAJOR,20
"Apr 7, 2022",ACCIDENT_MAJOR,29
"Apr 7, 2022",ACCIDENT_MINOR,56
"Apr 8, 2022",ACCIDENT_MAJOR,39
"Apr 8, 2022",ACCIDENT_MINOR,80
"Apr 9, 2022",ACCIDENT_MINOR,50
"Apr 9, 2022",ACCIDENT_MAJOR,42
"Apr 10, 2022",ACCIDENT_MINOR,18
"Apr 10, 2022",ACCIDENT_MAJOR,26
"Apr 11, 2022",ACCIDENT_MAJOR,30
"Apr 11, 2022",ACCIDENT_MINOR,54
"Apr 12, 2022",ACCIDENT_MINOR,74
"Apr 12, 2022",ACCIDENT_MAJOR,29
"Apr 13, 2022",ACCIDENT_MAJOR,37
"Apr 13, 2022",ACCIDENT_MINOR,84
"Apr 14, 2022",ACCIDENT_MINOR,84
"Apr 14, 2022",ACCIDENT_MAJOR,30
"Apr 15, 2022",ACCIDENT_MINOR,18
"Apr 15, 2022",ACCIDENT_MAJOR,16
"Apr 16, 2022",ACCIDENT_MAJOR,23
"Apr 16, 2022",ACCIDENT_MINOR,28
"Apr 17, 2022",ACCIDENT_MINOR,33
"Apr 17, 2022",ACCIDENT_MAJOR,9
"Apr 18, 2022",ACCIDENT_MINOR,57
"Apr 18, 2022",ACCIDENT_MAJOR,33
"Apr 19, 2022",ACCIDENT_MINOR,52
"Apr 19, 2022",ACCIDENT_MAJOR,19
"Apr 20, 2022",ACCIDENT_MAJOR,43
"Apr 20, 2022",ACCIDENT_MINOR,79
"Apr 21, 2022",ACCIDENT_MINOR,16
"Apr 21, 2022",ACCIDENT_MAJOR,13
"Apr 22, 2022",ACCIDENT_MAJOR,18
"Apr 22, 2022",ACCIDENT_MINOR,45
"Apr 23, 2022",ACCIDENT_MAJOR,37
"Apr 23, 2022",ACCIDENT_MINOR,23
"Apr 24, 2022",ACCIDENT_MINOR,19
"Apr 24, 2022",ACCIDENT_MAJOR,14
"Apr 25, 2022",ACCIDENT_MAJOR,30
"Apr 25, 2022",ACCIDENT_MINOR,46
"Apr 26, 2022",ACCIDENT_MAJOR,20
"Apr 26, 2022",ACCIDENT_MINOR,59
"Apr 27, 2022",ACCIDENT_MAJOR,24
"Apr 27, 2022",ACCIDENT_MINOR,74
"Apr 28, 2022",ACCIDENT_MINOR,71
"Apr 28, 2022",ACCIDENT_MAJOR,23
"Apr 29, 2022",ACCIDENT_MAJOR,30
"Apr 29, 2022",ACCIDENT_MINOR,51
"Apr 30, 2022",ACCIDENT_MAJOR,23
"Apr 30, 2022",ACCIDENT_MINOR,30
