Day,Type,# Alerts
"Apr 1, 2022",JAM,3500
"Apr 1, 2022",WEATHERHAZARD,950
"Apr 1, 2022",ACCIDENT,227
"Apr 2, 2022",WEATHERHAZARD,465
"Apr 2, 2022",ACCIDENT,84
"Apr 2, 2022",JAM,534
"Apr 2, 2022",ROAD_CLOSED,2
"Apr 3, 2022",ROAD_CLOSED,12
"Apr 3, 2022",ACCIDENT,56
"Apr 3, 2022",JAM,192
"Apr 3, 2022",WEATHERHAZARD,292
"Apr 4, 2022",ACCIDENT,152
"Apr 4, 2022",JAM,1982
"Apr 4, 2022",WEATHERHAZARD,894
"Apr 5, 2022",ACCIDENT,135
"Apr 5, 2022",JAM,2382
"Apr 5, 2022",WEATHERHAZARD,983
"Apr 5, 2022",ROAD_CLOSED,2
"Apr 6, 2022",ACCIDENT,119
"Apr 6, 2022",JAM,2484
"Apr 6, 2022",WEATHERHAZARD,974
"Apr 6, 2022",ROAD_CLOSED,2
"Apr 7, 2022",JAM,2808
"Apr 7, 2022",ROAD_CLOSED,4
"Apr 7, 2022",ACCIDENT,159
"Apr 7, 2022",WEATHERHAZARD,1121
"Apr 8, 2022",ACCIDENT,201
"Apr 8, 2022",ROAD_CLOSED,3
"Apr 8, 2022",JAM,3806
"Apr 8, 2022",WEATHERHAZARD,1353
"Apr 9, 2022",WEATHERHAZARD,637
"Apr 9, 2022",JAM,685
"Apr 9, 2022",ROAD_CLOSED,14
"Apr 9, 2022",ACCIDENT,153
"Apr 10, 2022",ROAD_CLOSED,2
"Apr 10, 2022",ACCIDENT,71
"Apr 10, 2022",WEATHERHAZARD,308
"Apr 10, 2022",JAM,281
"Apr 11, 2022",WEATHERHAZARD,812
"Apr 11, 2022",ACCIDENT,141
"Apr 11, 2022",ROAD_CLOSED,2
"Apr 11, 2022",JAM,2149
"Apr 12, 2022",JAM,2862
"Apr 12, 2022",WEATHERHAZARD,944
"Apr 12, 2022",ACCIDENT,172
"Apr 13, 2022",ROAD_CLOSED,2
"Apr 13, 2022",ACCIDENT,191
"Apr 13, 2022",WEATHERHAZARD,1035
"Apr 13, 2022",JAM,2910
"Apr 14, 2022",JAM,3496
"Apr 14, 2022",WEATHERHAZARD,1079
"Apr 14, 2022",ACCIDENT,179
"Apr 14, 2022",ROAD_CLOSED,11
"Apr 15, 2022",WEATHERHAZARD,303
"Apr 15, 2022",ACCIDENT,49
"Apr 15, 2022",JAM,186
"Apr 16, 2022",ACCIDENT,75
"Apr 16, 2022",JAM,196
"Apr 16, 2022",WEATHERHAZARD,283
"Apr 17, 2022",ACCIDENT,67
"Apr 17, 2022",JAM,296
"Apr 17, 2022",WEATHERHAZARD,284
"Apr 18, 2022",ROAD_CLOSED,1
"Apr 18, 2022",JAM,2121
"Apr 18, 2022",ACCIDENT,145
"Apr 18, 2022",WEATHERHAZARD,851
"Apr 19, 2022",ACCIDENT,133
"Apr 19, 2022",WEATHERHAZARD,917
"Apr 19, 2022",JAM,2319
"Apr 20, 2022",ROAD_CLOSED,8
"Apr 20, 2022",ACCIDENT,199
"Apr 20, 2022",JAM,3351
"Apr 20, 2022",WEATHERHAZARD,947
"Apr 21, 2022",ROAD_CLOSED,5
"Apr 21, 2022",JAM,306
"Apr 21, 2022",ACCIDENT,61
"Apr 21, 2022",WEATHERHAZARD,383
"Apr 22, 2022",JAM,494
"Apr 22, 2022",WEATHERHAZARD,628
"Apr 22, 2022",ACCIDENT,106
"Apr 23, 2022",ROAD_CLOSED,20
"Apr 23, 2022",JAM,383
"Apr 23, 2022",WEATHERHAZARD,471
"Apr 23, 2022",ACCIDENT,92
"Apr 24, 2022",ROAD_CLOSED,6
"Apr 24, 2022",JAM,266
"Apr 24, 2022",ACCIDENT,64
"Apr 24, 2022",WEATHERHAZARD,392
"Apr 25, 2022",JAM,1922
"Apr 25, 2022",ACCIDENT,129
"Apr 25, 2022",WEATHERHAZARD,1032
"Apr 26, 2022",JAM,2365
"Apr 26, 2022",WEATHERHAZARD,1139
"Apr 26, 2022",ACCIDENT,142
"Apr 27, 2022",ACCIDENT,151
"Apr 27, 2022",WEATHERHAZARD,1024
"Apr 27, 2022",JAM,2356
"Apr 28, 2022",ROAD_CLOSED,41
"Apr 28, 2022",ACCIDENT,157
"Apr 28, 2022",WEATHERHAZARD,1002
"Apr 28, 2022",JAM,2575
"Apr 29, 2022",ACCIDENT,149
"Apr 29, 2022",JAM,2759
"Apr 29, 2022",WEATHERHAZARD,968
"Apr 29, 2022",ROAD_CLOSED,6
"Apr 30, 2022",JAM,514
"Apr 30, 2022",WEATHERHAZARD,457
"Apr 30, 2022",ACCIDENT,95
"Apr 30, 2022",ROAD_CLOSED,8
