Day,Road Type,# Accidents
"Apr 1, 2022",2,74
"Apr 1, 2022",6,39
"Apr 1, 2022",7,6
"Apr 1, 2022",1,13
"Apr 1, 2022",4,3
"Apr 2, 2022",6,14
"Apr 2, 2022",1,6
"Apr 2, 2022",2,27
"Apr 3, 2022",2,18
"Apr 3, 2022",6,10
"Apr 3, 2022",1,5
"Apr 3, 2022",7,2
"Apr 4, 2022",1,7
"Apr 4, 2022",4,1
"Apr 4, 2022",20,1
"Apr 4, 2022",7,3
"Apr 4, 2022",2,66
"Apr 4, 2022",6,15
"Apr 5, 2022",7,1
"Apr 5, 2022",2,51
"Apr 5, 2022",1,3
"Apr 5, 2022",6,26
"Apr 5, 2022",4,4
"Apr 6, 2022",2,36
"Apr 6, 2022",7,5
"Apr 6, 2022",1,5
"Apr 6, 2022",6,28
"Apr 7, 2022",1,3
"Apr 7, 2022",2,51
"Apr 7, 2022",17,1
"Apr 7, 2022",7,6
"Apr 7, 2022",4,3
"Apr 7, 2022",6,21
"Apr 8, 2022",20,1
"Apr 8, 2022",2,70
"Apr 8, 2022",7,3
"Apr 8, 2022",1,8
"Apr 8, 2022",6,37
"Apr 9, 2022",7,3
"Apr 9, 2022",6,23
"Apr 9, 2022",1,7
"Apr 9, 2022",2,59
"Apr 10, 2022",7,1
"Apr 10, 2022",2,23
"Apr 10, 2022",6,15
"Apr 10, 2022",1,5
"Apr 11, 2022",6,18
"Apr 11, 2022",1,9
"Apr 11, 2022",2,49
"Apr 11, 2022",20,1
"Apr 11, 2022",7,7
"Apr 12, 2022",2,72
"Apr 12, 2022",7,5
"Apr 12, 2022",1,7
"Apr 12, 2022",6,19
"Apr 13, 2022",6,35
"Apr 13, 2022",7,3
"Apr 13, 2022",1,14
"Apr 13, 2022",2,69
"Apr 14, 2022",6,32
"Apr 14, 2022",1,9
"Apr 14, 2022",4,2
"Apr 14, 2022",2,68
"Apr 14, 2022",7,3
"Apr 15, 2022",1,1
"Apr 15, 2022",20,1
"Apr 15, 2022",2,25
"Apr 15, 2022",6,5
"Apr 15, 2022",7,2
"Apr 16, 2022",7,1
"Apr 16, 2022",2,37
"Apr 16, 2022",6,6
"Apr 16, 2022",1,7
"Apr 17, 2022",6,19
"Apr 17, 2022",7,1
"Apr 17, 2022",2,14
"Apr 17, 2022",1,8
"Apr 18, 2022",4,1
"Apr 18, 2022",7,5
"Apr 18, 2022",6,24
"Apr 18, 2022",1,12
"Apr 18, 2022",2,48
"Apr 19, 2022",1,3
"Apr 19, 2022",7,6
"Apr 19, 2022",4,1
"Apr 19, 2022",2,46
"Apr 19, 2022",6,15
"Apr 20, 2022",2,63
"Apr 20, 2022",1,10
"Apr 20, 2022",7,15
"Apr 20, 2022",6,33
"Apr 20, 2022",17,1
"Apr 21, 2022",1,5
"Apr 21, 2022",6,13
"Apr 21, 2022",2,10
"Apr 21, 2022",7,1
"Apr 22, 2022",6,10
"Apr 22, 2022",1,6
"Apr 22, 2022",7,6
"Apr 22, 2022",2,41
"Apr 23, 2022",7,3
"Apr 23, 2022",1,5
"Apr 23, 2022",4,1
"Apr 23, 2022",2,33
"Apr 23, 2022",6,18
"Apr 24, 2022",7,2
"Apr 24, 2022",1,3
"Apr 24, 2022",6,18
"Apr 24, 2022",2,10
"Apr 25, 2022",7,5
"Apr 25, 2022",1,9
"Apr 25, 2022",6,15
"Apr 25, 2022",2,47
"Apr 26, 2022",20,1
"Apr 26, 2022",4,2
"Apr 26, 2022",7,1
"Apr 26, 2022",6,18
"Apr 26, 2022",2,52
"Apr 26, 2022",1,5
"Apr 27, 2022",7,10
"Apr 27, 2022",1,3
"Apr 27, 2022",20,1
"Apr 27, 2022",2,62
"Apr 27, 2022",6,17
"Apr 27, 2022",17,2
"Apr 27, 2022",4,3
"Apr 28, 2022",2,70
"Apr 28, 2022",1,8
"Apr 28, 2022",6,14
"Apr 28, 2022",7,2
"Apr 29, 2022",7,4
"Apr 29, 2022",20,1
"Apr 29, 2022",2,51
"Apr 29, 2022",6,16
"Apr 29, 2022",1,9
"Apr 30, 2022",6,15
"Apr 30, 2022",1,6
"Apr 30, 2022",2,29
"Apr 30, 2022",7,2
"Apr 30, 2022",17,1
