Day,Type,# Alerts
"Jun 1, 2023",WEATHERHAZARD,1575
"Jun 1, 2023",ROAD_CLOSED,6
"Jun 1, 2023",ACCIDENT,182
"Jun 1, 2023",JAM,3082
"Jun 2, 2023",JAM,3578
"Jun 2, 2023",ROAD_CLOSED,7
"Jun 2, 2023",ACCIDENT,201
"Jun 2, 2023",WEATHERHAZARD,2023
"Jun 3, 2023",JAM,846
"Jun 3, 2023",ACCIDENT,107
"Jun 3, 2023",ROAD_CLOSED,10
"Jun 3, 2023",WEATHERHAZARD,734
"Jun 4, 2023",ACCIDENT,71
"Jun 4, 2023",JAM,354
"Jun 4, 2023",WEATHERHAZARD,596
"Jun 4, 2023",ROAD_CLOSED,148
"Jun 5, 2023",ROAD_CLOSED,8
"Jun 5, 2023",ACCIDENT,145
"Jun 5, 2023",JAM,2624
"Jun 5, 2023",WEATHERHAZARD,1384
"Jun 6, 2023",JAM,3824
"Jun 6, 2023",ROAD_CLOSED,14
"Jun 6, 2023",ACCIDENT,165
"Jun 6, 2023",WEATHERHAZARD,1128
"Jun 7, 2023",JAM,5227
"Jun 7, 2023",WEATHERHAZARD,1439
"Jun 7, 2023",ROAD_CLOSED,4
"Jun 7, 2023",ACCIDENT,275
"Jun 8, 2023",ACCIDENT,86
"Jun 8, 2023",JAM,685
"Jun 8, 2023",WEATHERHAZARD,548
"Jun 8, 2023",ROAD_CLOSED,133
"Jun 9, 2023",JAM,899
"Jun 9, 2023",WEATHERHAZARD,716
"Jun 9, 2023",ACCIDENT,102
"Jun 10, 2023",WEATHERHAZARD,488
"Jun 10, 2023",ACCIDENT,137
"Jun 10, 2023",ROAD_CLOSED,49
"Jun 10, 2023",JAM,771
"Jun 11, 2023",ROAD_CLOSED,21
"Jun 11, 2023",WEATHERHAZARD,382
"Jun 11, 2023",ACCIDENT,97
"Jun 11, 2023",JAM,564
"Jun 12, 2023",ACCIDENT,341
"Jun 12, 2023",JAM,4299
"Jun 12, 2023",ROAD_CLOSED,3
"Jun 12, 2023",WEATHERHAZARD,1127
"Jun 13, 2023",WEATHERHAZARD,1091
"Jun 13, 2023",ROAD_CLOSED,4
"Jun 13, 2023",ACCIDENT,245
"Jun 13, 2023",JAM,3383
"Jun 14, 2023",JAM,4013
"Jun 14, 2023",ROAD_CLOSED,6
"Jun 14, 2023",WEATHERHAZARD,1060
"Jun 14, 2023",ACCIDENT,233
"Jun 15, 2023",ACCIDENT,216
"Jun 15, 2023",JAM,2930
"Jun 15, 2023",WEATHERHAZARD,1306
"Jun 16, 2023",ACCIDENT,220
"Jun 16, 2023",JAM,3637
"Jun 16, 2023",WEATHERHAZARD,1406
"Jun 16, 2023",ROAD_CLOSED,4
"Jun 17, 2023",ACCIDENT,111
"Jun 17, 2023",WEATHERHAZARD,720
"Jun 17, 2023",ROAD_CLOSED,2
"Jun 17, 2023",JAM,726
"Jun 18, 2023",ACCIDENT,80
"Jun 18, 2023",ROAD_CLOSED,2
"Jun 18, 2023",WEATHERHAZARD,647
"Jun 18, 2023",JAM,377
"Jun 19, 2023",ACCIDENT,184
"Jun 19, 2023",WEATHERHAZARD,1249
"Jun 19, 2023",ROAD_CLOSED,4
"Jun 19, 2023",JAM,2566
"Jun 20, 2023",ROAD_CLOSED,2
"Jun 20, 2023",ACCIDENT,158
"Jun 20, 2023",JAM,2654
"Jun 20, 2023",WEATHERHAZARD,1267
"Jun 21, 2023",WEATHERHAZARD,1673
"Jun 21, 2023",ROAD_CLOSED,4
"Jun 21, 2023",ACCIDENT,135
"Jun 21, 2023",JAM,2942
"Jun 22, 2023",JAM,3788
"Jun 22, 2023",ACCIDENT,165
"Jun 22, 2023",WEATHERHAZARD,1296
"Jun 22, 2023",ROAD_CLOSED,35
"Jun 23, 2023",JAM,3535
"Jun 23, 2023",ROAD_CLOSED,10
"Jun 23, 2023",WEATHERHAZARD,1400
"Jun 23, 2023",ACCIDENT,231
"Jun 24, 2023",ACCIDENT,144
"Jun 24, 2023",JAM,1106
"Jun 24, 2023",WEATHERHAZARD,668
"Jun 24, 2023",ROAD_CLOSED,6
"Jun 25, 2023",JAM,627
"Jun 25, 2023",ROAD_CLOSED,54
"Jun 25, 2023",WEATHERHAZARD,442
"Jun 25, 2023",ACCIDENT,95
"Jun 26, 2023",ACCIDENT,155
"Jun 26, 2023",ROAD_CLOSED,4
"Jun 26, 2023",WEATHERHAZARD,1052
"Jun 26, 2023",JAM,2167
"Jun 27, 2023",JAM,2673
"Jun 27, 2023",ACCIDENT,169
"Jun 27, 2023",ROAD_CLOSED,15
"Jun 27, 2023",WEATHERHAZARD,1125
"Jun 28, 2023",JAM,2775
"Jun 28, 2023",WEATHERHAZARD,1207
"Jun 28, 2023",ACCIDENT,187
"Jun 28, 2023",ROAD_CLOSED,7
"Jun 29, 2023",ACCIDENT,159
"Jun 29, 2023",JAM,2835
"Jun 29, 2023",ROAD_CLOSED,12
"Jun 29, 2023",WEATHERHAZARD,1074
"Jun 30, 2023",JAM,3141
"Jun 30, 2023",ACCIDENT,153
"Jun 30, 2023",WEATHERHAZARD,1186
"Jun 30, 2023",ROAD_CLOSED,25
