Date,Country,City,Street,Location,Avg Reliability
"Jun 30, 2023",BR,Curitiba,R. José de Alencar,Point(-49.254229 -25.431775),6
"Jun 30, 2023",BR,Curitiba,R. Carlos Klemtz,Point(-49.331613 -25.477999),9
"Jun 30, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.328307 -25.527727),10
"Jun 30, 2023",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.186362 -25.520938),10
"Jun 30, 2023",BR,Curitiba,R. Aviador Vicente Wolski,Point(-49.236701 -25.390442),5
"Jun 30, 2023",BR,Curitiba,Av. Paraná,Point(-49.237157 -25.389717),6
"Jun 30, 2023",BR,Curitiba,R. Cid Marcondes de Albuquerque,Point(-49.272705 -25.521316),7
"Jun 30, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.360241 -25.456917),5
"Jun 30, 2023",BR,Curitiba,Av. das Indústrias,Point(-49.319353 -25.496138),10
"Jun 30, 2023",BR,Curitiba,Av. Victor Ferreira do Amaral,Point(-49.23891 -25.42737),5
"Jun 30, 2023",BR,São José dos Pinhais,R. Maranhão,Point(-49.190051 -25.524788),7
"Jun 30, 2023",BR,Curitiba,R. Campos Sales,Point(-49.262236 -25.415657),6
"Jun 30, 2023",BR,Curitiba,Al. Princesa Izabel,Point(-49.294067 -25.434337),9
"Jun 30, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.149772 -25.553128),5
"Jun 30, 2023",BR,Curitiba,R. José Gomes de Abreu,Point(-49.277498 -25.497217),7
"Jun 30, 2023",BR,Piraquara,PR-415 Rod. João Leopoldo Jacomel,Point(-49.125497 -25.450114),5
"Jun 30, 2023",BR,Piraquara,PR-415 Rod. João Leopoldo Jacomel,Point(-49.098706 -25.458726),5
"Jun 30, 2023",BR,Curitiba,Av. Prefeito Maurício Fruet,Point(-49.234904 -25.44212),5
"Jun 30, 2023",BR,São José dos Pinhais,Al. Bom Pastor,Point(-49.173324 -25.567695),5
"Jun 30, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.328918 -25.527056),7
"Jun 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.291825 -25.517596),10
"Jun 30, 2023",BR,Curitiba,R. Brigadeiro Franco,Point(-49.280919 -25.435641),5
"Jun 30, 2023",BR,Curitiba,R. Brigadeiro Franco,Point(-49.268968 -25.457438),5
"Jun 30, 2023",BR,Curitiba,null,Point(-49.276127 -25.553996),5
"Jun 30, 2023",BR,Curitiba,R. Maj. Heitor Guimarães,Point(-49.313919 -25.435418),10
"Jun 30, 2023",BR,Curitiba,R. Mauá,Point(-49.263571 -25.417158),8
"Jun 30, 2023",BR,Curitiba,R. Eng. Heitor Soares Gomes,Point(-49.302001 -25.472201),6
"Jun 30, 2023",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.207063 -25.54918),5
"Jun 30, 2023",BR,Curitiba,R. José Veríssimo,Point(-49.209295 -25.426206),10
"Jun 30, 2023",BR,Curitiba,R. Gen. Mário Tourinho,Point(-49.306518 -25.440525),10
"Jun 30, 2023",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,Point(-49.273379 -25.438573),5
"Jun 30, 2023",BR,Piraquara,R. Pastor Adolfo Weidmann,Point(-49.15937 -25.458663),5
"Jun 30, 2023",BR,Curitiba,R. Eduardo Carlos Pereira,Point(-49.291861 -25.484012),10
"Jun 30, 2023",BR,Pinhais,Est. da Graciosa,Point(-49.189535 -25.390476),7
"Jun 30, 2023",BR,Curitiba,R. Leocádio Robison de Lima Damázio,Point(-49.24235 -25.532118),7
"Jun 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.227833 -25.426643),6
"Jun 30, 2023",BR,São José dos Pinhais,R. Alexandre Ronkoski,Point(-49.14034 -25.53418),5
"Jun 30, 2023",BR,Curitiba,R. Fagundes Varela,Point(-49.236786 -25.416315),6
"Jun 30, 2023",BR,Curitiba,R. José Zaleski,Point(-49.299298 -25.501531),5
"Jun 30, 2023",BR,Curitiba,R. Jovino do Rosário,Point(-49.237257 -25.388444),10
"Jun 30, 2023",null,null,null,Point(-49.336229 -25.515631),8
"Jun 30, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.232002 -25.445467),10
"Jun 30, 2023",BR,Curitiba,R. Gen. Ary Duarte Nunes,Point(-49.227968 -25.474737),5
"Jun 30, 2023",BR,Curitiba,R. José Zaleski,Point(-49.300005 -25.501541),6
"Jun 30, 2023",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,Point(-49.317656 -25.430589),6
"Jun 30, 2023",BR,Curitiba,R. João Negrão,Point(-49.265029 -25.433564),5
"Jun 30, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.318981 -25.533652),10
"Jun 30, 2023",BR,Curitiba,R. Alberto Potier,Point(-49.237267 -25.388341),5
"Jun 30, 2023",BR,Curitiba,Av. das Araucárias,Point(-49.336346 -25.515791),9
"Jun 30, 2023",BR,São José dos Pinhais,R. Valdemiro Valaski,Point(-49.152236 -25.525128),6
"Jun 30, 2023",BR,Curitiba,Av. Cel. Francisco Heráclito dos Santos,Point(-49.229879 -25.450241),5
"Jun 30, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.355107 -25.469011),5
"Jun 30, 2023",BR,Curitiba,R. dos Funcionários,Point(-49.253398 -25.404587),10
"Jun 30, 2023",BR,Curitiba,R. Idalina de Carvalho Lima,Point(-49.298481 -25.392286),5
"Jun 30, 2023",BR,Curitiba,R. José Veríssimo,Point(-49.211131 -25.426806),5
"Jun 30, 2023",BR,Curitiba,Av. Pres. Kennedy,Point(-49.275537 -25.462782),10
"Jun 30, 2023",BR,Colombo,Av. São Gabriel,Point(-49.200893 -25.35859),5
"Jun 30, 2023",BR,Curitiba,R. Maestro Carlos Frank,Point(-49.245829 -25.524317),6
"Jun 30, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.236353 -25.462595),8
"Jun 30, 2023",BR,Curitiba,R. Eng. Heitor Soares Gomes,Point(-49.300853 -25.471782),6
"Jun 30, 2023",BR,Curitiba,R. Jovino do Rosário,Point(-49.237152 -25.38833),10
"Jun 30, 2023",BR,Curitiba,R. Leocádio Robison de Lima Damázio,Point(-49.242327 -25.532082),9
"Jun 30, 2023",BR,Pinhais,PR-415 Rod. João Leopoldo Jacomel,Point(-49.202155 -25.431321),7
"Jun 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.281978 -25.503987),8
"Jun 30, 2023",BR,Curitiba,R. Luiz Felippe Lopes,Point(-49.314474 -25.432251),8
"Jun 30, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.215642 -25.465962),7
"Jun 30, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.169688 -25.492841),6
"Jun 30, 2023",BR,Curitiba,R. Gastão Câmara,Point(-49.303489 -25.433921),9
"Jun 30, 2023",BR,Curitiba,R. Capitão Souza Franco,Point(-49.293695 -25.429786),6
"Jun 30, 2023",BR,Curitiba,R. João Manoel,Point(-49.276418 -25.424829),10
"Jun 30, 2023",BR,Curitiba,Av. Pres. Getúlio Vargas,Point(-49.291158 -25.452355),9
"Jun 30, 2023",null,null,null,Point(-49.247475 -25.474805),5
"Jun 30, 2023",BR,Curitiba,R. Dep. Mário de Barros,Point(-49.260475 -25.414201),8
"Jun 30, 2023",BR,São José dos Pinhais,Al. Bom Pastor,Point(-49.17292 -25.568739),5
"Jun 30, 2023",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,Point(-49.205941 -25.388585),5
"Jun 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.289554 -25.513216),7
"Jun 30, 2023",BR,Curitiba,Av. Dr. Dário Lopes dos Santos,Point(-49.239556 -25.439667),7
"Jun 30, 2023",BR,Curitiba,R. Maj. Heitor Guimarães,Point(-49.312535 -25.436762),5
"Jun 30, 2023",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,Point(-49.272025 -25.438173),7
"Jun 30, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.314574 -25.536794),7
"Jun 30, 2023",BR,Curitiba,R. dos Funcionários,Point(-49.252925 -25.405229),7
"Jun 30, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.311434 -25.540375),8
"Jun 30, 2023",BR,Curitiba,R. Anne Frank,Point(-49.229596 -25.515056),5
"Jun 30, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.149994 -25.553001),10
"Jun 30, 2023",BR,Pinhais,R. Osório Duque Estrada,Point(-49.178471 -25.445363),5
"Jun 30, 2023",BR,Curitiba,R. Estados Unidos,Point(-49.246614 -25.400646),10
"Jun 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.298899 -25.528953),7
"Jun 30, 2023",BR,Curitiba,R. Pe. Rafael José Kalinowski,Point(-49.269998 -25.5248),8
"Jun 30, 2023",BR,Curitiba,R. Atílio Brunetti,Point(-49.299233 -25.501311),8
"Jun 30, 2023",BR,Curitiba,Saída 115 B,Point(-49.302898 -25.543411),5
"Jun 30, 2023",BR,Curitiba,R. Mateus Leme,Point(-49.26747 -25.389939),10
"Jun 30, 2023",BR,Curitiba,R. Antônio Escorsin,Point(-49.35513 -25.418816),10
"Jun 30, 2023",BR,Curitiba,Av. Santa Bernadethe,Point(-49.285414 -25.478104),6
"Jun 30, 2023",BR,Piraquara,R. Pastor Adolfo Weidmann,Point(-49.15952 -25.458704),5
"Jun 30, 2023",BR,Curitiba,R. Cel. João de Alencar Guimarães Filho,Point(-49.25279 -25.40483),10
"Jun 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.219027 -25.406899),5
"Jun 30, 2023",BR,Curitiba,R. José Zaleski,Point(-49.298495 -25.501521),5
"Jun 30, 2023",BR,Curitiba,R. Emiliano Perneta,Point(-49.277517 -25.437042),5
"Jun 30, 2023",BR,São José dos Pinhais,R. Sílvio Pinto Ribeiro,Point(-49.159637 -25.56467),6
