Day,Accident Type,# Accidents
"May 1, 2022",ACCIDENT_MINOR,26
"May 1, 2022",ACCIDENT_MAJOR,29
"May 2, 2022",ACCIDENT_MAJOR,36
"May 2, 2022",ACCIDENT_MINOR,90
"May 3, 2022",ACCIDENT_MINOR,88
"May 3, 2022",ACCIDENT_MAJOR,25
"May 4, 2022",ACCIDENT_MINOR,81
"May 4, 2022",ACCIDENT_MAJOR,36
"May 5, 2022",ACCIDENT_MINOR,83
"May 5, 2022",ACCIDENT_MAJOR,23
"May 6, 2022",ACCIDENT_MAJOR,42
"May 6, 2022",ACCIDENT_MINOR,91
"May 7, 2022",ACCIDENT_MINOR,43
"May 7, 2022",ACCIDENT_MAJOR,35
"May 8, 2022",ACCIDENT_MAJOR,25
"May 8, 2022",ACCIDENT_MINOR,23
"May 9, 2022",ACCIDENT_MAJOR,28
"May 9, 2022",ACCIDENT_MINOR,43
"May 10, 2022",ACCIDENT_MAJOR,26
"May 10, 2022",ACCIDENT_MINOR,63
"May 11, 2022",ACCIDENT_MAJOR,30
"May 11, 2022",ACCIDENT_MINOR,88
"May 12, 2022",ACCIDENT_MAJOR,31
"May 12, 2022",ACCIDENT_MINOR,62
"May 13, 2022",ACCIDENT_MAJOR,26
"May 13, 2022",ACCIDENT_MINOR,60
"May 14, 2022",ACCIDENT_MINOR,28
"May 14, 2022",ACCIDENT_MAJOR,29
"May 15, 2022",ACCIDENT_MAJOR,17
"May 15, 2022",ACCIDENT_MINOR,22
"May 16, 2022",ACCIDENT_MINOR,39
"May 16, 2022",ACCIDENT_MAJOR,19
"May 17, 2022",ACCIDENT_MAJOR,31
"May 17, 2022",ACCIDENT_MINOR,44
"May 18, 2022",ACCIDENT_MINOR,50
"May 18, 2022",ACCIDENT_MAJOR,35
"May 19, 2022",ACCIDENT_MINOR,68
"May 19, 2022",ACCIDENT_MAJOR,27
"May 20, 2022",ACCIDENT_MAJOR,37
"May 20, 2022",ACCIDENT_MINOR,79
"May 21, 2022",ACCIDENT_MINOR,42
"May 21, 2022",ACCIDENT_MAJOR,33
"May 22, 2022",ACCIDENT_MAJOR,28
"May 22, 2022",ACCIDENT_MINOR,30
"May 23, 2022",ACCIDENT_MAJOR,26
"May 23, 2022",ACCIDENT_MINOR,47
"May 24, 2022",ACCIDENT_MINOR,50
"May 24, 2022",ACCIDENT_MAJOR,28
"May 25, 2022",ACCIDENT_MINOR,60
"May 25, 2022",ACCIDENT_MAJOR,23
"May 26, 2022",ACCIDENT_MAJOR,32
"May 26, 2022",ACCIDENT_MINOR,51
"May 27, 2022",ACCIDENT_MAJOR,32
"May 27, 2022",ACCIDENT_MINOR,46
"May 28, 2022",ACCIDENT_MAJOR,11
"May 28, 2022",ACCIDENT_MINOR,28
"May 29, 2022",ACCIDENT_MINOR,28
"May 29, 2022",ACCIDENT_MAJOR,20
"May 30, 2022",ACCIDENT_MAJOR,39
"May 30, 2022",ACCIDENT_MINOR,73
"May 31, 2022",ACCIDENT_MINOR,73
"May 31, 2022",ACCIDENT_MAJOR,30
