Date,Country,City,Street,Type,Subtype,Location
"Jan 5, 2022",BR,Curitiba,R. Canadá,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.241843 -25.396393)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.228066 -25.427496)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.363767 -25.445848)
"Jan 5, 2022",BR,null,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_MISSING_SIGN,Point(-49.317487 -25.363432)
"Jan 5, 2022",BR,Curitiba,R. Tibagi,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.26211 -25.433668)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.176873 -25.489648)
"Jan 5, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.200971 -25.536533)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.312831 -25.53845)
"Jan 5, 2022",BR,Curitiba,R. Com. Fontana,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.266978 -25.419036)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.235472 -25.448044)
"Jan 5, 2022",BR,Curitiba,R. João Gbur,JAM,,Point(-49.233814 -25.384727)
"Jan 5, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.224475 -25.455085)
"Jan 5, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.298897 -25.434015)
"Jan 5, 2022",BR,Curitiba,Al. Dr. Carlos de Carvalho,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.286094 -25.435432)
"Jan 5, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_ANIMALS,Point(-49.363268 -25.405214)
"Jan 5, 2022",BR,Campina Grande do Sul,BR-116 N Rod. Régis Bittencourt,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.11549 -25.36962)
"Jan 5, 2022",BR,null,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.237482 -25.567389)
"Jan 5, 2022",BR,Piraquara,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.117046 -25.496742)
"Jan 5, 2022",BR,Curitiba,R. João Gbur,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.235138 -25.386154)
"Jan 5, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.23819 -25.459753)
"Jan 5, 2022",BR,Curitiba,Av. Dr. Dário Lopes dos Santos,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.245949 -25.43712)
"Jan 5, 2022",BR,Curitiba,R. Belém,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.248981 -25.401105)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.184993 -25.486031)
"Jan 5, 2022",BR,Curitiba,Av. Pres. Getúlio Vargas,WEATHERHAZARD,HAZARD_WEATHER_FLOOD,Point(-49.280323 -25.448173)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.271506 -25.556158)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.270824 -25.556551)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.298048 -25.545453)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.301264 -25.544811)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.196004 -25.57142)
"Jan 5, 2022",BR,Curitiba,R. Pe. José Kentenich,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.339743 -25.456238)
"Jan 5, 2022",BR,Curitiba,Av. Pres. Kennedy,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.274438 -25.461784)
"Jan 5, 2022",BR,Curitiba,R. Irmãs Paulinas,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.292257 -25.494837)
"Jan 5, 2022",BR,São José dos Pinhais,R. Francisco Muñoz Madrid,JAM,,Point(-49.129254 -25.519432)
"Jan 5, 2022",BR,São José dos Pinhais,R. Francisco Muñoz Madrid,JAM,,Point(-49.127632 -25.519831)
"Jan 5, 2022",BR,Curitiba,Av. Pref. Lothario Meissner,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.238581 -25.444006)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.250052 -25.46029)
"Jan 5, 2022",BR,null,BR-277 S Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.379832 -25.428265)
"Jan 5, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.305188 -25.436365)
"Jan 5, 2022",BR,Curitiba,R. Prof. Pedro Viriato Parigot de Souza,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.309891 -25.435856)
"Jan 5, 2022",BR,Curitiba,R. 24 de Maio,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.268675 -25.448862)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,ACCIDENT,ACCIDENT_MINOR,Point(-49.31943 -25.533438)
"Jan 5, 2022",BR,null,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.244484 -25.56584)
"Jan 5, 2022",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,ACCIDENT,ACCIDENT_MINOR,Point(-49.304094 -25.548122)
"Jan 5, 2022",BR,Curitiba,R. Dr. Pedrosa - Pista Dir.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.27749 -25.438346)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.284263 -25.549107)
"Jan 5, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.287231 -25.444176)
"Jan 5, 2022",BR,Curitiba,Al. Dr. Carlos de Carvalho,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.286162 -25.435459)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.169902 -25.492746)
"Jan 5, 2022",BR,null,BR-277 N Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.369446 -25.432325)
"Jan 5, 2022",BR,Piraquara,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.114495 -25.493277)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.330888 -25.525199)
"Jan 5, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,ACCIDENT,ACCIDENT_MINOR,Point(-49.229918 -25.448306)
"Jan 5, 2022",BR,Piraquara,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.102243 -25.480103)
"Jan 5, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.304936 -25.436268)
"Jan 5, 2022",BR,Curitiba,Av. Nossa Sra. da Luz,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.241006 -25.410913)
"Jan 5, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.24131 -25.455791)
"Jan 5, 2022",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,ACCIDENT,ACCIDENT_MAJOR,Point(-49.362203 -25.431651)
"Jan 5, 2022",BR,Curitiba,Av. Des. Hugo Simas,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.288068 -25.39859)
"Jan 5, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,WEATHERHAZARD,HAZARD_WEATHER_FLOOD,Point(-49.341245 -25.501753)
"Jan 5, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.268381 -25.416648)
"Jan 5, 2022",BR,Curitiba,R. Jovino do Rosário,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.241383 -25.392895)
"Jan 5, 2022",BR,Curitiba,R. Mariano Torres - Pista Esq.,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.261708 -25.432501)
"Jan 5, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.240169 -25.457028)
"Jan 5, 2022",BR,Curitiba,R. Nilo Peçanha,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.274072 -25.416252)
"Jan 5, 2022",BR,null,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.317841 -25.363671)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.235421 -25.447967)
"Jan 5, 2022",BR,Curitiba,R. 13 de Maio,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.270225 -25.427091)
"Jan 5, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,ACCIDENT,ACCIDENT_MAJOR,Point(-49.19908 -25.388884)
"Jan 5, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.362332 -25.403021)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.316956 -25.534507)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.191182 -25.570484)
"Jan 5, 2022",BR,Curitiba,R. Mariano Torres - Pista Dir.,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.261832 -25.431921)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,ACCIDENT_MINOR,Point(-49.2339 -25.442774)
"Jan 5, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.305083 -25.436325)
"Jan 5, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.305953 -25.436669)
"Jan 5, 2022",BR,Curitiba,R. Prof. Pedro Viriato Parigot de Souza,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.314694 -25.43665)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.176131 -25.489978)
"Jan 5, 2022",BR,Curitiba,R. Mariano Torres - Pista Esq.,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.261717 -25.432481)
"Jan 5, 2022",BR,Curitiba,R. Com. Fontana,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.266777 -25.419045)
"Jan 5, 2022",BR,Piraquara,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.113643 -25.492116)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.363878 -25.445065)
"Jan 5, 2022",BR,Curitiba,R. Mons. Ivo Zanlorenzi,ACCIDENT,ACCIDENT_MAJOR,Point(-49.353121 -25.446357)
"Jan 5, 2022",BR,Curitiba,R. Belém,WEATHERHAZARD,HAZARD_WEATHER_FLOOD,Point(-49.250953 -25.403245)
"Jan 5, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.239593 -25.45782)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.289495 -25.513019)
"Jan 5, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.222212 -25.42911)
"Jan 5, 2022",BR,São José dos Pinhais,R. Dr. Murici,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.161208 -25.563493)
"Jan 5, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.342242 -25.383449)
"Jan 5, 2022",BR,Curitiba,Av. Dr. Dário Lopes dos Santos,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.246395 -25.436941)
"Jan 5, 2022",BR,Curitiba,R. Carlos Dietzsch,JAM,JAM_HEAVY_TRAFFIC,Point(-49.295101 -25.472985)
"Jan 5, 2022",BR,Curitiba,PR-418 Contorno Norte,JAM,JAM_MODERATE_TRAFFIC,Point(-49.36064 -25.396301)
"Jan 5, 2022",BR,Curitiba,Av. Pref. Lothario Meissner,JAM,JAM_MODERATE_TRAFFIC,Point(-49.242546 -25.444063)
"Jan 5, 2022",BR,Curitiba,R. Paraíba,JAM,JAM_HEAVY_TRAFFIC,Point(-49.287864 -25.474654)
"Jan 5, 2022",BR,Curitiba,R. Ricardo Emílio Michel,JAM,JAM_MODERATE_TRAFFIC,Point(-49.340931 -25.497547)
"Jan 5, 2022",BR,Curitiba,R. Brig. Franco,JAM,JAM_MODERATE_TRAFFIC,Point(-49.282028 -25.434065)
"Jan 5, 2022",BR,Curitiba,Av. Silva Jardim - Pista Esq.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.284494 -25.446041)
"Jan 5, 2022",BR,Curitiba,R. Dr. Roberto Barrozo,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.275519 -25.417276)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,JAM,,Point(-49.092739 -25.527186)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.158524 -25.497993)
"Jan 5, 2022",BR,Colombo,R. Paschoa Lázarotto Toniolo,WEATHERHAZARD,HAZARD_ON_ROAD_ROAD_KILL,Point(-49.184638 -25.3571)
"Jan 5, 2022",BR,Curitiba,R. Engenheiros Rebouças,JAM,JAM_HEAVY_TRAFFIC,Point(-49.273464 -25.447188)
"Jan 5, 2022",BR,Curitiba,R. Waldemar Loureiro de Campos,JAM,JAM_MODERATE_TRAFFIC,Point(-49.24641 -25.506968)
"Jan 5, 2022",BR,Curitiba,R. Via Veneto,ACCIDENT,ACCIDENT_MAJOR,Point(-49.327282 -25.402341)
"Jan 5, 2022",BR,Piraquara,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.106256 -25.482664)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.343742 -25.493755)
"Jan 5, 2022",null,null,null,JAM,JAM_MODERATE_TRAFFIC,Point(-49.180472 -25.487991)
"Jan 5, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.326904 -25.367495)
"Jan 5, 2022",BR,Curitiba,BR-277 N Rod. do Café Gov. Ney Braga,JAM,,Point(-49.314103 -25.431789)
"Jan 5, 2022",BR,Curitiba,R. Brig. Franco,ACCIDENT,ACCIDENT_MINOR,Point(-49.28239 -25.433308)
"Jan 5, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.202036 -25.538642)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.193783 -25.57106)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.294599 -25.545997)
"Jan 5, 2022",BR,Curitiba,R. Vital Brasil,JAM,JAM_HEAVY_TRAFFIC,Point(-49.292633 -25.464001)
"Jan 5, 2022",BR,null,BR-277 S Rod. do Café Gov. Ney Braga,JAM,JAM_MODERATE_TRAFFIC,Point(-49.374607 -25.432439)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,,Point(-49.327895 -25.528179)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,JAM,,Point(-49.28469 -25.507715)
"Jan 5, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,ACCIDENT,,Point(-49.334746 -25.518837)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.286474 -25.548384)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.149664 -25.554459)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.327809 -25.528274)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.127517 -25.511081)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.232066 -25.568206)
"Jan 5, 2022",BR,Curitiba,R. Chile,JAM,JAM_MODERATE_TRAFFIC,Point(-49.257744 -25.447553)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.300274 -25.532998)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,,Point(-49.313337 -25.538236)
"Jan 5, 2022",BR,Curitiba,R. Brasílio José Betezek,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.344537 -25.415727)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.305925 -25.543873)
"Jan 5, 2022",BR,Curitiba,R. Dr. Aluízio França,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.310717 -25.43186)
"Jan 5, 2022",BR,Curitiba,Av. Silva Jardim,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.29895 -25.451527)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.229687 -25.431157)
"Jan 5, 2022",BR,Curitiba,R. Des. Westphalen,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.270744 -25.437341)
"Jan 5, 2022",BR,Curitiba,R. Dr. Gabriel Ferreira Filho,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.209744 -25.47704)
"Jan 5, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.219637 -25.485492)
"Jan 5, 2022",BR,Curitiba,R. Carmelina Cavassin,WEATHERHAZARD,HAZARD_WEATHER_FLOOD,Point(-49.270943 -25.371548)
"Jan 5, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,JAM,,Point(-49.203156 -25.388715)
"Jan 5, 2022",BR,Curitiba,R. Antônio Gasparin,JAM,JAM_HEAVY_TRAFFIC,Point(-49.295417 -25.494289)
"Jan 5, 2022",BR,null,BR-376 S Rod. Henrique Herwig,JAM,JAM_MODERATE_TRAFFIC,Point(-49.178858 -25.577766)
"Jan 5, 2022",BR,São José dos Pinhais,R. Joinville,JAM,,Point(-49.186615 -25.557449)
"Jan 5, 2022",BR,Curitiba,Av. Sete de Setembro,JAM,JAM_HEAVY_TRAFFIC,Point(-49.270259 -25.439123)
"Jan 5, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_SHOULDER_MISSING_SIGN,Point(-49.214598 -25.428603)
"Jan 5, 2022",BR,Curitiba,R. Mariano Torres - Pista Dir.,JAM,JAM_MODERATE_TRAFFIC,Point(-49.260857 -25.434029)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.177082 -25.568176)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.288079 -25.547613)
"Jan 5, 2022",BR,Curitiba,R. Jovino do Rosário,JAM,,Point(-49.247765 -25.399787)
"Jan 5, 2022",BR,Curitiba,Av. Paraná,ACCIDENT,ACCIDENT_MINOR,Point(-49.255076 -25.409069)
"Jan 5, 2022",BR,Curitiba,R. Waldemar Loureiro de Campos,JAM,JAM_HEAVY_TRAFFIC,Point(-49.259678 -25.512229)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_MODERATE_TRAFFIC,Point(-49.328314 -25.527719)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.217656 -25.404422)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.094344 -25.52659)
"Jan 5, 2022",BR,null,BR-277 N Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.378858 -25.428973)
"Jan 5, 2022",BR,Curitiba,R. José de Alencar,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.253299 -25.423961)
"Jan 5, 2022",BR,Curitiba,R. Cons. Araújo,JAM,,Point(-49.264647 -25.426692)
"Jan 5, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,JAM,,Point(-49.289484 -25.433081)
"Jan 5, 2022",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,JAM,JAM_HEAVY_TRAFFIC,Point(-49.181738 -25.568825)
"Jan 5, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,,Point(-49.2376 -25.460887)
"Jan 5, 2022",BR,Curitiba,R. João Bettega,JAM,JAM_HEAVY_TRAFFIC,Point(-49.319423 -25.487264)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.315212 -25.535856)
"Jan 5, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.227931 -25.428654)
"Jan 5, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,JAM,,Point(-49.15983 -25.497266)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.208459 -25.571312)
"Jan 5, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.219328 -25.461537)
"Jan 5, 2022",BR,Curitiba,null,JAM,JAM_HEAVY_TRAFFIC,Point(-49.365859 -25.429527)
"Jan 5, 2022",BR,null,BR-277 S Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.382277 -25.427103)
"Jan 5, 2022",BR,Curitiba,Av. Pref. Omar Sabbag,ACCIDENT,ACCIDENT_MINOR,Point(-49.24984 -25.439528)
"Jan 5, 2022",BR,Curitiba,Av. Pres. Wenceslau Braz,JAM,JAM_MODERATE_TRAFFIC,Point(-49.263814 -25.472205)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.223313 -25.41649)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.313705 -25.537446)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.34649 -25.486713)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.28344 -25.549486)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.366013 -25.430138)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.337926 -25.513212)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER,Point(-49.160442 -25.565069)
"Jan 5, 2022",BR,Curitiba,R. Nicarágua,JAM,JAM_HEAVY_TRAFFIC,Point(-49.245796 -25.403858)
"Jan 5, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.30234 -25.540684)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_MODERATE_TRAFFIC,Point(-49.305467 -25.543777)
"Jan 5, 2022",BR,Curitiba,R. Pedro Ribeiro dos Santos,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.325135 -25.397746)
"Jan 5, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.295401 -25.54583)
"Jan 5, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.186726 -25.569739)
"Jan 5, 2022",BR,Quatro Barras,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.055358 -25.391662)
"Jan 5, 2022",BR,Curitiba,null,JAM,,Point(-49.301577 -25.544835)
"Jan 5, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,,Point(-49.354021 -25.470549)
