Date,Country,City,Street,Type,Subtype,Location
"Jan 31, 2022",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.297431 -25.506717)
"Jan 31, 2022",BR,Curitiba,R. Guilherme Pugsley,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.289325 -25.463441)
"Jan 31, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.259819 -25.433389)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Kennedy,JAM,JAM_MODERATE_TRAFFIC,Point(-49.270779 -25.45849)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.195711 -25.48129)
"Jan 31, 2022",BR,Curitiba,R. Bom Jesus,JAM,JAM_MODERATE_TRAFFIC,Point(-49.253422 -25.412379)
"Jan 31, 2022",BR,Curitiba,R. Máximo João Kopp,JAM,JAM_HEAVY_TRAFFIC,Point(-49.218305 -25.375368)
"Jan 31, 2022",BR,null,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.32144 -25.365388)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.223704 -25.417334)
"Jan 31, 2022",BR,Curitiba,Vd. Colorado,JAM,JAM_HEAVY_TRAFFIC,Point(-49.259366 -25.437967)
"Jan 31, 2022",BR,Curitiba,R. Francisco Derosso,JAM,JAM_MODERATE_TRAFFIC,Point(-49.270907 -25.496515)
"Jan 31, 2022",BR,Curitiba,Av. Sen. Salgado Filho,JAM,,Point(-49.248875 -25.459963)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.231736 -25.445986)
"Jan 31, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.271243 -25.437905)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.243887 -25.452283)
"Jan 31, 2022",BR,Curitiba,R. Luciana Sammut Rosenthal,ACCIDENT,,Point(-49.305701 -25.484829)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,,Point(-49.366 -25.431889)
"Jan 31, 2022",BR,Curitiba,R. Prof. Nilo Brandão,JAM,JAM_HEAVY_TRAFFIC,Point(-49.266745 -25.388077)
"Jan 31, 2022",BR,Curitiba,R. Roberto Hauer,JAM,,Point(-49.249267 -25.471934)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.208813 -25.474428)
"Jan 31, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.199129 -25.388882)
"Jan 31, 2022",BR,Curitiba,R. Nicola Pellanda,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.294475 -25.543076)
"Jan 31, 2022",BR,Curitiba,Av. Silva Jardim - Pista Dir.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.286451 -25.44693)
"Jan 31, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,ACCIDENT,ACCIDENT_MINOR,Point(-49.233651 -25.428044)
"Jan 31, 2022",BR,Curitiba,R. Dr. João Tobias P. Rebelo,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.295752 -25.476375)
"Jan 31, 2022",BR,Curitiba,R. Canadá,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.234745 -25.388776)
"Jan 31, 2022",BR,Curitiba,R. Renato Polatti,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.331496 -25.460815)
"Jan 31, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,JAM,JAM_HEAVY_TRAFFIC,Point(-49.22619 -25.42869)
"Jan 31, 2022",BR,null,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.243712 -25.566015)
"Jan 31, 2022",BR,Curitiba,Av. Cel. Francisco Heráclito dos Santos,WEATHERHAZARD,,Point(-49.237262 -25.471209)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,,Point(-49.331717 -25.524271)
"Jan 31, 2022",BR,Curitiba,R. Antônio Gasparin,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.295948 -25.495883)
"Jan 31, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.204648 -25.388631)
"Jan 31, 2022",BR,São José dos Pinhais,R. Dr. Motta Jr.,ROAD_CLOSED,ROAD_CLOSED_EVENT,Point(-49.204562 -25.540024)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Arthur da Silva Bernardes,JAM,JAM_MODERATE_TRAFFIC,Point(-49.294779 -25.470672)
"Jan 31, 2022",BR,Curitiba,BR-277 N Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.313343 -25.432104)
"Jan 31, 2022",BR,Curitiba,Av. Nossa Senhora Aparecida,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.311141 -25.447735)
"Jan 31, 2022",BR,São José dos Pinhais,R. Alice dos Santos Ferreira,ACCIDENT,,Point(-49.151436 -25.496095)
"Jan 31, 2022",BR,Curitiba,R. Eduardo Sprada,JAM,JAM_HEAVY_TRAFFIC,Point(-49.358958 -25.451398)
"Jan 31, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.300852 -25.434716)
"Jan 31, 2022",BR,Curitiba,R. Bom Jesus de Iguape,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.231329 -25.508857)
"Jan 31, 2022",BR,Curitiba,R. Eduardo Sprada,JAM,JAM_HEAVY_TRAFFIC,Point(-49.316908 -25.450038)
"Jan 31, 2022",BR,Curitiba,R. Gen. Mário Tourinho,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.306534 -25.440497)
"Jan 31, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,JAM,JAM_MODERATE_TRAFFIC,Point(-49.2588 -25.432975)
"Jan 31, 2022",BR,Curitiba,R. Francisco Frischmann,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.295776 -25.474359)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,ACCIDENT_MINOR,Point(-49.215716 -25.399593)
"Jan 31, 2022",BR,Curitiba,R. Bôrtolo Pelanda,JAM,JAM_HEAVY_TRAFFIC,Point(-49.293026 -25.560746)
"Jan 31, 2022",BR,Curitiba,R. Prof. Pedro Viriato Parigot de Souza,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.30983 -25.435829)
"Jan 31, 2022",BR,Curitiba,R. Cel. Dulcídio,JAM,JAM_HEAVY_TRAFFIC,Point(-49.278736 -25.448)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.248412 -25.56478)
"Jan 31, 2022",BR,São José dos Pinhais,R. José Zen Neto,JAM,,Point(-49.169556 -25.480283)
"Jan 31, 2022",BR,Curitiba,R. Gen. Mário Tourinho,JAM,JAM_MODERATE_TRAFFIC,Point(-49.30459 -25.450033)
"Jan 31, 2022",BR,Curitiba,null,JAM,JAM_HEAVY_TRAFFIC,Point(-49.203966 -25.387512)
"Jan 31, 2022",BR,Pinhais,Av. Jacob Macanhan,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.180785 -25.417076)
"Jan 31, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.204321 -25.388649)
"Jan 31, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.283636 -25.441181)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.259881 -25.56211)
"Jan 31, 2022",BR,Curitiba,R. Antônio Meirelles Sobrinho,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.225396 -25.443249)
"Jan 31, 2022",BR,Curitiba,R. Brig. Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.275889 -25.442651)
"Jan 31, 2022",BR,Curitiba,R. Guilherme Pugsley,ACCIDENT,ACCIDENT_MAJOR,Point(-49.284587 -25.451834)
"Jan 31, 2022",BR,Curitiba,R. Isaac Guelmann,ACCIDENT,ACCIDENT_MAJOR,Point(-49.295629 -25.481933)
"Jan 31, 2022",BR,Curitiba,Av. Nossa Senhora Aparecida,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.312168 -25.448341)
"Jan 31, 2022",BR,Curitiba,R. Luiz Parigot de Souza,JAM,,Point(-49.296336 -25.475731)
"Jan 31, 2022",BR,Curitiba,Av. Pref. Maurício Fruet,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.23478 -25.442131)
"Jan 31, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.16765 -25.493951)
"Jan 31, 2022",BR,Curitiba,R. Guararapes,JAM,JAM_HEAVY_TRAFFIC,Point(-49.289926 -25.456018)
"Jan 31, 2022",BR,Curitiba,R. Dr. João Tobias P. Rebelo,JAM,JAM_MODERATE_TRAFFIC,Point(-49.295708 -25.479881)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,ACCIDENT_MINOR,Point(-49.253033 -25.467918)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Arthur da Silva Bernardes,JAM,JAM_MODERATE_TRAFFIC,Point(-49.304191 -25.453125)
"Jan 31, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,JAM,JAM_HEAVY_TRAFFIC,Point(-49.289737 -25.478406)
"Jan 31, 2022",BR,Curitiba,R. Visconde de Nácar,JAM,JAM_HEAVY_TRAFFIC,Point(-49.275872 -25.434964)
"Jan 31, 2022",BR,Curitiba,R. Isaac Guelmann,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.295608 -25.482634)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Kennedy,ACCIDENT,,Point(-49.289512 -25.475384)
"Jan 31, 2022",BR,Curitiba,R. Izaac Ferreira da Cruz,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.295177 -25.526518)
"Jan 31, 2022",BR,Curitiba,R. Pe. Agostinho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.306844 -25.434553)
"Jan 31, 2022",BR,Curitiba,R. Colorado,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.252491 -25.441873)
"Jan 31, 2022",BR,Curitiba,R. 15 de Novembro,JAM,JAM_HEAVY_TRAFFIC,Point(-49.252036 -25.426861)
"Jan 31, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,JAM,JAM_MODERATE_TRAFFIC,Point(-49.281266 -25.441846)
"Jan 31, 2022",BR,Pinhais,R. Arapoti,JAM,,Point(-49.199961 -25.429261)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.229355 -25.430472)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,JAM,JAM_HEAVY_TRAFFIC,Point(-49.361315 -25.399541)
"Jan 31, 2022",BR,Curitiba,R. Profa. Maria de Assumpção,JAM,JAM_MODERATE_TRAFFIC,Point(-49.255891 -25.472172)
"Jan 31, 2022",BR,Curitiba,Av. Pref. Maurício Fruet,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.236769 -25.441058)
"Jan 31, 2022",BR,Curitiba,BR-476 Est. da Ribeira,JAM,JAM_HEAVY_TRAFFIC,Point(-49.205692 -25.388097)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.249648 -25.459275)
"Jan 31, 2022",BR,Curitiba,Av. Cândido Hartmann,JAM,JAM_MODERATE_TRAFFIC,Point(-49.302924 -25.423622)
"Jan 31, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.28365 -25.441151)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,,Point(-49.204879 -25.477191)
"Jan 31, 2022",BR,Curitiba,R. Oyapock,JAM,,Point(-49.237501 -25.437981)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.361278 -25.399355)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Arthur da Silva Bernardes,JAM,JAM_HEAVY_TRAFFIC,Point(-49.303458 -25.455261)
"Jan 31, 2022",BR,Curitiba,R. Lupionópolis,JAM,,Point(-49.27658 -25.550812)
"Jan 31, 2022",BR,Curitiba,R. Brig. Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.27719 -25.439896)
"Jan 31, 2022",BR,Curitiba,R. Alberto Twardowski,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.244387 -25.444566)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,JAM,JAM_HEAVY_TRAFFIC,Point(-49.356825 -25.390364)
"Jan 31, 2022",BR,Curitiba,R. Rezala Simão,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.31843 -25.472747)
"Jan 31, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.292744 -25.431575)
"Jan 31, 2022",BR,Curitiba,Est. Ângelo Pianaro,WEATHERHAZARD,HAZARD_WEATHER_FLOOD,Point(-49.34551 -25.399508)
"Jan 31, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,JAM,JAM_MODERATE_TRAFFIC,Point(-49.290769 -25.472569)
"Jan 31, 2022",BR,null,BR-476 Rod. do Xisto,JAM,JAM_HEAVY_TRAFFIC,Point(-49.319213 -25.54699)
"Jan 31, 2022",BR,Curitiba,R. Brasílio Itiberê,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.269796 -25.447338)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.276858 -25.497867)
"Jan 31, 2022",BR,Curitiba,R. Mariano Torres - Pista Esq.,WEATHERHAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Point(-49.262348 -25.431106)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.27582 -25.553673)
"Jan 31, 2022",BR,Curitiba,R. Brasílio Itiberê,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.273501 -25.448751)
"Jan 31, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.283647 -25.441157)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.284612 -25.506558)
"Jan 31, 2022",BR,Curitiba,R. João Bettega,JAM,JAM_HEAVY_TRAFFIC,Point(-49.311663 -25.478081)
"Jan 31, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.232885 -25.568085)
"Jan 31, 2022",BR,Curitiba,R. Lamenha Lins,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.269744 -25.452025)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.36486 -25.409008)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.330673 -25.525441)
"Jan 31, 2022",BR,São José dos Pinhais,BR-376 S Rod. Henrique Herwig,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.19199 -25.539167)
"Jan 31, 2022",BR,Curitiba,Av. Silva Jardim - Pista Dir.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.28652 -25.446956)
"Jan 31, 2022",BR,São José dos Pinhais,R. Ten. Djalma Dutra,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.200022 -25.540245)
"Jan 31, 2022",BR,Curitiba,R. Francisco Rocha,JAM,JAM_MODERATE_TRAFFIC,Point(-49.295697 -25.430968)
"Jan 31, 2022",BR,null,BR-277 S Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.381978 -25.42712)
"Jan 31, 2022",BR,Curitiba,R. das Carmelitas,JAM,JAM_HEAVY_TRAFFIC,Point(-49.229987 -25.502907)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.251167 -25.46314)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.259751 -25.562316)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.268484 -25.486965)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.292573 -25.546419)
"Jan 31, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.28618 -25.438571)
"Jan 31, 2022",BR,Curitiba,R. Francisco Raitani,ACCIDENT,ACCIDENT_MAJOR,Point(-49.294156 -25.505034)
"Jan 31, 2022",BR,Curitiba,R. Alberico Flores Bueno,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.210608 -25.392369)
"Jan 31, 2022",BR,null,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.240864 -25.566657)
"Jan 31, 2022",BR,Curitiba,R. Pe. Colbacchini,ACCIDENT,ACCIDENT_MAJOR,Point(-49.328826 -25.382142)
"Jan 31, 2022",BR,Curitiba,Av. Sen. Salgado Filho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.250526 -25.45691)
"Jan 31, 2022",BR,Curitiba,Al. Dr. Carlos de Carvalho,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.282484 -25.434016)
"Jan 31, 2022",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,JAM,JAM_HEAVY_TRAFFIC,Point(-49.190826 -25.542257)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Kennedy,ACCIDENT,ACCIDENT_MINOR,Point(-49.280334 -25.466909)
"Jan 31, 2022",BR,Curitiba,R. Prof. Pedro Viriato Parigot de Souza,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.310511 -25.436212)
"Jan 31, 2022",BR,Curitiba,Tv. Percy Withers,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.286144 -25.453104)
"Jan 31, 2022",BR,Curitiba,R. Cap. Argemiro Monteiro Wanderley,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.29723 -25.510249)
"Jan 31, 2022",BR,Curitiba,R. Prof. Ulisses Vieira,JAM,JAM_MODERATE_TRAFFIC,Point(-49.293251 -25.461493)
"Jan 31, 2022",BR,Curitiba,R. Maj. Heitor Guimarães,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.311743 -25.43751)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.302119 -25.539858)
"Jan 31, 2022",BR,Curitiba,R. Bom Jesus,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.253137 -25.412696)
"Jan 31, 2022",BR,Curitiba,R. São Luiz,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.256373 -25.407702)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.36384 -25.416305)
"Jan 31, 2022",BR,Curitiba,R. Pintor Ricardo Krieger,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.203233 -25.384524)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,ACCIDENT,ACCIDENT_MAJOR,Point(-49.364918 -25.409413)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.363936 -25.416687)
"Jan 31, 2022",BR,Curitiba,R. Luiz Brambilla,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.234569 -25.4354)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.231441 -25.468968)
"Jan 31, 2022",BR,Curitiba,R. Francisco Raitani,ACCIDENT,,Point(-49.294297 -25.504298)
"Jan 31, 2022",BR,Pinhais,PR-415 Rod. João Leopoldo Jacomel,JAM,JAM_HEAVY_TRAFFIC,Point(-49.175406 -25.434175)
"Jan 31, 2022",BR,Curitiba,R. Des. Westphalen,WEATHERHAZARD,,Point(-49.262335 -25.455379)
"Jan 31, 2022",BR,Curitiba,R. Itupava,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.258123 -25.423798)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.265326 -25.483217)
"Jan 31, 2022",null,null,null,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.296161 -25.450781)
"Jan 31, 2022",BR,Curitiba,Av. Monteiro Tourinho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.210604 -25.388179)
"Jan 31, 2022",BR,Curitiba,null,JAM,JAM_HEAVY_TRAFFIC,Point(-49.234415 -25.444372)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,ACCIDENT,ACCIDENT_MAJOR,Point(-49.245046 -25.450362)
"Jan 31, 2022",BR,Curitiba,R. Gen. Mário Tourinho,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.308774 -25.435051)
"Jan 31, 2022",BR,Curitiba,R. Jovino do Rosário,JAM,JAM_MODERATE_TRAFFIC,Point(-49.2456 -25.397435)
"Jan 31, 2022",BR,Curitiba,R. Izaac Ferreira da Cruz,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.294281 -25.526664)
"Jan 31, 2022",BR,Curitiba,Av. Iguaçu - Pista Dir.,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.276992 -25.445023)
"Jan 31, 2022",BR,Curitiba,R. Dr. João Tobias P. Rebelo,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.29577 -25.47542)
"Jan 31, 2022",BR,Curitiba,R. Dr. Faivre,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.258937 -25.433697)
"Jan 31, 2022",BR,Curitiba,R. Anne Frank,ACCIDENT,,Point(-49.252396 -25.468219)
"Jan 31, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,JAM,JAM_HEAVY_TRAFFIC,Point(-49.280389 -25.441468)
"Jan 31, 2022",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.297493 -25.501171)
"Jan 31, 2022",BR,Curitiba,Av. Anibal Khury,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.335479 -25.5208)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,,Point(-49.358905 -25.392714)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.282851 -25.504675)
"Jan 31, 2022",BR,Curitiba,R. da Paz,WEATHERHAZARD,HAZARD_ON_ROAD_ICE,Point(-49.256773 -25.433485)
"Jan 31, 2022",BR,Curitiba,R. Júlio Bartolomeu Taborda Luiz,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.210644 -25.392291)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_MODERATE_TRAFFIC,Point(-49.19635 -25.481004)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Kennedy,JAM,JAM_HEAVY_TRAFFIC,Point(-49.273691 -25.461119)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.302232 -25.544619)
"Jan 31, 2022",BR,Curitiba,Av. Silva Jardim,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.295891 -25.450381)
"Jan 31, 2022",BR,Curitiba,R. Pastor Antônio Polito,JAM,JAM_MODERATE_TRAFFIC,Point(-49.240485 -25.528386)
"Jan 31, 2022",BR,Curitiba,R. Prof. Algacyr Munhoz Mader,ACCIDENT,,Point(-49.342049 -25.495152)
"Jan 31, 2022",BR,Curitiba,R. Emanoel Voluz,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.294324 -25.523046)
"Jan 31, 2022",BR,São José dos Pinhais,R. Tavares de Lyra,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.175178 -25.509717)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.313518 -25.538029)
"Jan 31, 2022",BR,Curitiba,R. Prof. Pedro Viriato Parigot de Souza,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.319742 -25.436874)
"Jan 31, 2022",BR,Curitiba,R. Saint Hilaire,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.285602 -25.449602)
"Jan 31, 2022",BR,Curitiba,R. Maj. Heitor Guimarães,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.311249 -25.438024)
"Jan 31, 2022",BR,Curitiba,Av. Anita Garibaldi,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.256758 -25.409115)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.344017 -25.493083)
"Jan 31, 2022",BR,Curitiba,Av. Anita Garibaldi,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.256822 -25.409376)
