Day,Road Type,# Accidents
"Jan 1, 2022",4,1
"Jan 1, 2022",2,6
"Jan 1, 2022",7,1
"Jan 1, 2022",6,7
"Jan 1, 2022",1,4
"Jan 2, 2022",4,1
"Jan 2, 2022",17,1
"Jan 2, 2022",6,10
"Jan 2, 2022",1,5
"Jan 2, 2022",7,2
"Jan 2, 2022",2,8
"Jan 3, 2022",7,7
"Jan 3, 2022",2,9
"Jan 3, 2022",1,5
"Jan 3, 2022",6,27
"Jan 4, 2022",1,7
"Jan 4, 2022",4,2
"Jan 4, 2022",2,20
"Jan 4, 2022",7,2
"Jan 4, 2022",6,38
"Jan 5, 2022",7,4
"Jan 5, 2022",20,2
"Jan 5, 2022",1,5
"Jan 5, 2022",4,2
"Jan 5, 2022",2,23
"Jan 5, 2022",6,24
"Jan 6, 2022",6,17
"Jan 6, 2022",1,5
"Jan 6, 2022",7,1
"Jan 6, 2022",2,23
"Jan 7, 2022",2,22
"Jan 7, 2022",6,9
"Jan 7, 2022",7,5
"Jan 7, 2022",1,3
"Jan 8, 2022",7,5
"Jan 8, 2022",2,17
"Jan 8, 2022",6,10
"Jan 8, 2022",1,4
"Jan 9, 2022",20,1
"Jan 9, 2022",2,14
"Jan 9, 2022",1,1
"Jan 9, 2022",6,20
"Jan 10, 2022",7,3
"Jan 10, 2022",1,1
"Jan 10, 2022",2,42
"Jan 10, 2022",6,21
"Jan 11, 2022",6,14
"Jan 11, 2022",7,2
"Jan 11, 2022",1,4
"Jan 11, 2022",4,1
"Jan 11, 2022",2,28
"Jan 12, 2022",6,18
"Jan 12, 2022",7,2
"Jan 12, 2022",1,2
"Jan 12, 2022",2,28
"Jan 13, 2022",7,2
"Jan 13, 2022",2,30
"Jan 13, 2022",1,3
"Jan 13, 2022",20,1
"Jan 13, 2022",6,29
"Jan 14, 2022",20,2
"Jan 14, 2022",4,1
"Jan 14, 2022",7,6
"Jan 14, 2022",6,19
"Jan 14, 2022",1,3
"Jan 14, 2022",2,42
"Jan 15, 2022",20,2
"Jan 15, 2022",6,21
"Jan 15, 2022",2,48
"Jan 15, 2022",17,1
"Jan 15, 2022",7,5
"Jan 15, 2022",1,4
"Jan 16, 2022",2,29
"Jan 16, 2022",1,1
"Jan 16, 2022",6,17
"Jan 16, 2022",7,5
"Jan 17, 2022",4,1
"Jan 17, 2022",6,35
"Jan 17, 2022",1,6
"Jan 17, 2022",2,40
"Jan 18, 2022",1,5
"Jan 18, 2022",7,3
"Jan 18, 2022",6,8
"Jan 18, 2022",2,21
"Jan 19, 2022",7,2
"Jan 19, 2022",1,4
"Jan 19, 2022",2,26
"Jan 19, 2022",6,13
"Jan 19, 2022",4,1
"Jan 20, 2022",4,1
"Jan 20, 2022",2,19
"Jan 20, 2022",6,15
"Jan 20, 2022",7,1
"Jan 20, 2022",1,5
"Jan 21, 2022",1,4
"Jan 21, 2022",7,3
"Jan 21, 2022",2,31
"Jan 21, 2022",4,1
"Jan 21, 2022",6,31
"Jan 22, 2022",1,2
"Jan 22, 2022",2,21
"Jan 22, 2022",7,1
"Jan 22, 2022",17,1
"Jan 22, 2022",6,8
"Jan 23, 2022",2,12
"Jan 23, 2022",1,4
"Jan 23, 2022",6,9
"Jan 24, 2022",6,18
"Jan 24, 2022",4,1
"Jan 24, 2022",2,34
"Jan 24, 2022",1,7
"Jan 25, 2022",4,7
"Jan 25, 2022",2,22
"Jan 25, 2022",17,1
"Jan 25, 2022",1,1
"Jan 25, 2022",6,25
"Jan 25, 2022",7,5
"Jan 26, 2022",1,5
"Jan 26, 2022",6,7
"Jan 26, 2022",2,29
"Jan 26, 2022",17,1
"Jan 26, 2022",7,4
"Jan 27, 2022",2,41
"Jan 27, 2022",7,5
"Jan 27, 2022",6,18
"Jan 27, 2022",1,3
"Jan 28, 2022",2,49
"Jan 28, 2022",4,1
"Jan 28, 2022",6,25
"Jan 28, 2022",20,1
"Jan 28, 2022",7,4
"Jan 28, 2022",1,9
"Jan 29, 2022",4,3
"Jan 29, 2022",20,1
"Jan 29, 2022",7,3
"Jan 29, 2022",6,16
"Jan 29, 2022",2,27
"Jan 30, 2022",6,8
"Jan 30, 2022",2,12
"Jan 30, 2022",7,2
"Jan 31, 2022",2,29
"Jan 31, 2022",1,8
"Jan 31, 2022",6,15
"Jan 31, 2022",7,3
