Day,Average Delay (Seconds),# Irregularities
"Aug 31, 2022",628.1976984361169,151
"Aug 30, 2022",690.1785394932936,147
"Aug 29, 2022",584.8427835051547,30
"Aug 28, 2022",692.7875150060024,39
"Aug 27, 2022",389.52650602409636,38
"Aug 26, 2022",724.7804532577903,56
"Aug 25, 2022",595.0388580491673,58
"Aug 24, 2022",603.0074074074074,63
"Aug 23, 2022",991.0844180704441,155
"Aug 22, 2022",1096.579202343398,375
"Aug 21, 2022",914.4558823529412,23
"Aug 20, 2022",581.5326086956521,14
"Aug 19, 2022",669.0460295151089,121
"Aug 18, 2022",614.5685629727063,138
"Aug 17, 2022",698.6037151702786,177
"Aug 16, 2022",683.7624271511827,88
"Aug 15, 2022",674.2913419913419,88
"Aug 14, 2022",626.4568744662681,39
"Aug 13, 2022",867.7118126272912,92
"Aug 12, 2022",752.9685251798561,180
"Aug 11, 2022",781.2785409758409,153
"Aug 10, 2022",715.2046623243058,127
"Aug 9, 2022",557.5263358778626,194
"Aug 8, 2022",537.3640208197788,127
"Aug 7, 2022",1305.8334985133795,38
"Aug 6, 2022",489.10831234256926,30
"Aug 5, 2022",640.5563313233894,129
"Aug 4, 2022",645.8676236044657,126
"Aug 3, 2022",625.1227272727273,55
"Aug 2, 2022",835.9818398332837,122
"Aug 1, 2022",571.6360832690825,55
