Day,Type,# Alerts
"Jun 1, 2022",ACCIDENT,228
"Jun 1, 2022",ROAD_CLOSED,1
"Jun 1, 2022",JAM,2570
"Jun 1, 2022",WEATHERHAZARD,962
"Jun 2, 2022",JAM,2827
"Jun 2, 2022",ACCIDENT,224
"Jun 2, 2022",WEATHERHAZARD,1044
"Jun 3, 2022",JAM,2433
"Jun 3, 2022",WEATHERHAZARD,1078
"Jun 3, 2022",ACCIDENT,162
"Jun 4, 2022",WEATHERHAZARD,531
"Jun 4, 2022",JAM,558
"Jun 4, 2022",ACCIDENT,76
"Jun 4, 2022",ROAD_CLOSED,1
"Jun 5, 2022",ROAD_CLOSED,11
"Jun 5, 2022",JAM,214
"Jun 5, 2022",ACCIDENT,69
"Jun 5, 2022",WEATHERHAZARD,342
"Jun 6, 2022",JAM,1885
"Jun 6, 2022",WEATHERHAZARD,953
"Jun 6, 2022",ACCIDENT,111
"Jun 7, 2022",JAM,2336
"Jun 7, 2022",WEATHERHAZARD,908
"Jun 7, 2022",ACCIDENT,155
"Jun 8, 2022",JAM,2340
"Jun 8, 2022",WEATHERHAZARD,1075
"Jun 8, 2022",ROAD_CLOSED,3
"Jun 8, 2022",ACCIDENT,134
"Jun 9, 2022",JAM,3443
"Jun 9, 2022",ACCIDENT,190
"Jun 9, 2022",WEATHERHAZARD,1154
"Jun 10, 2022",ACCIDENT,152
"Jun 10, 2022",JAM,2580
"Jun 10, 2022",WEATHERHAZARD,1173
"Jun 11, 2022",ROAD_CLOSED,9
"Jun 11, 2022",WEATHERHAZARD,559
"Jun 11, 2022",ACCIDENT,107
"Jun 11, 2022",JAM,761
"Jun 12, 2022",WEATHERHAZARD,275
"Jun 12, 2022",ROAD_CLOSED,4
"Jun 12, 2022",ACCIDENT,64
"Jun 12, 2022",JAM,319
"Jun 13, 2022",JAM,1907
"Jun 13, 2022",WEATHERHAZARD,888
"Jun 13, 2022",ACCIDENT,163
"Jun 14, 2022",JAM,2108
"Jun 14, 2022",ACCIDENT,114
"Jun 14, 2022",WEATHERHAZARD,911
"Jun 15, 2022",ACCIDENT,199
"Jun 15, 2022",JAM,3147
"Jun 15, 2022",WEATHERHAZARD,1055
"Jun 15, 2022",ROAD_CLOSED,3
"Jun 16, 2022",WEATHERHAZARD,528
"Jun 16, 2022",ACCIDENT,75
"Jun 16, 2022",JAM,461
"Jun 16, 2022",ROAD_CLOSED,83
"Jun 17, 2022",WEATHERHAZARD,676
"Jun 17, 2022",JAM,616
"Jun 17, 2022",ACCIDENT,92
"Jun 17, 2022",ROAD_CLOSED,16
"Jun 18, 2022",ACCIDENT,93
"Jun 18, 2022",JAM,298
"Jun 18, 2022",WEATHERHAZARD,375
"Jun 19, 2022",ROAD_CLOSED,8
"Jun 19, 2022",JAM,188
"Jun 19, 2022",ACCIDENT,62
"Jun 19, 2022",WEATHERHAZARD,278
"Jun 20, 2022",WEATHERHAZARD,936
"Jun 20, 2022",JAM,1563
"Jun 20, 2022",ROAD_CLOSED,5
"Jun 20, 2022",ACCIDENT,99
"Jun 21, 2022",ACCIDENT,99
"Jun 21, 2022",ROAD_CLOSED,4
"Jun 21, 2022",WEATHERHAZARD,842
"Jun 21, 2022",JAM,1712
"Jun 22, 2022",JAM,2016
"Jun 22, 2022",ROAD_CLOSED,1
"Jun 22, 2022",ACCIDENT,116
"Jun 22, 2022",WEATHERHAZARD,831
"Jun 23, 2022",WEATHERHAZARD,877
"Jun 23, 2022",ACCIDENT,154
"Jun 23, 2022",JAM,2057
"Jun 23, 2022",ROAD_CLOSED,2
"Jun 24, 2022",WEATHERHAZARD,894
"Jun 24, 2022",ACCIDENT,157
"Jun 24, 2022",JAM,2227
"Jun 25, 2022",JAM,428
"Jun 25, 2022",ACCIDENT,95
"Jun 25, 2022",WEATHERHAZARD,489
"Jun 25, 2022",ROAD_CLOSED,1
"Jun 26, 2022",ROAD_CLOSED,5
"Jun 26, 2022",ACCIDENT,38
"Jun 26, 2022",WEATHERHAZARD,304
"Jun 26, 2022",JAM,129
"Jun 27, 2022",ACCIDENT,98
"Jun 27, 2022",ROAD_CLOSED,2
"Jun 27, 2022",WEATHERHAZARD,756
"Jun 27, 2022",JAM,1410
"Jun 28, 2022",ACCIDENT,94
"Jun 28, 2022",ROAD_CLOSED,1
"Jun 28, 2022",JAM,1759
"Jun 28, 2022",WEATHERHAZARD,791
"Jun 29, 2022",JAM,1995
"Jun 29, 2022",ACCIDENT,117
"Jun 29, 2022",WEATHERHAZARD,780
"Jun 30, 2022",ACCIDENT,128
"Jun 30, 2022",JAM,2078
"Jun 30, 2022",WEATHERHAZARD,924
