Day,Road Type,# Accidents
"Jun 1, 2022",7,9
"Jun 1, 2022",2,70
"Jun 1, 2022",6,60
"Jun 1, 2022",1,4
"Jun 2, 2022",4,2
"Jun 2, 2022",6,58
"Jun 2, 2022",2,68
"Jun 2, 2022",1,6
"Jun 2, 2022",7,12
"Jun 3, 2022",7,4
"Jun 3, 2022",1,8
"Jun 3, 2022",2,59
"Jun 3, 2022",6,32
"Jun 3, 2022",4,1
"Jun 4, 2022",1,5
"Jun 4, 2022",6,12
"Jun 4, 2022",7,2
"Jun 4, 2022",2,30
"Jun 5, 2022",7,2
"Jun 5, 2022",2,28
"Jun 5, 2022",4,2
"Jun 5, 2022",6,12
"Jun 5, 2022",1,1
"Jun 6, 2022",2,52
"Jun 6, 2022",7,4
"Jun 6, 2022",4,2
"Jun 6, 2022",1,2
"Jun 6, 2022",6,15
"Jun 7, 2022",1,5
"Jun 7, 2022",2,53
"Jun 7, 2022",6,35
"Jun 7, 2022",4,1
"Jun 7, 2022",17,1
"Jun 7, 2022",7,6
"Jun 8, 2022",7,1
"Jun 8, 2022",6,20
"Jun 8, 2022",4,2
"Jun 8, 2022",1,4
"Jun 8, 2022",2,62
"Jun 9, 2022",2,76
"Jun 9, 2022",7,6
"Jun 9, 2022",6,20
"Jun 9, 2022",4,1
"Jun 9, 2022",1,10
"Jun 10, 2022",1,9
"Jun 10, 2022",6,15
"Jun 10, 2022",2,58
"Jun 10, 2022",17,1
"Jun 10, 2022",4,1
"Jun 10, 2022",7,3
"Jun 11, 2022",7,3
"Jun 11, 2022",2,36
"Jun 11, 2022",6,21
"Jun 11, 2022",1,5
"Jun 12, 2022",2,24
"Jun 12, 2022",6,7
"Jun 12, 2022",7,4
"Jun 12, 2022",4,1
"Jun 12, 2022",1,5
"Jun 13, 2022",7,6
"Jun 13, 2022",1,8
"Jun 13, 2022",2,58
"Jun 13, 2022",20,1
"Jun 13, 2022",4,1
"Jun 13, 2022",6,25
"Jun 14, 2022",7,7
"Jun 14, 2022",1,6
"Jun 14, 2022",6,18
"Jun 14, 2022",2,32
"Jun 15, 2022",7,8
"Jun 15, 2022",1,9
"Jun 15, 2022",6,35
"Jun 15, 2022",2,72
"Jun 15, 2022",17,1
"Jun 16, 2022",20,1
"Jun 16, 2022",1,2
"Jun 16, 2022",2,19
"Jun 16, 2022",6,17
"Jun 16, 2022",7,3
"Jun 17, 2022",1,8
"Jun 17, 2022",4,1
"Jun 17, 2022",6,18
"Jun 17, 2022",7,2
"Jun 17, 2022",2,29
"Jun 18, 2022",6,10
"Jun 18, 2022",17,1
"Jun 18, 2022",2,35
"Jun 18, 2022",7,12
"Jun 18, 2022",1,5
"Jun 19, 2022",1,7
"Jun 19, 2022",2,29
"Jun 19, 2022",7,2
"Jun 19, 2022",6,3
"Jun 20, 2022",6,20
"Jun 20, 2022",2,44
"Jun 20, 2022",7,6
"Jun 20, 2022",1,3
"Jun 21, 2022",6,20
"Jun 21, 2022",1,3
"Jun 21, 2022",20,1
"Jun 21, 2022",7,4
"Jun 21, 2022",2,26
"Jun 22, 2022",6,17
"Jun 22, 2022",2,47
"Jun 22, 2022",7,2
"Jun 22, 2022",1,9
"Jun 22, 2022",4,1
"Jun 22, 2022",20,1
"Jun 23, 2022",7,6
"Jun 23, 2022",2,54
"Jun 23, 2022",1,6
"Jun 23, 2022",6,30
"Jun 24, 2022",7,1
"Jun 24, 2022",6,46
"Jun 24, 2022",2,44
"Jun 24, 2022",1,6
"Jun 25, 2022",2,42
"Jun 25, 2022",1,4
"Jun 25, 2022",17,2
"Jun 25, 2022",6,16
"Jun 25, 2022",7,1
"Jun 26, 2022",2,15
"Jun 26, 2022",1,2
"Jun 26, 2022",7,2
"Jun 26, 2022",6,5
"Jun 27, 2022",7,7
"Jun 27, 2022",1,4
"Jun 27, 2022",2,35
"Jun 27, 2022",6,10
"Jun 28, 2022",7,2
"Jun 28, 2022",1,8
"Jun 28, 2022",2,31
"Jun 28, 2022",6,14
"Jun 29, 2022",1,6
"Jun 29, 2022",6,15
"Jun 29, 2022",4,2
"Jun 29, 2022",7,7
"Jun 29, 2022",2,49
"Jun 29, 2022",17,1
"Jun 29, 2022",20,1
"Jun 30, 2022",7,3
"Jun 30, 2022",2,44
"Jun 30, 2022",1,4
"Jun 30, 2022",6,32
