Date,Country,City,Street,Location,Avg Reliability
"Jun 30, 2022",BR,Curitiba,null,Point(-49.207922 -25.38791),10
"Jun 30, 2022",BR,Curitiba,BR-476 Est. da Ribeira,Point(-49.202883 -25.38519),10
"Jun 30, 2022",BR,Curitiba,Av. Silva Jardim - Pista Esq.,Point(-49.276126 -25.442886),8
"Jun 30, 2022",BR,Curitiba,Av. Cel. Francisco Heráclito dos Santos,Point(-49.229879 -25.450239),10
"Jun 30, 2022",BR,Curitiba,R. D. Alberto Gonçalves,Point(-49.281788 -25.4162),6
"Jun 30, 2022",BR,Colombo,PR-417 Rod. Mauro Bernardo Camargo,Point(-49.219052 -25.342203),5
"Jun 30, 2022",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,Point(-49.184923 -25.559588),9
"Jun 30, 2022",BR,Curitiba,R. Júlio Bartolomeu Taborda Luiz,Point(-49.211403 -25.389695),5
"Jun 30, 2022",BR,Curitiba,R. Roaldo Brun,Point(-49.205737 -25.385613),6
"Jun 30, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,Point(-49.281186 -25.441611),9
"Jun 30, 2022",BR,null,BR-277 S Rod. do Café Gov. Ney Braga,Point(-49.386013 -25.42743),9
"Jun 30, 2022",BR,Curitiba,R. Martim Afonso,Point(-49.304787 -25.436211),10
"Jun 30, 2022",BR,Curitiba,R. Luiz Leão,Point(-49.26709 -25.424026),6
"Jun 30, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.226413 -25.568981),10
"Jun 30, 2022",BR,Curitiba,R. Buenos Aires,Point(-49.27958 -25.440646),5
"Jun 30, 2022",BR,Curitiba,Av. Silva Jardim - Pista Dir.,Point(-49.276166 -25.443054),10
"Jun 30, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.149814 -25.538289),10
"Jun 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.223464 -25.416815),9
"Jun 30, 2022",BR,Curitiba,R. Brig. Franco,Point(-49.276169 -25.442051),5
"Jun 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.240034 -25.452033),10
"Jun 30, 2022",BR,Curitiba,R. Barão dos Campos Gerais,Point(-49.255025 -25.412733),6
"Jun 30, 2022",BR,Curitiba,BR-116 Contorno Leste,Point(-49.286572 -25.548168),6
"Jun 30, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.135348 -25.521324),8
"Jun 30, 2022",BR,Curitiba,PR-417 Rod. Mauro Bernardo Camargo,Point(-49.220204 -25.368907),9
"Jun 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.227397 -25.425658),10
"Jun 30, 2022",BR,Curitiba,R. Cap. Leônidas Marques,Point(-49.21345 -25.483812),8
"Jun 30, 2022",BR,Curitiba,R. Prof. Pedro Viriato Parigot de Souza,Point(-49.311833 -25.436884),5
"Jun 30, 2022",BR,Curitiba,BR-376 Contorno Sul,Point(-49.310224 -25.541365),10
"Jun 30, 2022",BR,Curitiba,R. Maj. Heitor Guimarães,Point(-49.313163 -25.436143),6
