Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Aug 1, 2022",BR,null,PR-418 Contorno Norte,ACCIDENT,1204.5,113.5,138
"Aug 1, 2022",BR,null,PR-418 Contorno Norte,null,1631.9259259259259,220.62962962962962,982
"Aug 1, 2022",BR,Curitiba,BR-376 Contorno Sul,null,1399.734375,549.21875,4809
"Jul 31, 2022",BR,Curitiba,Av. Iguaçu - Pista Dir.,null,562,436.3333333333333,1082
"Jul 31, 2022",BR,Curitiba,Av. Silva Jardim - Pista Dir.,null,1089.36,307.52,5338
"Jul 31, 2022",BR,Curitiba,Al. Ecológica Burle Marx,null,595,910.2222222222222,194
"Jul 31, 2022",BR,Curitiba,R. Oyapock,null,578,741.5,44
"Jul 31, 2022",BR,Curitiba,R. Buenos Aires,null,693.75,415,244
"Jul 31, 2022",BR,Curitiba,R. Bento Viana,null,830.8888888888889,335.05555555555554,4154
"Jul 31, 2022",BR,null,PR-418 Contorno Norte,ACCIDENT,1704.142857142857,498,764
"Jul 31, 2022",BR,São José dos Pinhais,R. Joaquim Nabuco,null,1000.3018867924528,741.5245283018868,7953
"Jul 31, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,null,4934.571428571428,437.14285714285717,4770
"Jul 31, 2022",BR,Curitiba,R. Domingos Strapasson,null,536,1119.6666666666667,62
"Jul 31, 2022",BR,Curitiba,Av. João Gualberto,null,749,479,16
"Jul 31, 2022",BR,São José dos Pinhais,null,null,596,754,68
"Jul 31, 2022",BR,Curitiba,R. Affife Mansur,null,640.0909090909091,319.1818181818182,946
"Jul 31, 2022",BR,Pinhais,Av. Jacob Macanhan,null,500,496,12
"Jul 31, 2022",BR,Curitiba,Av. Iguaçu - Pista Esq.,null,513,509.85714285714283,764
"Jul 31, 2022",BR,Curitiba,R. Brigadeiro Franco,null,1113.5,395.0869565217391,13372
"Jul 31, 2022",BR,Curitiba,R. Niccolo Paganini,null,540,953,18
"Jul 31, 2022",BR,São José dos Pinhais,R. Júlio César Setenareski,null,1499.4270833333333,601.140625,2639
"Jul 31, 2022",BR,Curitiba,R. Brasílio Itiberê,null,1126.6363636363637,596.7045454545455,6218
"Jul 31, 2022",BR,Curitiba,R. Brasílio Cuman,null,1938,223,20
"Jul 31, 2022",BR,Curitiba,BR-376 Contorno Sul,ACCIDENT,1979.4615384615386,928.1538461538462,2288
"Jul 31, 2022",BR,Curitiba,R. Mato Grosso,null,517,424,10
"Jul 31, 2022",BR,Curitiba,R. Eduardo Sprada,null,720.2,331.8,624
"Jul 31, 2022",BR,Curitiba,Av. Pres. Getúlio Vargas,null,1423.3823529411766,655.5294117647059,5451
"Jul 31, 2022",BR,Curitiba,null,null,1551.578947368421,572.561403508772,2571
"Jul 31, 2022",BR,Curitiba,R. Dr. Aluízio França,null,1147.3333333333333,618.6666666666666,166
"Jul 31, 2022",BR,Curitiba,BR-476 Est. da Ribeira,null,567,484,98
"Jul 31, 2022",BR,Curitiba,R. Dr. Pedro A. M. Barreto Monclaro,null,522,333.8333333333333,244
"Jul 31, 2022",BR,Curitiba,Av. Silva Jardim - Pista Esq.,null,1450.3333333333333,283.5833333333333,3940
"Jul 31, 2022",BR,Curitiba,BR-376 Contorno Sul,null,1966.2631578947369,913.2105263157895,1872
"Jul 31, 2022",BR,Curitiba,R. Santa Catarina,null,794.6666666666666,330.96666666666664,412
"Jul 31, 2022",BR,Curitiba,R. Francisco Nunes,null,696,479.4,20
"Jul 31, 2022",BR,Curitiba,R. Percy Feliciano de Castilho,null,863.6666666666666,425,14
"Jul 31, 2022",BR,Curitiba,R. Lamenha Lins,null,813.421052631579,446.57894736842104,1796
"Jul 31, 2022",BR,Curitiba,Av. Manoel Ribas,null,1169.642857142857,324.2857142857143,1424
"Jul 31, 2022",BR,null,PR-418 Contorno Norte,HAZARD,2563.757575757576,1128.4242424242425,2284
"Jul 31, 2022",BR,Curitiba,Av. Iguaçu,null,1239.25,371.875,6528
"Jul 31, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,null,1448.8214285714287,692.8571428571429,3795
"Jul 31, 2022",BR,Curitiba,R. Cel. Dulcídio,null,1047.5,534.1666666666666,2474
"Jul 31, 2022",BR,null,PR-418 Contorno Norte,null,2134.153846153846,672,1236
"Jul 30, 2022",BR,Curitiba,Av. João Gualberto,null,571,894,60
"Jul 30, 2022",BR,Colombo,R. Raphael Francisco Greca,null,2230.3333333333335,419.3333333333333,10
"Jul 30, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,ACCIDENT,896,507.5,310
"Jul 30, 2022",BR,Pinhais,null,null,834,911.375,1954
"Jul 30, 2022",BR,Curitiba,R. Dr. Aluízio França,null,954,470.3333333333333,30
"Jul 30, 2022",BR,Curitiba,R. David Tows,null,722,460,16
"Jul 30, 2022",BR,Curitiba,R. Alberto Bolliger,null,582,560.3333333333334,118
"Jul 30, 2022",BR,Curitiba,R. Bom Jesus de Iguape,null,669,697,4
"Jul 30, 2022",BR,Almirante Tamandaré,R. Ver. Wadislau Bugalski,null,1045,348.5,16
"Jul 30, 2022",BR,Curitiba,Av. Sete de Setembro,null,714.7777777777778,394.22222222222223,1592
"Jul 30, 2022",BR,Curitiba,R. Pe. Anchieta,null,789,448.6,106
"Jul 30, 2022",BR,Curitiba,R. São José dos Pinhais,null,610,457,54
"Jul 30, 2022",BR,Curitiba,R. Morretes,null,562,503.5,78
"Jul 30, 2022",BR,Curitiba,Av. Comendador Franco,null,740.1666666666666,975.75,2502
"Jul 30, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,null,551.3333333333334,671.1111111111111,380
"Jul 30, 2022",BR,Curitiba,Av. República Argentina,null,702.5,848.5,98
"Jul 30, 2022",BR,Curitiba,R. Dilermando Pereira de Almeida,null,529,1076,6
"Jul 30, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,null,589,513.2,48
"Jul 30, 2022",BR,Curitiba,R. Dep. Heitor Alencar Furtado,null,729,627.3333333333334,24
"Jul 30, 2022",BR,Pinhais,PR-415 Rod. João Leopoldo Jacomel,null,1149.4285714285713,452.04285714285714,14708
"Jul 30, 2022",BR,Curitiba,Av. Dr. Dário Lopes dos Santos,null,1084,473.5,162
"Jul 30, 2022",BR,Curitiba,R. Del. Leopoldo Belczak,null,888,470.6666666666667,122
"Jul 30, 2022",BR,Curitiba,R. Leão Sallum,null,712,852.5,22
"Jul 30, 2022",BR,Piraquara,R. Herbert Trap,null,1080.25,427,36
"Jul 30, 2022",BR,Curitiba,Vd. Colorado,null,782.5384615384615,485.2307692307692,2378
"Jul 30, 2022",BR,São José dos Pinhais,R. Joaquim Nabuco,null,666.3888888888889,365.55555555555554,750
"Jul 30, 2022",BR,Curitiba,R. Silveira Peixoto,null,516,688,18
"Jul 30, 2022",BR,Curitiba,R. Maj. Vicente de Castro,null,698,480,14
"Jul 30, 2022",BR,Curitiba,R. Tamoios,null,520,888.25,30
"Jul 30, 2022",BR,Curitiba,R. Luiz França,null,809.5,523.5,36
"Jul 30, 2022",BR,Curitiba,R. Prof. João Soares Barcelos,null,837,536.6666666666666,78
"Jul 30, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,null,839.9285714285714,380.35714285714283,1972
"Jul 29, 2022",BR,Curitiba,Av. Paraná,null,554,1001,12
"Jul 29, 2022",BR,Curitiba,R. Maestro Francisco Antonello,null,624,821.5,26
"Jul 29, 2022",BR,Almirante Tamandaré,R. Antônio Johnson,null,720.1538461538462,534.3653846153846,474
"Jul 29, 2022",BR,Curitiba,BR-116 Contorno Leste,null,3522,1278.7894736842106,5579
"Jul 29, 2022",BR,Curitiba,BR-376 Contorno Sul,null,5763.041095890411,954.5,45813
"Jul 29, 2022",BR,Curitiba,R. Vieira Fazenda,null,639,757.5,12
"Jul 29, 2022",BR,Curitiba,R. Eng. Costa Barros,null,640,1198.6666666666667,19
"Jul 29, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,null,1098.404761904762,446.5238095238095,3774
"Jul 29, 2022",BR,Curitiba,Av. Linha Verde,null,2375.4,651.5882352941177,11550
"Jul 29, 2022",BR,Curitiba,R. Carlos Essenfelder,null,1116,552,10
"Jul 29, 2022",BR,Curitiba,R. Acácio Corrêa,null,685,463,8
"Jul 29, 2022",BR,Curitiba,R. Carneiro Lobo,null,801,727.75,950
"Jul 29, 2022",BR,Curitiba,R. João Chede,null,913.421052631579,800.8245614035088,2386
"Jul 29, 2022",BR,São José dos Pinhais,R. Joinville,null,725.6818181818181,375.22727272727275,484
"Jul 29, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,null,1304.26,1166.44,8531
"Jul 29, 2022",BR,Curitiba,Av. Comendador Franco,null,2130.793103448276,513.0948275862069,34328
"Jul 29, 2022",BR,Piraquara,BR-116 Contorno Leste,null,6918.523809523809,711.3928571428571,6742
"Jul 29, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,HAZARD,933.3333333333334,600.3333333333334,460
"Jul 29, 2022",BR,Curitiba,R. Januário Alves de Souza,null,745.4285714285714,479.14285714285717,184
"Jul 29, 2022",BR,Curitiba,R. Prof. João Soares Barcelos,null,636.2666666666667,611.6,2000
"Jul 29, 2022",BR,Almirante Tamandaré,PR-092 Rod. dos Minérios,null,542,492.8,46
"Jul 29, 2022",BR,null,BR-376 N Rod. Henrique Herwig,null,1861,88,602
"Jul 29, 2022",BR,Curitiba,Marg. BR-116,null,989.0833333333334,518.5208333333334,3162
"Jul 29, 2022",BR,São José dos Pinhais,R. Sílvio Pinto Ribeiro,null,720,569.8181818181819,216
"Jul 29, 2022",BR,null,BR-116 Contorno Leste,null,3399,1352.5675675675675,6586
"Jul 29, 2022",BR,Curitiba,Al. Prudente de Moraes,null,662,1035,70
"Jul 29, 2022",BR,Curitiba,R. Imaculada Conceição,null,652.5882352941177,569.6470588235294,3210
"Jul 29, 2022",BR,Curitiba,Av. Prefeito Omar Sabbag,null,1023,551.8461538461538,1917
"Jul 29, 2022",BR,São José dos Pinhais,R. João Zarpelon,null,612.4,648.8,18
"Jul 29, 2022",BR,São José dos Pinhais,R. Rafael Puchetti,null,579,504.44444444444446,178
"Jul 29, 2022",BR,Curitiba,R. Bento Viana,null,763,411.07142857142856,3536
"Jul 29, 2022",BR,Curitiba,R. Ildefonso Stockler de França,null,775,537.5,32
