Day,Road Type,# Accidents
"Dec 1, 2022",6,28
"Dec 1, 2022",2,86
"Dec 1, 2022",17,1
"Dec 1, 2022",1,8
"Dec 1, 2022",20,2
"Dec 1, 2022",7,7
"Dec 1, 2022",4,1
"Dec 2, 2022",1,11
"Dec 2, 2022",7,17
"Dec 2, 2022",4,1
"Dec 2, 2022",6,84
"Dec 2, 2022",2,80
"Dec 3, 2022",1,14
"Dec 3, 2022",2,72
"Dec 3, 2022",4,2
"Dec 3, 2022",7,7
"Dec 3, 2022",6,40
"Dec 3, 2022",20,1
"Dec 4, 2022",6,11
"Dec 4, 2022",7,8
"Dec 4, 2022",2,22
"Dec 4, 2022",20,1
"Dec 4, 2022",1,11
"Dec 5, 2022",17,2
"Dec 5, 2022",1,12
"Dec 5, 2022",6,36
"Dec 5, 2022",7,6
"Dec 5, 2022",2,54
"Dec 5, 2022",20,1
"Dec 6, 2022",7,5
"Dec 6, 2022",1,10
"Dec 6, 2022",6,19
"Dec 6, 2022",2,70
"Dec 7, 2022",1,17
"Dec 7, 2022",4,3
"Dec 7, 2022",2,79
"Dec 7, 2022",20,1
"Dec 7, 2022",7,6
"Dec 7, 2022",6,45
"Dec 8, 2022",6,43
"Dec 8, 2022",1,21
"Dec 8, 2022",2,81
"Dec 8, 2022",17,3
"Dec 8, 2022",7,9
"Dec 9, 2022",20,2
"Dec 9, 2022",1,16
"Dec 9, 2022",4,2
"Dec 9, 2022",6,39
"Dec 9, 2022",2,85
"Dec 9, 2022",7,9
"Dec 10, 2022",2,82
"Dec 10, 2022",6,27
"Dec 10, 2022",1,12
"Dec 10, 2022",20,1
"Dec 10, 2022",7,9
"Dec 11, 2022",6,18
"Dec 11, 2022",1,14
"Dec 11, 2022",7,4
"Dec 11, 2022",4,3
"Dec 11, 2022",2,50
"Dec 11, 2022",20,2
"Dec 12, 2022",1,15
"Dec 12, 2022",2,64
"Dec 12, 2022",7,11
"Dec 12, 2022",6,37
"Dec 13, 2022",6,16
"Dec 13, 2022",1,8
"Dec 13, 2022",2,61
"Dec 13, 2022",7,9
"Dec 14, 2022",6,21
"Dec 14, 2022",2,60
"Dec 14, 2022",7,4
"Dec 14, 2022",1,14
"Dec 15, 2022",6,23
"Dec 15, 2022",2,63
"Dec 15, 2022",1,16
"Dec 15, 2022",7,4
"Dec 16, 2022",1,14
"Dec 16, 2022",17,1
"Dec 16, 2022",7,14
"Dec 16, 2022",6,38
"Dec 16, 2022",4,2
"Dec 16, 2022",2,88
"Dec 17, 2022",6,17
"Dec 17, 2022",7,2
"Dec 17, 2022",2,69
"Dec 17, 2022",1,13
"Dec 17, 2022",20,1
"Dec 18, 2022",2,31
"Dec 18, 2022",6,15
"Dec 18, 2022",1,7
"Dec 18, 2022",7,2
"Dec 18, 2022",4,2
"Dec 19, 2022",1,17
"Dec 19, 2022",7,9
"Dec 19, 2022",20,2
"Dec 19, 2022",2,65
"Dec 19, 2022",6,27
"Dec 20, 2022",2,94
"Dec 20, 2022",1,8
"Dec 20, 2022",17,1
"Dec 20, 2022",20,2
"Dec 20, 2022",7,1
"Dec 20, 2022",4,1
"Dec 20, 2022",6,49
"Dec 21, 2022",2,75
"Dec 21, 2022",4,2
"Dec 21, 2022",1,11
"Dec 21, 2022",20,3
"Dec 21, 2022",6,26
"Dec 21, 2022",7,2
"Dec 22, 2022",4,2
"Dec 22, 2022",17,1
"Dec 22, 2022",1,11
"Dec 22, 2022",6,37
"Dec 22, 2022",20,1
"Dec 22, 2022",2,59
"Dec 22, 2022",7,5
"Dec 23, 2022",6,40
"Dec 23, 2022",2,51
"Dec 23, 2022",1,11
"Dec 23, 2022",4,6
"Dec 23, 2022",17,1
"Dec 24, 2022",6,18
"Dec 24, 2022",17,1
"Dec 24, 2022",4,17
"Dec 24, 2022",20,1
"Dec 24, 2022",1,6
"Dec 24, 2022",2,25
"Dec 24, 2022",7,2
"Dec 25, 2022",1,4
"Dec 25, 2022",7,5
"Dec 25, 2022",20,1
"Dec 25, 2022",6,19
"Dec 25, 2022",2,12
"Dec 25, 2022",4,1
"Dec 26, 2022",2,11
"Dec 26, 2022",4,2
"Dec 26, 2022",7,1
"Dec 26, 2022",1,7
"Dec 26, 2022",6,24
"Dec 27, 2022",4,1
"Dec 27, 2022",6,31
"Dec 27, 2022",17,2
"Dec 27, 2022",2,23
"Dec 27, 2022",1,11
"Dec 27, 2022",7,8
"Dec 28, 2022",4,2
"Dec 28, 2022",2,29
"Dec 28, 2022",1,14
"Dec 28, 2022",7,1
"Dec 28, 2022",17,1
"Dec 28, 2022",6,14
"Dec 29, 2022",2,18
"Dec 29, 2022",17,2
"Dec 29, 2022",6,24
"Dec 29, 2022",4,1
"Dec 29, 2022",20,1
"Dec 29, 2022",1,9
"Dec 30, 2022",17,2
"Dec 30, 2022",1,6
"Dec 30, 2022",6,23
"Dec 30, 2022",7,12
"Dec 30, 2022",22,1
"Dec 30, 2022",2,18
"Dec 31, 2022",6,8
"Dec 31, 2022",1,6
"Dec 31, 2022",7,1
"Dec 31, 2022",17,2
"Dec 31, 2022",4,1
"Dec 31, 2022",2,10
