Day,Type,# Alerts
"Dec 1, 2022",ROAD_CLOSED,1
"Dec 1, 2022",WEATHERHAZARD,1368
"Dec 1, 2022",ACCIDENT,180
"Dec 1, 2022",JAM,2615
"Dec 2, 2022",ROAD_CLOSED,21
"Dec 2, 2022",ACCIDENT,263
"Dec 2, 2022",JAM,3374
"Dec 2, 2022",WEATHERHAZARD,1135
"Dec 3, 2022",JAM,721
"Dec 3, 2022",ACCIDENT,196
"Dec 3, 2022",ROAD_CLOSED,10
"Dec 3, 2022",WEATHERHAZARD,850
"Dec 4, 2022",ROAD_CLOSED,18
"Dec 4, 2022",ACCIDENT,76
"Dec 4, 2022",WEATHERHAZARD,469
"Dec 4, 2022",JAM,338
"Dec 5, 2022",ROAD_CLOSED,2
"Dec 5, 2022",WEATHERHAZARD,1016
"Dec 5, 2022",ACCIDENT,149
"Dec 5, 2022",JAM,2555
"Dec 6, 2022",ACCIDENT,177
"Dec 6, 2022",JAM,2652
"Dec 6, 2022",WEATHERHAZARD,1299
"Dec 6, 2022",ROAD_CLOSED,13
"Dec 7, 2022",ROAD_CLOSED,15
"Dec 7, 2022",WEATHERHAZARD,1267
"Dec 7, 2022",JAM,3134
"Dec 7, 2022",ACCIDENT,200
"Dec 8, 2022",JAM,3834
"Dec 8, 2022",WEATHERHAZARD,1243
"Dec 8, 2022",ROAD_CLOSED,16
"Dec 8, 2022",ACCIDENT,224
"Dec 9, 2022",JAM,2386
"Dec 9, 2022",ROAD_CLOSED,45
"Dec 9, 2022",WEATHERHAZARD,1608
"Dec 9, 2022",ACCIDENT,217
"Dec 10, 2022",JAM,1180
"Dec 10, 2022",ROAD_CLOSED,42
"Dec 10, 2022",ACCIDENT,169
"Dec 10, 2022",WEATHERHAZARD,816
"Dec 11, 2022",JAM,672
"Dec 11, 2022",WEATHERHAZARD,626
"Dec 11, 2022",ROAD_CLOSED,47
"Dec 11, 2022",ACCIDENT,154
"Dec 12, 2022",JAM,2495
"Dec 12, 2022",ROAD_CLOSED,42
"Dec 12, 2022",WEATHERHAZARD,1201
"Dec 12, 2022",ACCIDENT,179
"Dec 13, 2022",WEATHERHAZARD,1307
"Dec 13, 2022",ROAD_CLOSED,31
"Dec 13, 2022",JAM,2271
"Dec 13, 2022",ACCIDENT,128
"Dec 14, 2022",ROAD_CLOSED,21
"Dec 14, 2022",JAM,2661
"Dec 14, 2022",ACCIDENT,161
"Dec 14, 2022",WEATHERHAZARD,1126
"Dec 15, 2022",ACCIDENT,150
"Dec 15, 2022",JAM,3107
"Dec 15, 2022",WEATHERHAZARD,1235
"Dec 15, 2022",ROAD_CLOSED,25
"Dec 16, 2022",ACCIDENT,226
"Dec 16, 2022",WEATHERHAZARD,1259
"Dec 16, 2022",ROAD_CLOSED,34
"Dec 16, 2022",JAM,3250
"Dec 17, 2022",ACCIDENT,135
"Dec 17, 2022",WEATHERHAZARD,655
"Dec 17, 2022",ROAD_CLOSED,30
"Dec 17, 2022",JAM,995
"Dec 18, 2022",ROAD_CLOSED,16
"Dec 18, 2022",JAM,330
"Dec 18, 2022",WEATHERHAZARD,410
"Dec 18, 2022",ACCIDENT,87
"Dec 19, 2022",JAM,1994
"Dec 19, 2022",WEATHERHAZARD,946
"Dec 19, 2022",ROAD_CLOSED,6
"Dec 19, 2022",ACCIDENT,156
"Dec 20, 2022",ROAD_CLOSED,20
"Dec 20, 2022",JAM,2443
"Dec 20, 2022",ACCIDENT,212
"Dec 20, 2022",WEATHERHAZARD,1082
"Dec 21, 2022",WEATHERHAZARD,1088
"Dec 21, 2022",JAM,2477
"Dec 21, 2022",ACCIDENT,159
"Dec 21, 2022",ROAD_CLOSED,16
"Dec 22, 2022",ROAD_CLOSED,18
"Dec 22, 2022",WEATHERHAZARD,991
"Dec 22, 2022",ACCIDENT,182
"Dec 22, 2022",JAM,2117
"Dec 23, 2022",WEATHERHAZARD,850
"Dec 23, 2022",JAM,1486
"Dec 23, 2022",ACCIDENT,150
"Dec 23, 2022",ROAD_CLOSED,11
"Dec 24, 2022",ROAD_CLOSED,6
"Dec 24, 2022",WEATHERHAZARD,348
"Dec 24, 2022",ACCIDENT,95
"Dec 24, 2022",JAM,213
"Dec 25, 2022",JAM,185
"Dec 25, 2022",WEATHERHAZARD,271
"Dec 25, 2022",ACCIDENT,57
"Dec 25, 2022",ROAD_CLOSED,12
"Dec 26, 2022",ROAD_CLOSED,12
"Dec 26, 2022",JAM,471
"Dec 26, 2022",WEATHERHAZARD,656
"Dec 26, 2022",ACCIDENT,77
"Dec 27, 2022",JAM,627
"Dec 27, 2022",ROAD_CLOSED,12
"Dec 27, 2022",ACCIDENT,127
"Dec 27, 2022",WEATHERHAZARD,754
"Dec 28, 2022",ROAD_CLOSED,16
"Dec 28, 2022",JAM,611
"Dec 28, 2022",ACCIDENT,106
"Dec 28, 2022",WEATHERHAZARD,755
"Dec 29, 2022",ROAD_CLOSED,21
"Dec 29, 2022",WEATHERHAZARD,591
"Dec 29, 2022",JAM,446
"Dec 29, 2022",ACCIDENT,89
"Dec 30, 2022",JAM,442
"Dec 30, 2022",ACCIDENT,110
"Dec 30, 2022",WEATHERHAZARD,500
"Dec 30, 2022",ROAD_CLOSED,6
"Dec 31, 2022",JAM,138
"Dec 31, 2022",ACCIDENT,49
"Dec 31, 2022",WEATHERHAZARD,195
