Date,Country,City,Street,Location,Avg Reliability
"Feb 28, 2022",BR,Pinhais,Av. Maringá,Point(-49.189573 -25.402912),5
"Feb 28, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.25714 -25.473597),10
"Feb 28, 2022",BR,Colombo,null,Point(-49.221751 -25.327415),5
"Feb 28, 2022",BR,Curitiba,PR-418 Contorno Norte,Point(-49.326861 -25.367479),9
"Feb 28, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,Point(-49.261841 -25.434031),7
"Feb 28, 2022",BR,Curitiba,R. Cidade de Timbó,Point(-49.340445 -25.481539),10
"Feb 28, 2022",BR,Curitiba,BR-116 Contorno Leste,Point(-49.29882 -25.545117),8
"Feb 28, 2022",BR,São José dos Pinhais,Av. das Torres,Point(-49.19837 -25.522354),8
"Feb 28, 2022",null,null,null,Point(-49.147435 -25.375844),5
"Feb 28, 2022",BR,Curitiba,R. Profa. Maria de Assumpção,Point(-49.252127 -25.47926),5
"Feb 28, 2022",BR,Piraquara,PR-506 Rod. Pref. Antonio Alceu Zielonka,Point(-49.056998 -25.404353),5
"Feb 28, 2022",BR,Curitiba,Av. Nossa Sra. da Luz,Point(-49.24237 -25.407012),5
"Feb 28, 2022",BR,Pinhais,R. Aristides de Oliveira,Point(-49.19036 -25.402589),5
"Feb 28, 2022",BR,Pinhais,R. Inajá,Point(-49.188731 -25.426065),5
"Feb 28, 2022",BR,Curitiba,R. Cidade de Timbó,Point(-49.340778 -25.4815),5
"Feb 28, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.234127 -25.443769),6
"Feb 28, 2022",BR,Curitiba,R. Nilo Cairo,Point(-49.260574 -25.431454),5
"Feb 28, 2022",BR,Curitiba,R. Cidade de Timbó,Point(-49.343721 -25.482047),10
"Feb 28, 2022",BR,Curitiba,R. Dep. Waldemiro Pedroso,Point(-49.302123 -25.492597),6
"Feb 28, 2022",BR,Curitiba,null,Point(-49.275606 -25.385483),5
"Feb 28, 2022",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,Point(-49.306812 -25.559123),9
"Feb 28, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.209466 -25.39312),6
"Feb 27, 2022",BR,Curitiba,R. Cel. Evangelista dos Santos,Point(-49.202795 -25.475605),5
"Feb 27, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.297485 -25.526133),10
"Feb 27, 2022",BR,São José dos Pinhais,Av. das Torres,Point(-49.203675 -25.509368),8
"Feb 27, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.297669 -25.526461),5
"Feb 27, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.249876 -25.45985),9
"Feb 27, 2022",BR,Piraquara,R. Gilberto Nascimento,Point(-49.074721 -25.449473),5
"Feb 27, 2022",BR,Curitiba,null,Point(-49.250448 -25.513732),5
"Feb 27, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.147244 -25.534565),10
"Feb 27, 2022",BR,São José dos Pinhais,Al. Arpo,Point(-49.165636 -25.560372),5
"Feb 27, 2022",BR,Piraquara,R. Betonex,Point(-49.143903 -25.448973),5
"Feb 27, 2022",BR,Curitiba,R. Antônio Zak,Point(-49.242792 -25.535152),5
"Feb 27, 2022",BR,Curitiba,Av. Cândido de Abreu,Point(-49.269586 -25.421977),7
"Feb 27, 2022",BR,Colombo,R. da Pedreira,Point(-49.202302 -25.38074),7
"Feb 27, 2022",BR,Curitiba,R. Arnaldo Thá,Point(-49.328609 -25.480808),5
"Feb 27, 2022",BR,Piraquara,R. Betonex,Point(-49.139213 -25.445816),5
"Feb 27, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.279133 -25.50045),10
"Feb 27, 2022",BR,Colombo,BR-476 Est. da Ribeira,Point(-49.188849 -25.368236),8
"Feb 27, 2022",BR,Curitiba,V. Exclusiva de Ônibus,Point(-49.29748 -25.52623),5
"Feb 27, 2022",BR,São José dos Pinhais,Av. das Torres,Point(-49.191428 -25.54335),5
"Feb 26, 2022",BR,Curitiba,R. Mariano Torres - Pista Dir.,Point(-49.263549 -25.428204),10
"Feb 26, 2022",BR,Curitiba,BR-376 Contorno Sul,Point(-49.36585 -25.431281),6
"Feb 26, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.233469 -25.439549),10
"Feb 26, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.253607 -25.469103),10
"Feb 26, 2022",BR,Almirante Tamandaré,R. N. Sra. de Fátima,Point(-49.277805 -25.33474),5
"Feb 26, 2022",BR,Curitiba,Av. Nossa Senhora Aparecida,Point(-49.304014 -25.449438),10
"Feb 26, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.17196 -25.505709),9
"Feb 26, 2022",BR,Curitiba,Av. do Batel,Point(-49.289077 -25.443043),5
"Feb 26, 2022",BR,Curitiba,Av. Pres. Getúlio Vargas,Point(-49.269784 -25.444137),5
"Feb 26, 2022",BR,Curitiba,R. São José dos Pinhais,Point(-49.269687 -25.536637),5
"Feb 26, 2022",BR,Curitiba,R. Prof. João Soares Barcelos,Point(-49.257079 -25.475527),9
"Feb 26, 2022",BR,Curitiba,R. Prof. João Soares Barcelos,Point(-49.256399 -25.476929),5
"Feb 26, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.229628 -25.43111),9
