Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Feb 28, 2022",BR,Curitiba,R. Fernando de Noronha,null,937,934,16
"Feb 28, 2022",BR,Pinhais,Av. Jacob Macanhan,null,759.5,682,16
"Feb 28, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,ACCIDENT,2184.1481481481483,1565.1296296296296,2376
"Feb 28, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,null,880.4285714285714,640.1428571428571,484
"Feb 28, 2022",BR,null,PR-418 Contorno Norte,ACCIDENT,3105.285714285714,315.14285714285717,468
"Feb 28, 2022",BR,Pinhais,Av. Fabio Vicente de Moura,null,732.2340425531914,1124.595744680851,299
"Feb 28, 2022",BR,Curitiba,R. Prof. Dário Veloso,null,612,608,40
"Feb 28, 2022",BR,Curitiba,null,null,696,1048.5,20
"Feb 28, 2022",BR,Colombo,R. Dulcídio Falavinha,null,713.6666666666666,543.5,26
"Feb 28, 2022",BR,Curitiba,Av. João Gualberto,null,571,924,20
"Feb 28, 2022",BR,Curitiba,R. Barão do Rio Branco,null,624,808,78
"Feb 28, 2022",BR,Curitiba,R. Saldanha Marinho,null,907,963,14
"Feb 28, 2022",BR,Curitiba,Marg. Av. Linha Verde,null,542,810,20
"Feb 28, 2022",BR,Curitiba,R. Nicola Pellanda,null,1132,268,34
"Feb 28, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,null,2812.9545454545455,677.9090909090909,2036
"Feb 28, 2022",BR,Curitiba,R. Visc. de Nácar,null,738.3333333333334,540.3333333333334,81
"Feb 28, 2022",BR,null,PR-418 Contorno Norte,null,1049.21875,702.875,1380
"Feb 27, 2022",BR,São José dos Pinhais,R. Júlio César Setenareski,null,1469.2456140350878,501.12280701754383,1939
"Feb 27, 2022",BR,Curitiba,null,null,798.75,600.5,596
"Feb 27, 2022",BR,Curitiba,R. Dr. Aluízio França,null,998.4,364.4,58
"Feb 27, 2022",BR,Curitiba,Av. Sete de Setembro,null,613,788,160
"Feb 27, 2022",BR,Curitiba,R. Dr. José Palú,null,621,935.4285714285714,28
"Feb 27, 2022",BR,Curitiba,Av. Manoel Ribas,null,857.5,419.375,1336
"Feb 27, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,null,1343.4444444444443,630.6666666666666,1054
"Feb 27, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,ACCIDENT,1255,723,104
"Feb 27, 2022",BR,Curitiba,R. Sebastião Malucelli,null,594,544,8
"Feb 27, 2022",BR,Curitiba,R. Dr. Mba de Ferrante,null,707.3333333333334,741.6666666666666,38
"Feb 27, 2022",BR,Curitiba,R. Petit Carneiro,null,519,1283,10
"Feb 26, 2022",BR,Curitiba,BR-116 Contorno Leste,null,2922.190476190476,505.8095238095238,6564
"Feb 26, 2022",BR,null,BR-376 S Rod. Henrique Herwig,ACCIDENT,7329.727272727273,924.3636363636364,10632
"Feb 26, 2022",BR,Curitiba,R. Rio Grande do Sul,null,652,897,62
"Feb 26, 2022",BR,Curitiba,Al. Dr. Muricy,null,895,511,144
"Feb 26, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,null,3430.2586206896553,533.3965517241379,28040
"Feb 26, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,null,681.8695652173913,605.945652173913,1591
"Feb 26, 2022",BR,Curitiba,Av. João Gualberto,null,560,952,12
"Feb 26, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,ACCIDENT,554,981,70
"Feb 26, 2022",BR,Curitiba,Al. D. Pedro II,null,647,940,74
"Feb 26, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,null,554,1073,10
"Feb 26, 2022",BR,Curitiba,R. Albino Silva,null,581,589,58
"Feb 26, 2022",BR,São José dos Pinhais,null,null,596,406,12
"Feb 26, 2022",BR,Curitiba,PR-418 Contorno Norte,null,1411.4,1200.5,324
"Feb 26, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,null,6765.9051724137935,539.875,68910
"Feb 26, 2022",BR,null,BR-116 Contorno Leste,null,3368.16,430.2,9404
"Feb 26, 2022",BR,Curitiba,R. João Bonat,null,788,717,14
"Feb 26, 2022",BR,Curitiba,R. Amazonas,null,629,1130.5,36
"Feb 26, 2022",BR,Curitiba,R. João Bettega,null,606,1188.4,54
"Feb 26, 2022",BR,null,BR-376 S Rod. Henrique Herwig,null,15322.481132075472,2050.625786163522,258459
"Feb 26, 2022",BR,Curitiba,R. Dep. Heitor Alencar Furtado,null,895.8,737.6,42
"Feb 26, 2022",BR,null,PR-418 Contorno Norte,null,1205,453.45454545454544,448
"Feb 25, 2022",BR,Curitiba,BR-376 Contorno Sul,ACCIDENT,3487.8,916.9,2356
"Feb 25, 2022",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,null,3797.3333333333335,1785.2666666666667,3564
"Feb 25, 2022",BR,Curitiba,R. Francisco Zanicotti Sobrinho,null,561,760,12
"Feb 25, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,null,5561.38524590164,723.5122950819672,58089
"Feb 25, 2022",BR,Curitiba,Av. Manoel Ribas,null,624.3333333333334,402.8888888888889,248
"Feb 25, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,null,984.1111111111111,518.5555555555555,1360
"Feb 25, 2022",BR,Curitiba,Marg. Av. Linha Verde,ACCIDENT,517,354,28
"Feb 25, 2022",BR,Curitiba,R. Oliveira Viana,null,599,432,12
"Feb 25, 2022",BR,Curitiba,R. Manoel Martins de Abreu,null,577,486.5,212
"Feb 25, 2022",BR,Curitiba,R. Cyro Correia Pereira,null,812.4069767441861,539.0813953488372,1991
"Feb 25, 2022",BR,Curitiba,BR-476 Est. da Ribeira,null,787.21875,992.875,1372
"Feb 25, 2022",BR,Curitiba,R. José Risseto,null,661,485,18
"Feb 25, 2022",BR,Curitiba,Av. das Indústrias,null,547,701,32
"Feb 25, 2022",BR,Curitiba,Av. Pres. Affonso Camargo,null,1220.608695652174,395.39130434782606,8530
"Feb 25, 2022",BR,Curitiba,R. Apolônio de Tiana,null,769,387,16
"Feb 25, 2022",BR,Curitiba,R. Alberico Flores Bueno,null,1028.6190476190477,581.3809523809524,2775
"Feb 25, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,null,1111.9285714285713,455.57142857142856,3584
