Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Oct 1, 2022",BR,Curitiba,Marg. Av. Linha Verde,null,1012,633.75,426
"Oct 1, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,1363,2241.5,908
"Oct 1, 2022",BR,Curitiba,Av. Linha Verde,null,1229.1666666666667,496.1666666666667,1998
"Oct 1, 2022",BR,Curitiba,BR-376 Contorno Sul,null,2441.909090909091,427.77272727272725,3030
"Sep 30, 2022",BR,Curitiba,BR-476 Est. da Ribeira,null,837.170731707317,845.670731707317,8358
"Sep 30, 2022",BR,Curitiba,R. Augusto Stresser,null,1263.888888888889,554.5,3372
"Sep 30, 2022",BR,Curitiba,Av. Paraná,null,859.3275862068965,845.301724137931,2989
"Sep 30, 2022",BR,Curitiba,Av. Sete de Setembro,null,1013.6935483870968,573.258064516129,6386
"Sep 30, 2022",BR,Curitiba,BR-476 Est. da Ribeira,ACCIDENT,1026,949.4,133
"Sep 30, 2022",BR,Curitiba,R. Frederico Cantarelli,null,631.3333333333334,534.1666666666666,448
"Sep 30, 2022",BR,Curitiba,Marg. Av. Linha Verde,null,934.9230769230769,732.7622377622378,11195
"Sep 30, 2022",BR,Curitiba,R. Francisco Frischmann,null,1217.235294117647,463.38235294117646,10950
"Sep 30, 2022",BR,Curitiba,Est. da Graciosa,null,611,369.5,60
"Sep 30, 2022",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,null,1018.9193548387096,589.4879032258065,13151
"Sep 30, 2022",BR,Curitiba,R. Mateus Leme,null,1102.657894736842,443.05263157894734,841
"Sep 30, 2022",BR,Curitiba,PR-418 Contorno Norte,null,5082.806451612903,602.752688172043,6719
"Sep 30, 2022",BR,Colombo,Av. Abel Scuissiato,null,525,1608.8333333333333,134
"Sep 30, 2022",BR,Curitiba,R. Raul Pompéia,null,797.5,647,962
"Sep 30, 2022",BR,Curitiba,R. Alberico Flores Bueno,null,1146.4038461538462,543.5,6925
"Sep 30, 2022",BR,Curitiba,BR-116 Contorno Leste,null,4097.333333333333,473.5,1090
"Sep 30, 2022",BR,Curitiba,Av. Paraná,HAZARD,707,410.5,40
"Sep 30, 2022",BR,Curitiba,V. Exclusiva de Ônibus,null,1013.53125,1156.15625,78
"Sep 30, 2022",BR,Curitiba,R. Irmã Flávia Borlet,null,519,727,12
"Sep 30, 2022",BR,Curitiba,Vd. Colorado,null,745.3333333333334,284.3333333333333,888
"Sep 30, 2022",BR,Colombo,R. Pedro Strapasson,null,738,547,20
"Sep 30, 2022",BR,Curitiba,R. Dr. Sátilas do Amaral Camargo,null,653,421,62
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,null,2823.785714285714,1162.515306122449,34918
"Sep 30, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,null,1347.175572519084,728.7709923664122,11628
"Sep 30, 2022",BR,Curitiba,R. Gabriel Frecceiro de Miranda,null,812.875,582.1875,710
"Sep 30, 2022",BR,Curitiba,R. Natal,null,1034,732,10
"Sep 30, 2022",BR,Curitiba,R. Waldemar Loureiro de Campos,null,2013.6,648.2,592
"Sep 30, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,null,528.9230769230769,331.65384615384613,943
"Sep 30, 2022",BR,Curitiba,R. Professora Maria de Assumpção,null,552,619,12
"Sep 30, 2022",BR,Curitiba,R. Omar Raymundo Picheth,null,887.8142857142857,727.7428571428571,6389
"Sep 30, 2022",BR,Pinhais,Est. da Graciosa,null,755.795918367347,1602.6224489795918,2774
"Sep 30, 2022",BR,Curitiba,Av. Manoel Ribas,null,702.4285714285714,877.7142857142857,448
"Sep 30, 2022",BR,Curitiba,R. Januário Alves de Souza,null,502,1044.8,88
"Sep 30, 2022",BR,São José dos Pinhais,R. Sílvio Pinto Ribeiro,null,720,572.7692307692307,422
"Sep 30, 2022",BR,Curitiba,Av. do Batel,null,758.65,498.825,2450
"Sep 30, 2022",BR,Curitiba,R. Brasílio Itiberê,null,707,644,130
"Sep 30, 2022",BR,Curitiba,R. Eduardo Sprada,null,670.1,358.1666666666667,1042
"Sep 30, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,ACCIDENT,512,413.3333333333333,160
"Sep 30, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,null,720.6896551724138,628.051724137931,1954
"Sep 30, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,null,6658.666666666667,925.7777777777778,2558
"Sep 30, 2022",BR,Curitiba,R. Máximo João Kopp,null,698.72,739.48,536
"Sep 30, 2022",BR,Curitiba,BR-376 Contorno Sul,null,5182.88,1042.955,25501
"Sep 30, 2022",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,ACCIDENT,1218.5,852.25,2784
"Sep 30, 2022",BR,Curitiba,R. José Gomes de Abreu,null,837.9230769230769,320.71153846153845,2407
"Sep 30, 2022",BR,Curitiba,PR-417 Rod. Mauro Bernardo Camargo,null,689.2142857142857,454.57142857142856,668
"Sep 30, 2022",BR,Curitiba,R. Francisco Derosso,ACCIDENT,656.5,200.66666666666666,912
"Sep 30, 2022",BR,Curitiba,Av. República Argentina,null,1012.6176470588235,529.3725490196078,5357
"Sep 30, 2022",BR,Curitiba,R. Dr. Reynaldo Machado,null,537,475.4,22
"Sep 30, 2022",BR,Curitiba,R. Dr. Alexandre Gutierrez,null,629,1131,40
"Sep 30, 2022",BR,Colombo,BR-116 S Rod. Régis Bittencourt,null,1223.44,401.88,2876
"Sep 30, 2022",BR,Curitiba,R. Francisco Derosso,HAZARD,727.8679245283018,433.22641509433964,5030
"Sep 30, 2022",BR,Curitiba,R. Carneiro Lobo,null,650.0967741935484,566.3709677419355,5209
"Sep 30, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,ACCIDENT,3779.3636363636365,886.3636363636364,1984
"Sep 30, 2022",BR,Curitiba,R. Rio Grande do Sul,null,522,703.3076923076923,1443
"Sep 30, 2022",BR,Curitiba,Av. Pres. Affonso Camargo,null,591,992,98
"Sep 30, 2022",BR,Curitiba,Estr. de Santa Cândida,null,616.875,533.46875,238
"Sep 30, 2022",BR,Curitiba,R. Prof. Ulisses Vieira,null,1142.5333333333333,420.4,2062
"Sep 30, 2022",BR,Almirante Tamandaré,PR-092 Rod. dos Minérios,null,2610.65,391,403
"Sep 30, 2022",BR,Curitiba,R. Alferes Poli,null,696,504,40
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,HAZARD,1059.3333333333333,481.5,1556
"Sep 30, 2022",BR,Colombo,Av. Abel Scuissiato,ACCIDENT,525,743.1666666666666,178
"Sep 30, 2022",BR,Curitiba,R. Vital Brasil,null,796.8333333333334,436.1666666666667,678
"Sep 30, 2022",BR,Curitiba,Av. Pres. Affonso Camargo,ACCIDENT,591,857.5,170
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,2737.1290322580644,1996.3387096774193,24934
"Sep 30, 2022",BR,Curitiba,R. Henrique Mehl,null,589.8888888888889,664.4444444444445,512
"Sep 30, 2022",BR,Colombo,R. Genésio Moreschi,null,503,802.6666666666666,30
"Sep 30, 2022",BR,Curitiba,R. Eng. Costa Barros,null,824,636,18
"Sep 30, 2022",BR,Curitiba,R. Nicola Pellanda,null,683,742,30
"Sep 30, 2022",BR,São José dos Pinhais,R. Barão do Cerro Azul,null,808,501,8
"Sep 30, 2022",BR,Curitiba,BR-376 Contorno Sul,ACCIDENT,4506.606060606061,1673.060606060606,5801
"Sep 30, 2022",BR,Curitiba,R. Francisco Derosso,null,880.7301587301587,511.87301587301585,7895
"Sep 30, 2022",BR,Pinhais,Av. Camilo di Lellis,null,530,528,14
"Sep 30, 2022",BR,Curitiba,R. João Bettega,null,724,637,58
"Sep 29, 2022",BR,Curitiba,BR-116 N Contorno Leste,null,1953,226.38095238095238,2413
"Sep 29, 2022",BR,Curitiba,BR-476 Est. da Ribeira,null,652.8,526.6666666666666,630
"Sep 29, 2022",BR,Curitiba,R. Januário Alves de Souza,null,731.1428571428571,405.85714285714283,424
"Sep 29, 2022",BR,Curitiba,R. José Valle,null,880,1076,78
"Sep 29, 2022",BR,Curitiba,R. João Borsato,null,587,1143,32
"Sep 29, 2022",BR,Curitiba,R. Bento Viana,null,655.3333333333334,514.0555555555555,2950
"Sep 29, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,1615.7636363636364,440.3272727272727,16878
"Sep 29, 2022",BR,Colombo,Av. Marg. José de Anchieta,null,551,503,12
"Sep 29, 2022",BR,Curitiba,R. das Carmelitas,null,889,1444,16
"Sep 29, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,null,1053.6666666666667,605.8333333333334,382
"Sep 29, 2022",BR,Curitiba,Av. Pres. Getúlio Vargas,HAZARD,746.8888888888889,518.1666666666666,1191
"Sep 29, 2022",BR,Curitiba,Av. Três Marias,null,834.2,425.6,234
"Sep 29, 2022",BR,Curitiba,R. Máximo João Kopp,null,565.0833333333334,683.75,294
"Sep 29, 2022",BR,Curitiba,R. Alferes Poli,null,545,476.7647058823529,3642
"Sep 29, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,HAZARD,996.6923076923077,354.9230769230769,866
"Sep 29, 2022",BR,Curitiba,R. Augusto Stresser,null,1302.340909090909,720.25,3364
"Sep 29, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,null,745,810,12
"Sep 29, 2022",BR,Curitiba,R. Dep. Heitor Alencar Furtado,null,777,1303,6
"Sep 29, 2022",BR,Curitiba,Av. Paraná,null,667.3333333333334,597,66
"Sep 29, 2022",BR,Curitiba,R. Dr. Roberto Barrozo,null,976.3103448275862,435.41379310344826,5706
"Sep 29, 2022",BR,Pinhais,R. Salgado Filho,null,585,695,70
"Sep 29, 2022",BR,null,BR-116 Contorno Leste,null,3399,192.66666666666666,654
"Sep 29, 2022",BR,Curitiba,R. Manoel Eufrásio,null,670,501,18
"Sep 29, 2022",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,null,920.8974358974359,522.1282051282051,3024
"Sep 29, 2022",BR,Curitiba,R. Jussara,null,1071.75,347.75,16
"Sep 29, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,ACCIDENT,3709.8571428571427,1064.0714285714287,4370
"Sep 29, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,null,7543.239436619719,556.0985915492957,6673
"Sep 29, 2022",BR,Curitiba,R. José Zaleski,null,647,442,8
"Sep 29, 2022",BR,Curitiba,Av. Cândido Hartmann,null,928.7368421052631,539.8947368421053,3598
