Date,Country,City,Street,Location,Avg Reliability
"Sep 30, 2022",BR,Curitiba,Av. Prefeito Maurício Fruet,Point(-49.237043 -25.440694),6
"Sep 30, 2022",BR,Curitiba,R. João Dranka,Point(-49.237903 -25.439506),10
"Sep 30, 2022",BR,Curitiba,Al. Prudente de Moraes,Point(-49.284577 -25.425717),5
"Sep 30, 2022",BR,Curitiba,R. Augusto Stresser,Point(-49.247739 -25.417399),5
"Sep 30, 2022",BR,Curitiba,Marg. BR-277,Point(-49.331835 -25.430908),5
"Sep 30, 2022",BR,Curitiba,Av. Pres. Affonso Camargo,Point(-49.243877 -25.436963),10
"Sep 30, 2022",BR,Curitiba,Est. do Ganchinho,Point(-49.275919 -25.553414),10
"Sep 30, 2022",BR,Curitiba,Av. Comendador Franco,Point(-49.21788 -25.487562),5
"Sep 30, 2022",BR,Curitiba,V. Exclusiva de Ônibus,Point(-49.247809 -25.436038),5
"Sep 30, 2022",BR,Curitiba,R. Martim Afonso,Point(-49.295707 -25.432713),5
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.233829 -25.441767),6
"Sep 30, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.184401 -25.518995),5
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.211899 -25.39525),10
"Sep 30, 2022",BR,Curitiba,R. Guabirotuba,Point(-49.248323 -25.447008),5
"Sep 30, 2022",BR,Curitiba,R. Pe. João Wislinski,Point(-49.220732 -25.375034),8
"Sep 30, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.181138 -25.515549),10
"Sep 30, 2022",BR,Curitiba,R. Lothário Boutin,Point(-49.292665 -25.509212),6
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.212544 -25.395979),10
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.211529 -25.394928),8
"Sep 30, 2022",BR,Curitiba,R. Gen. Mário Tourinho,Point(-49.305644 -25.442031),6
"Sep 30, 2022",BR,Curitiba,R. Tabajaras,Point(-49.297284 -25.457889),7
"Sep 30, 2022",BR,Curitiba,null,Point(-49.336693 -25.430277),5
"Sep 30, 2022",BR,Curitiba,R. Augusto Stresser,Point(-49.245601 -25.417582),6
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.28428 -25.506111),7
"Sep 30, 2022",BR,Curitiba,BR-116 Contorno Leste,Point(-49.273134 -25.555221),10
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.250124 -25.460473),5
"Sep 30, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,Point(-49.347724 -25.483016),9
"Sep 30, 2022",BR,Curitiba,R. Maj. Heitor Guimarães,Point(-49.312945 -25.436352),5
"Sep 30, 2022",BR,São José dos Pinhais,R. Das Canelinhas,Point(-49.156342 -25.532458),6
"Sep 30, 2022",BR,Curitiba,R. Francisco Sobania,Point(-49.307701 -25.55442),7
"Sep 30, 2022",BR,Curitiba,R. Carlos Dietzsch,Point(-49.297488 -25.472191),9
"Sep 30, 2022",BR,Curitiba,R. Antônio Bariquelo,Point(-49.260623 -25.472778),6
"Sep 30, 2022",BR,Curitiba,R. Bento Viana,Point(-49.282268 -25.449324),5
"Sep 30, 2022",BR,Curitiba,R. André Ferreira Barbosa,Point(-49.294015 -25.517178),6
"Sep 30, 2022",BR,Curitiba,Marg. Av. Linha Verde,Point(-49.221391 -25.413036),6
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.268734 -25.487393),10
"Sep 30, 2022",BR,Curitiba,R. Augusto Stresser,Point(-49.243266 -25.417795),8
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.28435 -25.506205),7
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.213148 -25.39643),9
"Sep 30, 2022",BR,Curitiba,R. Almirante Gonçalves,Point(-49.272351 -25.449957),6
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.273762 -25.493619),10
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.283966 -25.505706),10
"Sep 30, 2022",BR,Curitiba,R. São João,Point(-49.224714 -25.379752),6
"Sep 30, 2022",BR,Curitiba,R. Alexandre Nadolny,Point(-49.220131 -25.375561),5
"Sep 30, 2022",BR,Curitiba,R. Augusto Stresser,Point(-49.248044 -25.417374),6
"Sep 30, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.16191 -25.495032),8
"Sep 30, 2022",BR,Curitiba,R. Carlos Klemtz,Point(-49.331549 -25.478018),10
"Sep 30, 2022",BR,Curitiba,Marg. Av. Linha Verde,Point(-49.218443 -25.405276),8
"Sep 30, 2022",BR,Curitiba,R. Tibagi,Point(-49.26199 -25.434011),5
"Sep 30, 2022",BR,Curitiba,R. João Américo de Oliveira,Point(-49.248613 -25.408932),7
"Sep 30, 2022",BR,Curitiba,null,Point(-49.261875 -25.471933),5
"Sep 30, 2022",BR,Curitiba,R. Prof. Algacyr Munhoz Mader,Point(-49.326601 -25.49473),6
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.284251 -25.506072),8
"Sep 30, 2022",BR,Curitiba,R. Com. Fontana,Point(-49.263939 -25.419221),5
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.283281 -25.505025),10
"Sep 30, 2022",BR,Curitiba,R. Escritora Lourdes Strozzi,Point(-49.255184 -25.469758),6
"Sep 30, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,Point(-49.28919 -25.476007),6
"Sep 30, 2022",BR,Curitiba,R. José de Alencar,Point(-49.25348 -25.42555),6
"Sep 30, 2022",BR,Curitiba,BR-376 Contorno Sul,Point(-49.316822 -25.534604),7
"Sep 30, 2022",BR,Curitiba,Av. Pres. Wenceslau Braz,Point(-49.276647 -25.475696),5
"Sep 30, 2022",BR,Curitiba,R. Trajano Reis,Point(-49.274352 -25.422907),5
"Sep 30, 2022",BR,Curitiba,R. Simão Bolivar,Point(-49.247916 -25.417191),8
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.249894 -25.459894),6
"Sep 30, 2022",BR,Curitiba,Av. Comendador Franco,Point(-49.238079 -25.460231),7
"Sep 30, 2022",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.24857 -25.40372),7
"Sep 30, 2022",BR,Curitiba,Av. Jornalista Aderbal Gaertner Stresser,Point(-49.208143 -25.472101),7
"Sep 30, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.232286 -25.445293),5
"Sep 30, 2022",BR,Curitiba,R. André Ferreira Barbosa,Point(-49.293872 -25.516464),6
"Sep 30, 2022",BR,Colombo,R. Floripa Mullmann,Point(-49.191046 -25.385659),5
"Sep 30, 2022",BR,Curitiba,R. José de Alencar,Point(-49.253555 -25.426138),5
"Sep 30, 2022",BR,Curitiba,Av. Comendador Franco,Point(-49.218511 -25.486696),10
"Sep 30, 2022",BR,Curitiba,R. Pe. Agostinho,Point(-49.285327 -25.425964),6
"Sep 30, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,Point(-49.336758 -25.514233),10
"Sep 30, 2022",BR,Curitiba,R. José de Alencar,Point(-49.254291 -25.432301),10
"Sep 30, 2022",BR,Curitiba,R. Prof. Álvaro Jorge,Point(-49.296907 -25.457386),10
"Sep 30, 2022",BR,Curitiba,R. Pe. Agostinho,Point(-49.284327 -25.42557),8
"Sep 30, 2022",BR,Curitiba,R. Mariano Torres - Pista Dir.,Point(-49.260774 -25.434259),6
"Sep 30, 2022",BR,Curitiba,BR-116 Contorno Leste,Point(-49.282094 -25.550117),10
"Sep 30, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.160176 -25.493022),6
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.285884 -25.508806),5
"Sep 30, 2022",BR,Curitiba,R. João Américo de Oliveira,Point(-49.24929 -25.40816),5
"Sep 30, 2022",BR,Curitiba,R. Lothário Boutin,Point(-49.292052 -25.509114),7
"Sep 30, 2022",BR,Araucária,PR-421,Point(-49.342689 -25.527726),5
"Sep 30, 2022",BR,Curitiba,null,Point(-49.36592 -25.429577),5
"Sep 30, 2022",BR,Curitiba,R. Pres. Carlos Cavalcanti,Point(-49.26923 -25.426291),10
"Sep 30, 2022",BR,Curitiba,R. Gen. Mário Tourinho,Point(-49.305244 -25.442735),5
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.253279 -25.468583),5
"Sep 30, 2022",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.248355 -25.403486),5
"Sep 30, 2022",BR,Curitiba,V. Exclusiva de Ônibus,Point(-49.211242 -25.394808),5
"Sep 30, 2022",BR,Curitiba,R. José Zaleski,Point(-49.307985 -25.501636),5
"Sep 30, 2022",BR,Piraquara,Av. Getúlio Vargas,Point(-49.059681 -25.441265),5
"Sep 30, 2022",BR,Curitiba,R. Chile,Point(-49.250627 -25.444779),5
"Sep 30, 2022",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,Point(-49.297045 -25.522646),10
"Sep 30, 2022",BR,Curitiba,BR-476 Est. da Ribeira,Point(-49.205127 -25.38761),7
"Sep 30, 2022",BR,Colombo,Tv. Montevidéu,Point(-49.209553 -25.358038),5
"Sep 30, 2022",BR,Curitiba,PR-417 Rod. Mauro Bernardo Camargo,Point(-49.222973 -25.373705),10
"Sep 30, 2022",BR,Curitiba,V. Exclusiva de Ônibus,Point(-49.242176 -25.437353),6
"Sep 30, 2022",BR,Curitiba,R. Gen. Mário Tourinho,Point(-49.306295 -25.440909),10
"Sep 30, 2022",BR,Curitiba,Av. Comendador Franco,Point(-49.221685 -25.482724),6
"Sep 30, 2022",BR,Curitiba,R. Amâncio Moro,Point(-49.260513 -25.420443),5
"Sep 30, 2022",BR,Curitiba,R. Omar Raymundo Picheth,Point(-49.283705 -25.505971),7
"Sep 30, 2022",BR,Colombo,R. Ângela Tereza Ceccon Corleto,Point(-49.196796 -25.347348),5
"Sep 30, 2022",BR,Curitiba,R. Francisco Derosso,Point(-49.272892 -25.496572),8
"Sep 30, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.165164 -25.565786),10
"Sep 30, 2022",BR,Curitiba,Av. Pres. Getúlio Vargas,Point(-49.279294 -25.447782),5
"Sep 30, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,Point(-49.259953 -25.455363),7
"Sep 30, 2022",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.249676 -25.404918),5
"Sep 30, 2022",BR,Curitiba,R. Velcy Bolívar Grandó,Point(-49.207017 -25.490383),5
"Sep 30, 2022",BR,Curitiba,BR-116 Contorno Leste,Point(-49.278122 -25.552347),8
"Sep 30, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,Point(-49.337157 -25.513568),5
"Sep 30, 2022",BR,Curitiba,R. Guilherme Pugsley,Point(-49.289985 -25.468579),6
"Sep 30, 2022",BR,Curitiba,PR-418 Contorno Norte,Point(-49.362617 -25.40373),10
"Sep 30, 2022",BR,Curitiba,R. Antônio Bariquelo,Point(-49.26069 -25.472734),8
"Sep 30, 2022",BR,Curitiba,Av. Linha Verde,Point(-49.285785 -25.508687),10
"Sep 30, 2022",BR,null,BR-376 N Rod. Henrique Herwig,Point(-49.178379 -25.578773),5
