Day,Accident Type,# Accidents
"Sep 1, 2022",ACCIDENT_MINOR,74
"Sep 1, 2022",ACCIDENT_MAJOR,36
"Sep 2, 2022",ACCIDENT_MAJOR,42
"Sep 2, 2022",ACCIDENT_MINOR,96
"Sep 3, 2022",ACCIDENT_MAJOR,42
"Sep 3, 2022",ACCIDENT_MINOR,43
"Sep 4, 2022",ACCIDENT_MAJOR,24
"Sep 4, 2022",ACCIDENT_MINOR,19
"Sep 5, 2022",ACCIDENT_MAJOR,17
"Sep 5, 2022",ACCIDENT_MINOR,56
"Sep 6, 2022",ACCIDENT_MINOR,70
"Sep 6, 2022",ACCIDENT_MAJOR,16
"Sep 7, 2022",ACCIDENT_MINOR,20
"Sep 7, 2022",ACCIDENT_MAJOR,23
"Sep 8, 2022",ACCIDENT_MINOR,18
"Sep 8, 2022",ACCIDENT_MAJOR,13
"Sep 9, 2022",ACCIDENT_MAJOR,23
"Sep 9, 2022",ACCIDENT_MINOR,54
"Sep 10, 2022",ACCIDENT_MAJOR,28
"Sep 10, 2022",ACCIDENT_MINOR,18
"Sep 11, 2022",ACCIDENT_MINOR,20
"Sep 11, 2022",ACCIDENT_MAJOR,21
"Sep 12, 2022",ACCIDENT_MINOR,87
"Sep 12, 2022",ACCIDENT_MAJOR,38
"Sep 13, 2022",ACCIDENT_MINOR,80
"Sep 13, 2022",ACCIDENT_MAJOR,41
"Sep 14, 2022",ACCIDENT_MINOR,74
"Sep 14, 2022",ACCIDENT_MAJOR,34
"Sep 15, 2022",ACCIDENT_MAJOR,35
"Sep 15, 2022",ACCIDENT_MINOR,93
"Sep 16, 2022",ACCIDENT_MINOR,74
"Sep 16, 2022",ACCIDENT_MAJOR,33
"Sep 17, 2022",ACCIDENT_MINOR,37
"Sep 17, 2022",ACCIDENT_MAJOR,30
"Sep 18, 2022",ACCIDENT_MAJOR,20
"Sep 18, 2022",ACCIDENT_MINOR,21
"Sep 19, 2022",ACCIDENT_MINOR,90
"Sep 19, 2022",ACCIDENT_MAJOR,40
"Sep 20, 2022",ACCIDENT_MAJOR,34
"Sep 20, 2022",ACCIDENT_MINOR,87
"Sep 21, 2022",ACCIDENT_MINOR,106
"Sep 21, 2022",ACCIDENT_MAJOR,33
"Sep 22, 2022",ACCIDENT_MAJOR,45
"Sep 22, 2022",ACCIDENT_MINOR,80
"Sep 23, 2022",ACCIDENT_MAJOR,62
"Sep 23, 2022",ACCIDENT_MINOR,95
"Sep 24, 2022",ACCIDENT_MINOR,53
"Sep 24, 2022",ACCIDENT_MAJOR,32
"Sep 25, 2022",ACCIDENT_MAJOR,29
"Sep 25, 2022",ACCIDENT_MINOR,69
"Sep 26, 2022",ACCIDENT_MAJOR,31
"Sep 26, 2022",ACCIDENT_MINOR,130
"Sep 27, 2022",ACCIDENT_MAJOR,37
"Sep 27, 2022",ACCIDENT_MINOR,93
"Sep 28, 2022",ACCIDENT_MAJOR,22
"Sep 28, 2022",ACCIDENT_MINOR,76
"Sep 29, 2022",ACCIDENT_MAJOR,27
"Sep 29, 2022",ACCIDENT_MINOR,85
"Sep 30, 2022",ACCIDENT_MAJOR,34
"Sep 30, 2022",ACCIDENT_MINOR,115
