Day,Road Type,# Accidents
"Apr 1, 2023",6,25
"Apr 1, 2023",1,11
"Apr 1, 2023",7,2
"Apr 1, 2023",20,1
"Apr 1, 2023",2,50
"Apr 2, 2023",1,4
"Apr 2, 2023",7,1
"Apr 2, 2023",6,12
"Apr 2, 2023",20,1
"Apr 2, 2023",2,22
"Apr 3, 2023",1,17
"Apr 3, 2023",2,85
"Apr 3, 2023",6,37
"Apr 3, 2023",4,2
"Apr 3, 2023",20,3
"Apr 3, 2023",7,9
"Apr 4, 2023",2,86
"Apr 4, 2023",7,10
"Apr 4, 2023",1,12
"Apr 4, 2023",6,53
"Apr 5, 2023",4,2
"Apr 5, 2023",1,14
"Apr 5, 2023",20,1
"Apr 5, 2023",6,48
"Apr 5, 2023",2,84
"Apr 5, 2023",7,5
"Apr 6, 2023",2,99
"Apr 6, 2023",4,1
"Apr 6, 2023",6,70
"Apr 6, 2023",7,1
"Apr 6, 2023",1,18
"Apr 7, 2023",4,1
"Apr 7, 2023",2,30
"Apr 7, 2023",1,5
"Apr 7, 2023",6,11
"Apr 7, 2023",7,3
"Apr 8, 2023",1,7
"Apr 8, 2023",2,41
"Apr 8, 2023",7,2
"Apr 8, 2023",6,15
"Apr 9, 2023",2,29
"Apr 9, 2023",1,4
"Apr 9, 2023",4,1
"Apr 9, 2023",6,24
"Apr 9, 2023",7,4
"Apr 10, 2023",1,7
"Apr 10, 2023",6,32
"Apr 10, 2023",2,61
"Apr 10, 2023",17,1
"Apr 10, 2023",7,6
"Apr 11, 2023",7,1
"Apr 11, 2023",6,32
"Apr 11, 2023",20,1
"Apr 11, 2023",2,69
"Apr 11, 2023",1,14
"Apr 12, 2023",7,4
"Apr 12, 2023",17,1
"Apr 12, 2023",6,32
"Apr 12, 2023",2,92
"Apr 12, 2023",1,9
"Apr 13, 2023",7,7
"Apr 13, 2023",6,36
"Apr 13, 2023",4,2
"Apr 13, 2023",2,68
"Apr 13, 2023",1,8
"Apr 14, 2023",7,13
"Apr 14, 2023",1,24
"Apr 14, 2023",6,66
"Apr 14, 2023",2,132
"Apr 14, 2023",4,1
"Apr 15, 2023",1,6
"Apr 15, 2023",2,76
"Apr 15, 2023",7,3
"Apr 15, 2023",20,1
"Apr 15, 2023",6,31
"Apr 16, 2023",2,35
"Apr 16, 2023",7,1
"Apr 16, 2023",6,19
"Apr 16, 2023",1,3
"Apr 16, 2023",4,2
"Apr 17, 2023",7,10
"Apr 17, 2023",2,85
"Apr 17, 2023",6,42
"Apr 17, 2023",1,13
"Apr 18, 2023",20,2
"Apr 18, 2023",1,21
"Apr 18, 2023",2,97
"Apr 18, 2023",17,2
"Apr 18, 2023",4,2
"Apr 18, 2023",7,5
"Apr 18, 2023",6,42
"Apr 19, 2023",6,36
"Apr 19, 2023",4,1
"Apr 19, 2023",1,15
"Apr 19, 2023",2,84
"Apr 19, 2023",7,3
"Apr 20, 2023",1,17
"Apr 20, 2023",7,13
"Apr 20, 2023",4,2
"Apr 20, 2023",6,43
"Apr 20, 2023",20,1
"Apr 20, 2023",2,74
"Apr 21, 2023",4,2
"Apr 21, 2023",2,22
"Apr 21, 2023",6,17
"Apr 21, 2023",1,4
"Apr 21, 2023",17,1
"Apr 22, 2023",6,8
"Apr 22, 2023",1,3
"Apr 22, 2023",2,46
"Apr 22, 2023",20,3
"Apr 22, 2023",7,2
"Apr 23, 2023",2,20
"Apr 23, 2023",6,18
"Apr 23, 2023",1,2
"Apr 24, 2023",7,3
"Apr 24, 2023",1,13
"Apr 24, 2023",17,1
"Apr 24, 2023",6,44
"Apr 24, 2023",2,69
"Apr 24, 2023",4,2
"Apr 25, 2023",7,2
"Apr 25, 2023",1,9
"Apr 25, 2023",6,30
"Apr 25, 2023",2,65
"Apr 26, 2023",7,10
"Apr 26, 2023",20,1
"Apr 26, 2023",4,2
"Apr 26, 2023",2,91
"Apr 26, 2023",6,32
"Apr 26, 2023",1,8
"Apr 27, 2023",2,76
"Apr 27, 2023",4,1
"Apr 27, 2023",17,1
"Apr 27, 2023",7,3
"Apr 27, 2023",1,12
"Apr 27, 2023",6,23
"Apr 27, 2023",20,1
"Apr 28, 2023",6,40
"Apr 28, 2023",7,9
"Apr 28, 2023",2,77
"Apr 28, 2023",17,1
"Apr 28, 2023",20,1
"Apr 28, 2023",4,2
"Apr 28, 2023",1,17
"Apr 29, 2023",1,9
"Apr 29, 2023",4,1
"Apr 29, 2023",6,20
"Apr 29, 2023",20,1
"Apr 29, 2023",2,59
"Apr 29, 2023",7,1
"Apr 30, 2023",1,7
"Apr 30, 2023",2,28
"Apr 30, 2023",20,3
"Apr 30, 2023",6,15
