Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Apr 30, 2023",BR,Curitiba,Av. João Gualberto,null,617,1737,12
"Apr 30, 2023",BR,Curitiba,R. João Gava,null,1278.7727272727273,511.25,2972
"Apr 30, 2023",BR,São José dos Pinhais,BR-116 S Contorno Leste,null,2801.0555555555557,761.5555555555555,4868
"Apr 30, 2023",BR,Curitiba,V. Exclusiva de Ônibus,null,2320.1666666666665,393.5,70
"Apr 30, 2023",BR,São José dos Pinhais,R. Dr. Murici,null,1197.7058823529412,429.29411764705884,77
"Apr 30, 2023",BR,Curitiba,Av. Manoel Ribas,null,1084.2058823529412,702.8921568627451,19940
"Apr 30, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,null,2510.1111111111113,1659.5111111111112,10528
"Apr 30, 2023",BR,Curitiba,Av. Mal. Floriano Peixoto,null,884.5555555555555,428.6666666666667,32
"Apr 30, 2023",BR,Curitiba,R. Gen. Carneiro,null,702,1180,56
"Apr 30, 2023",BR,Curitiba,R. Sônia Maria,null,510,921,8
"Apr 30, 2023",BR,Curitiba,R. Nilo Peçanha,null,952.939024390244,228.640243902439,21088
"Apr 30, 2023",BR,São José dos Pinhais,R. Júlio César Setenareski,null,1608.3529411764705,557,1060
"Apr 30, 2023",BR,Curitiba,Av. Cândido Hartmann,null,953.4444444444445,341.77777777777777,2588
"Apr 30, 2023",BR,Curitiba,R. Mário Gomes Cézar,null,642,548.8,74
"Apr 30, 2023",BR,Curitiba,R. Anne Frank,null,625,1068,88
"Apr 30, 2023",BR,Curitiba,Marg. Av. Linha Verde,null,524,741,10
"Apr 30, 2023",BR,Curitiba,BR-116 N Contorno Leste,null,1477,348.3333333333333,1374
"Apr 30, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,null,3062.28125,1949.5,15026
"Apr 30, 2023",BR,Colombo,R. Pedro do Rosário,null,788,1173.5,24
"Apr 30, 2023",BR,Curitiba,R. Itajubá,null,517,417.3333333333333,236
"Apr 30, 2023",BR,Curitiba,R. Constantino José de Almeida,null,527,1130,4
"Apr 30, 2023",BR,Curitiba,Al. D. Pedro II,null,595.5,584,106
"Apr 30, 2023",BR,Curitiba,R. João Chede,null,1016,572,6
"Apr 30, 2023",BR,Curitiba,,null,1903.5833333333333,749.5833333333334,268
"Apr 30, 2023",BR,São José dos Pinhais,R. Benjamim Claudino Barbosa,null,824.5,143.5,4
"Apr 30, 2023",BR,Pinhais,R. Euclides da Cunha,null,627,710,4
"Apr 30, 2023",BR,Curitiba,BR-116 S Contorno Leste,null,3821.1111111111113,500.55555555555554,2230
"Apr 30, 2023",BR,Curitiba,R. Pe. Ladislau Kula,null,886.8780487804878,555.1219512195122,9762
"Apr 29, 2023",BR,Curitiba,R. Camões,null,743,1055,24
"Apr 29, 2023",BR,Curitiba,R. Mateus Leme,null,1091.1785714285713,721.1666666666666,19340
"Apr 29, 2023",BR,Curitiba,R. Nilo Peçanha,null,1090.433962264151,409.22641509433964,16772
"Apr 29, 2023",BR,Curitiba,Av. Agostinho Leão Jr.,null,642.7333333333333,544.9666666666667,5588
"Apr 29, 2023",BR,Curitiba,R. Almirante Tamandaré,null,1221.9333333333334,523.9333333333333,6900
"Apr 29, 2023",BR,Curitiba,R. Lerina Maciel Ribas,null,667,420,6
"Apr 29, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,null,5010.571428571428,2111.9285714285716,1524
"Apr 29, 2023",BR,Curitiba,R. Fernandes de Barros,null,562,1275,56
"Apr 29, 2023",BR,Curitiba,R. Amauri Lange Silvério,null,914.6666666666666,329.22222222222223,2814
"Apr 29, 2023",BR,Curitiba,BR-277 N Rod. do Café Gov. Ney Braga,null,3901.181818181818,492.5,3655
"Apr 29, 2023",BR,Curitiba,R. Maj. Vicente de Castro,null,993,1023.625,32
"Apr 29, 2023",BR,Curitiba,Av. República Argentina,null,677.1111111111111,531.3333333333334,302
"Apr 29, 2023",BR,Curitiba,R. Natal,null,533,435,12
"Apr 29, 2023",BR,Curitiba,Av. Paraná,null,1260.142857142857,2026.7142857142858,130
"Apr 29, 2023",BR,Campo Largo,BR-277 N Rod. do Café Gov. Ney Braga,null,4812.833333333333,684,2450
"Apr 29, 2023",BR,Curitiba,Av. Winston Churchill,null,693.5,652,46
"Apr 29, 2023",BR,Curitiba,R. Gen. Carneiro,null,613.24,777.64,3360
"Apr 29, 2023",BR,Curitiba,R. Ubaldino do Amaral,null,1509.3846153846155,521.5384615384615,8698
"Apr 29, 2023",BR,Curitiba,V. Exclusiva Ônibus,null,1035.9333333333334,653.9333333333333,486
"Apr 29, 2023",BR,Pinhais,R. Paranavaí,null,1018,721,8
"Apr 29, 2023",BR,Curitiba,R. Sônia Maria,null,638,801,252
"Apr 29, 2023",BR,Curitiba,Vd. Colorado,null,935.0769230769231,731.8269230769231,2500
"Apr 29, 2023",BR,Curitiba,R. Paulo Gorski,null,720.1666666666666,663.25,1238
"Apr 29, 2023",BR,Curitiba,Vd. Colorado,ACCIDENT,922,691.5416666666666,1968
"Apr 29, 2023",BR,Curitiba,R. Prof. Dário Veloso,null,670,945,9
"Apr 29, 2023",BR,Curitiba,R. Santo Antônio,null,500,889.3333333333334,24
"Apr 29, 2023",BR,Curitiba,R. Prof. Benedito Conceição,null,946,1066,16
"Apr 29, 2023",BR,Curitiba,R. Prof. Guido Straube,null,657,862,8
