Date,Country,City,Street,Location,Avg Reliability
"Apr 30, 2023",BR,Colombo,BR-116 S Rod. Régis Bittencourt,Point(-49.180419 -25.387846),5
"Apr 30, 2023",BR,Curitiba,R. Pastor Antônio Polito,Point(-49.241374 -25.530215),5
"Apr 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.277312 -25.498286),5
"Apr 30, 2023",null,null,null,Point(-49.193989 -25.533691),5
"Apr 30, 2023",BR,Curitiba,R. Pe. Agostinho,Point(-49.303714 -25.433302),5
"Apr 30, 2023",BR,Curitiba,R. Gen. Mário Tourinho,Point(-49.312164 -25.432833),5
"Apr 30, 2023",BR,Curitiba,R. Canadá,Point(-49.240187 -25.39461),5
"Apr 30, 2023",BR,São José dos Pinhais,Av. das Torres,Point(-49.204556 -25.507436),5
"Apr 30, 2023",BR,Curitiba,R. Pe. Agostinho,Point(-49.306097 -25.434258),5
"Apr 30, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.238256 -25.459661),6
"Apr 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.257305 -25.472729),6
"Apr 30, 2023",BR,Curitiba,Av. Água Verde,Point(-49.283072 -25.453455),10
"Apr 30, 2023",BR,Curitiba,Av. Pres. Wenceslau Braz,Point(-49.260866 -25.471834),5
"Apr 30, 2023",BR,Curitiba,null,Point(-49.361681 -25.452365),10
"Apr 30, 2023",BR,Curitiba,Av. Prefeito Lothario Meissner,Point(-49.235867 -25.443767),5
"Apr 30, 2023",BR,Curitiba,R. Gastão Câmara,Point(-49.303748 -25.433383),5
"Apr 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.25335 -25.468838),10
"Apr 30, 2023",BR,Curitiba,R. Wilson de França,Point(-49.289388 -25.477129),5
"Apr 30, 2023",BR,Colombo,BR-476 Est. da Ribeira,Point(-49.180361 -25.354513),5
"Apr 30, 2023",BR,Curitiba,R. Pe. Agostinho,Point(-49.303805 -25.433338),5
"Apr 30, 2023",null,null,null,Point(-49.191951 -25.538925),5
"Apr 30, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.222358 -25.457548),5
"Apr 30, 2023",BR,Curitiba,R. Jacarezinho,Point(-49.290445 -25.41715),5
"Apr 30, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.233378 -25.443866),10
"Apr 30, 2023",BR,Curitiba,null,Point(-49.320545 -25.476225),5
"Apr 30, 2023",BR,Curitiba,R. Januário Alves de Souza,Point(-49.231897 -25.518371),6
"Apr 30, 2023",BR,São José dos Pinhais,Av. das Torres,Point(-49.203837 -25.508876),5
"Apr 30, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.234202 -25.443656),5
"Apr 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.253335 -25.468814),5
"Apr 30, 2023",BR,Curitiba,Av. Mal. Floriano Peixoto,Point(-49.269407 -25.43616),5
"Apr 30, 2023",BR,São José dos Pinhais,Av. das Torres,Point(-49.196924 -25.526649),5
"Apr 30, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.219515 -25.485658),8
"Apr 30, 2023",BR,Curitiba,null,Point(-49.361621 -25.452074),5
"Apr 30, 2023",BR,Curitiba,R. Wilson Dacheux Pereira,Point(-49.240318 -25.527645),6
"Apr 30, 2023",BR,Curitiba,Vd. Colorado,Point(-49.254141 -25.441165),5
"Apr 30, 2023",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,Point(-49.193926 -25.533741),10
"Apr 30, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.204955 -25.506734),5
"Apr 30, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.226247 -25.476437),5
"Apr 30, 2023",BR,Curitiba,Av. Pres. Affonso Camargo,Point(-49.250308 -25.435499),5
"Apr 30, 2023",BR,Curitiba,R. Mateus Leme,Point(-49.271261 -25.395295),8
"Apr 30, 2023",BR,Curitiba,Av. Pres. Getúlio Vargas,Point(-49.261499 -25.440974),6
"Apr 30, 2023",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,Point(-49.321199 -25.430325),5
"Apr 30, 2023",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,Point(-49.29734 -25.511748),10
"Apr 30, 2023",BR,Piraquara,BR-116 Contorno Leste,Point(-49.100301 -25.478836),5
"Apr 30, 2023",BR,Pinhais,R. Rio Cubatão,Point(-49.1797 -25.464715),5
"Apr 30, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.234647 -25.443681),10
"Apr 30, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.230167 -25.432079),8
"Apr 30, 2023",BR,Curitiba,Av. Dr. Dário Lopes dos Santos,Point(-49.243007 -25.438216),8
"Apr 30, 2023",null,null,null,Point(-49.304167 -25.51088),5
"Apr 30, 2023",BR,Curitiba,R. Mateus Leme,Point(-49.271272 -25.395228),6
"Apr 30, 2023",BR,Curitiba,R. Pastor Antônio Polito,Point(-49.240729 -25.528892),6
"Apr 30, 2023",BR,Curitiba,null,Point(-49.337517 -25.5245),5
"Apr 30, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.149547 -25.537815),5
"Apr 29, 2023",BR,Curitiba,R. Waldemar Kost,Point(-49.246949 -25.482983),5
"Apr 29, 2023",BR,Curitiba,Av. Prefeito Omar Sabbag,Point(-49.251215 -25.438172),5
"Apr 29, 2023",BR,Curitiba,null,Point(-49.309164 -25.542808),7
"Apr 29, 2023",BR,Curitiba,R. João Marchesini,Point(-49.245599 -25.451185),6
"Apr 29, 2023",BR,Curitiba,Av. Pres. Kennedy,Point(-49.270512 -25.458252),7
"Apr 29, 2023",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,Point(-49.316277 -25.431139),5
"Apr 29, 2023",BR,Curitiba,Est. Guilherme Weigert,Point(-49.228129 -25.363812),5
"Apr 29, 2023",BR,Curitiba,R. Eduardo Sprada,Point(-49.358253 -25.451421),5
"Apr 29, 2023",BR,Curitiba,R. Barão do Serro Azul,Point(-49.270232 -25.424778),5
"Apr 29, 2023",BR,Curitiba,Av. Prefeito Lothario Meissner,Point(-49.236926 -25.443994),5
"Apr 29, 2023",BR,Curitiba,R. Francisco Parolin,Point(-49.258207 -25.462561),5
"Apr 29, 2023",BR,Curitiba,Est. do Ganchinho,Point(-49.29044 -25.546783),10
"Apr 29, 2023",BR,Curitiba,R. João Marchesini,Point(-49.245695 -25.452092),10
"Apr 29, 2023",BR,Curitiba,R. Rodolfo Bernardelli,Point(-49.223705 -25.487227),10
"Apr 29, 2023",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,Point(-49.315565 -25.431429),5
"Apr 29, 2023",BR,Curitiba,R. Eduardo Sprada,Point(-49.357039 -25.451175),5
