Day,Type,# Alerts
"Apr 1, 2023",ACCIDENT,133
"Apr 1, 2023",ROAD_CLOSED,3
"Apr 1, 2023",JAM,1096
"Apr 1, 2023",WEATHERHAZARD,728
"Apr 2, 2023",JAM,550
"Apr 2, 2023",ROAD_CLOSED,5
"Apr 2, 2023",WEATHERHAZARD,393
"Apr 2, 2023",ACCIDENT,52
"Apr 3, 2023",ACCIDENT,212
"Apr 3, 2023",WEATHERHAZARD,1078
"Apr 3, 2023",JAM,3197
"Apr 4, 2023",ACCIDENT,225
"Apr 4, 2023",JAM,4429
"Apr 4, 2023",WEATHERHAZARD,1235
"Apr 5, 2023",JAM,4833
"Apr 5, 2023",WEATHERHAZARD,1213
"Apr 5, 2023",ACCIDENT,207
"Apr 6, 2023",WEATHERHAZARD,1190
"Apr 6, 2023",ROAD_CLOSED,2
"Apr 6, 2023",ACCIDENT,254
"Apr 6, 2023",JAM,4734
"Apr 7, 2023",JAM,202
"Apr 7, 2023",WEATHERHAZARD,349
"Apr 7, 2023",ACCIDENT,69
"Apr 7, 2023",ROAD_CLOSED,4
"Apr 8, 2023",WEATHERHAZARD,364
"Apr 8, 2023",ACCIDENT,88
"Apr 8, 2023",JAM,342
"Apr 9, 2023",ROAD_CLOSED,6
"Apr 9, 2023",WEATHERHAZARD,330
"Apr 9, 2023",JAM,400
"Apr 9, 2023",ACCIDENT,85
"Apr 10, 2023",JAM,2762
"Apr 10, 2023",ACCIDENT,142
"Apr 10, 2023",WEATHERHAZARD,997
"Apr 11, 2023",JAM,3199
"Apr 11, 2023",ACCIDENT,155
"Apr 11, 2023",WEATHERHAZARD,1134
"Apr 11, 2023",ROAD_CLOSED,3
"Apr 12, 2023",WEATHERHAZARD,1305
"Apr 12, 2023",ROAD_CLOSED,26
"Apr 12, 2023",ACCIDENT,184
"Apr 12, 2023",JAM,4175
"Apr 13, 2023",ROAD_CLOSED,5
"Apr 13, 2023",JAM,3288
"Apr 13, 2023",ACCIDENT,164
"Apr 13, 2023",WEATHERHAZARD,1102
"Apr 14, 2023",ACCIDENT,308
"Apr 14, 2023",WEATHERHAZARD,1219
"Apr 14, 2023",JAM,4872
"Apr 15, 2023",ACCIDENT,163
"Apr 15, 2023",ROAD_CLOSED,9
"Apr 15, 2023",JAM,942
"Apr 15, 2023",WEATHERHAZARD,628
"Apr 16, 2023",JAM,296
"Apr 16, 2023",WEATHERHAZARD,383
"Apr 16, 2023",ACCIDENT,87
"Apr 17, 2023",JAM,2979
"Apr 17, 2023",WEATHERHAZARD,1142
"Apr 17, 2023",ACCIDENT,187
"Apr 17, 2023",ROAD_CLOSED,6
"Apr 18, 2023",ACCIDENT,224
"Apr 18, 2023",ROAD_CLOSED,9
"Apr 18, 2023",WEATHERHAZARD,1134
"Apr 18, 2023",JAM,3703
"Apr 19, 2023",JAM,3629
"Apr 19, 2023",WEATHERHAZARD,1339
"Apr 19, 2023",ACCIDENT,189
"Apr 19, 2023",ROAD_CLOSED,8
"Apr 20, 2023",WEATHERHAZARD,1239
"Apr 20, 2023",ACCIDENT,201
"Apr 20, 2023",ROAD_CLOSED,6
"Apr 20, 2023",JAM,3854
"Apr 21, 2023",WEATHERHAZARD,486
"Apr 21, 2023",JAM,254
"Apr 21, 2023",ACCIDENT,74
"Apr 22, 2023",JAM,443
"Apr 22, 2023",ACCIDENT,86
"Apr 22, 2023",WEATHERHAZARD,480
"Apr 23, 2023",ACCIDENT,67
"Apr 23, 2023",WEATHERHAZARD,341
"Apr 23, 2023",JAM,490
"Apr 23, 2023",ROAD_CLOSED,5
"Apr 24, 2023",WEATHERHAZARD,1107
"Apr 24, 2023",ACCIDENT,188
"Apr 24, 2023",JAM,2968
"Apr 25, 2023",WEATHERHAZARD,1126
"Apr 25, 2023",ACCIDENT,135
"Apr 25, 2023",ROAD_CLOSED,11
"Apr 25, 2023",JAM,3210
"Apr 26, 2023",WEATHERHAZARD,1209
"Apr 26, 2023",ROAD_CLOSED,4
"Apr 26, 2023",ACCIDENT,194
"Apr 26, 2023",JAM,3539
"Apr 27, 2023",ROAD_CLOSED,4
"Apr 27, 2023",JAM,3437
"Apr 27, 2023",ACCIDENT,148
"Apr 27, 2023",WEATHERHAZARD,1257
"Apr 28, 2023",ACCIDENT,208
"Apr 28, 2023",JAM,3821
"Apr 28, 2023",WEATHERHAZARD,1334
"Apr 29, 2023",ROAD_CLOSED,73
"Apr 29, 2023",ACCIDENT,131
"Apr 29, 2023",JAM,861
"Apr 29, 2023",WEATHERHAZARD,612
"Apr 30, 2023",ACCIDENT,70
"Apr 30, 2023",JAM,378
"Apr 30, 2023",WEATHERHAZARD,378
