Date,Country,City,Street,Location,Avg Reliability
"Feb 28, 2023",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.252031 -25.407469),10
"Feb 28, 2023",BR,São José dos Pinhais,Av. das Américas,Point(-49.219933 -25.527951),10
"Feb 28, 2023",BR,Curitiba,R. Atílio Bório,Point(-49.252628 -25.427622),5
"Feb 28, 2023",BR,null,PR-418 Contorno Norte,Point(-49.227691 -25.343365),6
"Feb 28, 2023",BR,Curitiba,R. Cel. Airton Plaisant,Point(-49.299854 -25.470697),10
"Feb 28, 2023",BR,Curitiba,R. Chile,Point(-49.257513 -25.447459),10
"Feb 28, 2023",BR,Curitiba,R. Cel. Airton Plaisant,Point(-49.300148 -25.470018),9
"Feb 28, 2023",BR,Curitiba,R. Nilo Cairo,Point(-49.258277 -25.430493),5
"Feb 28, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.327817 -25.528265),10
"Feb 28, 2023",BR,Curitiba,Av. da Integração,Point(-49.208062 -25.406994),5
"Feb 28, 2023",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,Point(-49.219424 -25.379972),5
"Feb 28, 2023",BR,Curitiba,Av. Pres. Affonso Camargo,Point(-49.253034 -25.435691),6
"Feb 28, 2023",BR,Curitiba,R. Prof. Lício de Lima,Point(-49.277358 -25.489533),5
"Feb 28, 2023",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.25204 -25.407478),6
"Feb 28, 2023",BR,Curitiba,R. Alagoas,Point(-49.27664 -25.471492),8
"Feb 28, 2023",BR,Curitiba,R. Ubaldino do Amaral,Point(-49.259446 -25.425592),10
"Feb 28, 2023",BR,Curitiba,R. Anne Frank,Point(-49.241616 -25.490458),8
"Feb 28, 2023",BR,Curitiba,Av. Pres. Affonso Camargo,Point(-49.25127 -25.435684),5
"Feb 28, 2023",BR,Curitiba,null,Point(-49.208477 -25.389872),5
"Feb 28, 2023",BR,Curitiba,Vd. do Capanema,Point(-49.254472 -25.435364),5
"Feb 28, 2023",BR,Curitiba,R. Chile,Point(-49.256085 -25.446882),7
"Feb 28, 2023",BR,null,PR-418 Contorno Norte,Point(-49.229506 -25.344134),10
"Feb 28, 2023",BR,Curitiba,R. Maj. Heitor Guimarães,Point(-49.308968 -25.44053),5
"Feb 28, 2023",BR,Colombo,R. Bahia,Point(-49.200576 -25.375467),5
"Feb 28, 2023",BR,Curitiba,R. Angelina Legat Pasini,Point(-49.233211 -25.521481),5
"Feb 28, 2023",BR,Curitiba,Al. Nossa Senhora do Sagrado Coração,Point(-49.292096 -25.52801),5
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.274205 -25.494135),6
"Feb 28, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.249464 -25.444289),9
"Feb 28, 2023",BR,Curitiba,null,Point(-49.241668 -25.452478),9
"Feb 28, 2023",null,null,null,Point(-49.239583 -25.452263),5
"Feb 28, 2023",BR,Curitiba,R. José Fernandes Maldonado,Point(-49.219075 -25.409652),7
"Feb 28, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.170939 -25.566989),10
"Feb 28, 2023",BR,Curitiba,R. Alfredo Bufren,Point(-49.266433 -25.428207),10
"Feb 28, 2023",BR,Almirante Tamandaré,PR-092 Rod. dos Minérios,Point(-49.283529 -25.341917),5
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.264141 -25.48172),10
"Feb 28, 2023",BR,Curitiba,Av. Iguaçu - Pista Dir.,Point(-49.275002 -25.444295),5
"Feb 28, 2023",BR,Curitiba,R. Theodoro Schneider,Point(-49.308091 -25.478286),5
"Feb 28, 2023",BR,Curitiba,R. Mateus Leme,Point(-49.27102 -25.381498),10
"Feb 28, 2023",BR,Curitiba,Al. Nossa Senhora do Sagrado Coração,Point(-49.2913 -25.527365),5
"Feb 28, 2023",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.251852 -25.40728),10
"Feb 28, 2023",BR,Curitiba,R. Campos Sales,Point(-49.259638 -25.412855),10
"Feb 28, 2023",BR,Curitiba,R. Carl Jung,Point(-49.255231 -25.372102),5
"Feb 28, 2023",BR,Curitiba,R. Luiz França,Point(-49.214537 -25.463241),6
"Feb 28, 2023",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.251763 -25.407186),10
"Feb 28, 2023",BR,Curitiba,R. Omar Raymundo Picheth,Point(-49.281928 -25.506971),10
"Feb 28, 2023",BR,Curitiba,PR-418 Contorno Norte,Point(-49.36102 -25.398089),8
"Feb 28, 2023",BR,Curitiba,R. Maranhão,Point(-49.28761 -25.472144),5
"Feb 28, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.334678 -25.519777),5
"Feb 28, 2023",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.252235 -25.407685),6
"Feb 28, 2023",BR,Colombo,BR-476 Est. da Ribeira,Point(-49.180974 -25.357187),9
"Feb 28, 2023",BR,null,PR-418 Contorno Norte,Point(-49.228716 -25.343958),6
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.2839 -25.505626),8
"Feb 28, 2023",BR,Curitiba,R. Theodoro Schneider,Point(-49.308097 -25.477983),7
"Feb 28, 2023",BR,Curitiba,R. Paraíba,Point(-49.289245 -25.475209),8
"Feb 28, 2023",BR,Curitiba,R. Amintas de Barros,Point(-49.265818 -25.427963),6
"Feb 28, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.145366 -25.532442),8
"Feb 28, 2023",BR,São José dos Pinhais,R. Bernardo Dombrowski,Point(-49.176314 -25.505748),5
"Feb 28, 2023",BR,Curitiba,R. Baltazar Carrasco dos Reis,Point(-49.26974 -25.450313),5
"Feb 28, 2023",BR,Curitiba,Av. Munhoz da Rocha,Point(-49.254628 -25.411714),6
"Feb 28, 2023",BR,Curitiba,R. Guilherme Pugsley,Point(-49.284559 -25.451921),5
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.302117 -25.539995),10
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.266029 -25.483723),10
"Feb 28, 2023",BR,Almirante Tamandaré,PR-092 Rod. dos Minérios,Point(-49.281635 -25.350677),8
"Feb 28, 2023",BR,Curitiba,null,Point(-49.232548 -25.442141),10
"Feb 28, 2023",BR,Pinhais,R. Graça Aranha,Point(-49.179873 -25.448435),5
"Feb 28, 2023",BR,Curitiba,R. Prof. Nivaldo Braga,Point(-49.215872 -25.43108),5
"Feb 28, 2023",BR,null,PR-418 Contorno Norte,Point(-49.248872 -25.335604),8
"Feb 28, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.131204 -25.510024),10
"Feb 28, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.222267 -25.457661),10
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.241171 -25.452344),10
"Feb 28, 2023",BR,Curitiba,R. Martins Fontes,Point(-49.323568 -25.483089),5
"Feb 28, 2023",BR,Curitiba,R. Maj. Vicente de Castro,Point(-49.26628 -25.479899),5
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.302185 -25.540275),6
"Feb 28, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.177646 -25.489304),6
"Feb 28, 2023",BR,Curitiba,R. Brigadeiro Arthur Carlos Peralta,Point(-49.240781 -25.392279),5
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.272273 -25.492161),6
"Feb 28, 2023",BR,Curitiba,R. Delegado Leopoldo Belczak,Point(-49.221645 -25.437533),6
"Feb 28, 2023",BR,Curitiba,R. Dep. Joaquim José Pedrosa,Point(-49.254133 -25.409796),6
"Feb 28, 2023",BR,Curitiba,R. Mons. Ivo Zanlorenzi,Point(-49.318019 -25.440245),5
"Feb 28, 2023",BR,Curitiba,R. Cel. Airton Plaisant,Point(-49.299652 -25.471201),10
