Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Mar 1, 2023",BR,São José dos Pinhais,BR-376 S Rod. Henrique Herwig,null,1961,72,194
"Mar 1, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,null,3611.3333333333335,268.6666666666667,422
"Feb 28, 2023",BR,Curitiba,R. Hermes Fontes,null,506,515,10
"Feb 28, 2023",BR,Campo Largo,BR-277 S Rod. do Café Gov. Ney Braga,null,2849.8,706.2,1486
"Feb 28, 2023",BR,Curitiba,R. Dr. Bley Zornig,null,726,375.1363636363636,395
"Feb 28, 2023",BR,Curitiba,R. Raul Pompéia,null,570,570,64
"Feb 28, 2023",BR,Curitiba,R. Omar Raymundo Picheth,null,639.15,639.25,2523
"Feb 28, 2023",BR,Curitiba,R. Carlos Dietzsch,null,551.2857142857143,457.85714285714283,388
"Feb 28, 2023",BR,Curitiba,Av. Sete de Setembro,null,1046.3333333333333,585,1844
"Feb 28, 2023",BR,Curitiba,R. Prof. Dário Garcia,null,733.1818181818181,289.1818181818182,1006
"Feb 28, 2023",BR,Curitiba,R. João Bettega,null,713.1111111111111,819.7222222222222,1863
"Feb 28, 2023",BR,Curitiba,R. Hugo Kinzelmann,null,505,543.6,1136
"Feb 28, 2023",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,null,4715.888888888889,850.3174603174604,28428
"Feb 28, 2023",BR,Curitiba,Av. Mal. Floriano Peixoto,null,814.1428571428571,577,3292
"Feb 28, 2023",BR,Campina Grande do Sul,R. Prof. Duilio Calderari,null,1423,486.6666666666667,36
"Feb 28, 2023",BR,Curitiba,R. Marquês do Paraná,null,702,938,18
"Feb 28, 2023",BR,Curitiba,Av. Winston Churchill,null,738,437.2,188
"Feb 28, 2023",BR,Curitiba,R. Natal,null,641,726,8
"Feb 28, 2023",BR,Curitiba,R. Amazonas,null,627,1137.3333333333333,44
"Feb 28, 2023",BR,Curitiba,R. Antônio Simm,null,511,490,12
"Feb 28, 2023",BR,Curitiba,Av. Pres. Kennedy,null,1089.6153846153845,334.0769230769231,5252
"Feb 28, 2023",BR,Curitiba,R. João Reffo,null,533,610.5,52
"Feb 28, 2023",BR,Curitiba,Marg. BR-277,null,574,377.3333333333333,194
"Feb 28, 2023",BR,Curitiba,BR-476 Est. da Ribeira,null,613.1666666666666,442.6666666666667,890
"Feb 28, 2023",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,null,4965.8,1318.7,7357
"Feb 28, 2023",BR,Curitiba,Av. Prefeito Maurício Fruet,null,749,285.3,3632
"Feb 28, 2023",BR,Curitiba,R. Santo Antônio,null,500,651,20
"Feb 28, 2023",BR,Curitiba,R. Mariano Torres - Pista Dir.,null,673.8823529411765,457.02941176470586,5134
"Feb 28, 2023",BR,Curitiba,R. Cel. Wallace Scott Murray,null,578,1417.5,72
"Feb 28, 2023",BR,Curitiba,R. Francisco Derosso,null,888.4615384615385,641.3076923076923,3350
"Feb 28, 2023",BR,Curitiba,R. José Valle,null,630,486.5,152
"Feb 28, 2023",BR,Curitiba,R. Eng. Ostoja Roguski,null,623.3333333333334,557.4166666666666,8204
"Feb 28, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,null,4936.465753424657,819.8767123287671,21596
"Feb 28, 2023",BR,Curitiba,Av. Dr. Dário Lopes dos Santos,null,844.2941176470588,402.70588235294116,4590
"Feb 28, 2023",BR,Almirante Tamandaré,R. Ver. Wadislau Bugalski,null,540,940,8
"Feb 28, 2023",BR,Curitiba,Av. Vicente Machado,null,689.9,360.6,5814
"Feb 28, 2023",BR,Curitiba,Av. Pres. Kennedy,ACCIDENT,1159,307,400
"Feb 28, 2023",BR,Curitiba,R. Alferes Ângelo Sampaio,null,1509.1351351351352,476.27027027027026,22296
"Feb 28, 2023",BR,Curitiba,Marg. BR-116,null,1174.2,443.22857142857146,5124
"Feb 28, 2023",BR,Curitiba,R. Dr. Alexandre Gutierrez,null,629,719.8571428571429,518
"Feb 28, 2023",BR,Curitiba,Av. Senador Salgado Filho,null,734,483,156
"Feb 28, 2023",BR,Curitiba,R. Dep. Nilson Ribas,null,546,652,124
"Feb 28, 2023",BR,Curitiba,R. Ivo Ferro,null,730,514,6
"Feb 28, 2023",BR,Curitiba,R. Ricardo Emílio Michel,ACCIDENT,603,407.5681818181818,841
"Feb 28, 2023",BR,São José dos Pinhais,R. Sílvio Pinto Ribeiro,null,793.5,412.4,634
"Feb 28, 2023",BR,Curitiba,R. Cleto da Silva,null,639,894,16
"Feb 28, 2023",BR,Curitiba,R. Bôrtolo Pelanda,null,739.6666666666666,447.6666666666667,36
"Feb 28, 2023",BR,Curitiba,Av. Ver. Toaldo Túlio,null,896.625,394.4375,1162
"Feb 28, 2023",BR,Curitiba,Av. Comendador Franco,null,1667.804347826087,441.8695652173913,23837
"Feb 28, 2023",BR,Curitiba,R. Arthur Manoel Iwersen,null,667,934.8,22
"Feb 28, 2023",BR,Curitiba,Av. Nossa Senhora Aparecida,null,1245.2,330.6,2846
"Feb 28, 2023",BR,Curitiba,R. Paulo Gorski,null,761.5714285714286,440.64285714285717,1100
"Feb 28, 2023",BR,Curitiba,R. Brigadeiro Franco,null,1768.3846153846155,485.53846153846155,4208
"Feb 28, 2023",BR,Curitiba,R. Sônia Maria,null,510,621.6666666666666,96
"Feb 28, 2023",BR,Curitiba,R. Gen. Carneiro,null,801.75,1160,292
"Feb 28, 2023",BR,Curitiba,R. Alberico Flores Bueno,null,1210.3461538461538,685.8846153846154,4410
"Feb 28, 2023",BR,Curitiba,Av. Linha Verde,null,1689.7380952380952,366.89285714285717,8180
"Feb 28, 2023",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,null,1021.9818181818182,724.2181818181818,8665
"Feb 28, 2023",BR,Curitiba,R. Hipólito da Costa,null,623,370.125,410
"Feb 28, 2023",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,null,1276.8095238095239,320.42857142857144,3258
"Feb 28, 2023",BR,Curitiba,V. Exclusiva de Ônibus,null,891,415.5,54
"Feb 28, 2023",BR,Curitiba,R. Francisco de Paula Guimarães,null,665,757.5,88
"Feb 28, 2023",BR,Curitiba,R. Cezinando Dias Paredes,null,783,359,12
