Day,Accident Type,# Accidents
"Mar 1, 2023",ACCIDENT_MINOR,101
"Mar 1, 2023",ACCIDENT_MAJOR,32
"Mar 2, 2023",ACCIDENT_MAJOR,22
"Mar 2, 2023",ACCIDENT_MINOR,76
"Mar 3, 2023",ACCIDENT_MAJOR,37
"Mar 3, 2023",ACCIDENT_MINOR,87
"Mar 4, 2023",ACCIDENT_MAJOR,36
"Mar 4, 2023",ACCIDENT_MINOR,82
"Mar 5, 2023",ACCIDENT_MINOR,38
"Mar 5, 2023",ACCIDENT_MAJOR,27
"Mar 6, 2023",ACCIDENT_MINOR,94
"Mar 6, 2023",ACCIDENT_MAJOR,23
"Mar 7, 2023",ACCIDENT_MAJOR,14
"Mar 7, 2023",ACCIDENT_MINOR,81
"Mar 8, 2023",ACCIDENT_MINOR,93
"Mar 8, 2023",ACCIDENT_MAJOR,30
"Mar 9, 2023",ACCIDENT_MAJOR,26
"Mar 9, 2023",ACCIDENT_MINOR,151
"Mar 10, 2023",ACCIDENT_MINOR,145
"Mar 10, 2023",ACCIDENT_MAJOR,39
"Mar 11, 2023",ACCIDENT_MAJOR,26
"Mar 11, 2023",ACCIDENT_MINOR,65
"Mar 12, 2023",ACCIDENT_MINOR,48
"Mar 12, 2023",ACCIDENT_MAJOR,25
"Mar 13, 2023",ACCIDENT_MINOR,70
"Mar 13, 2023",ACCIDENT_MAJOR,30
"Mar 14, 2023",ACCIDENT_MAJOR,35
"Mar 14, 2023",ACCIDENT_MINOR,99
"Mar 15, 2023",ACCIDENT_MAJOR,23
"Mar 15, 2023",ACCIDENT_MINOR,82
"Mar 16, 2023",ACCIDENT_MAJOR,16
"Mar 16, 2023",ACCIDENT_MINOR,102
"Mar 17, 2023",ACCIDENT_MINOR,139
"Mar 17, 2023",ACCIDENT_MAJOR,54
"Mar 18, 2023",ACCIDENT_MAJOR,44
"Mar 18, 2023",ACCIDENT_MINOR,60
"Mar 19, 2023",ACCIDENT_MAJOR,24
"Mar 19, 2023",ACCIDENT_MINOR,52
"Mar 20, 2023",ACCIDENT_MAJOR,41
"Mar 20, 2023",ACCIDENT_MINOR,88
"Mar 21, 2023",ACCIDENT_MINOR,93
"Mar 21, 2023",ACCIDENT_MAJOR,34
"Mar 22, 2023",ACCIDENT_MINOR,92
"Mar 22, 2023",ACCIDENT_MAJOR,28
"Mar 23, 2023",ACCIDENT_MAJOR,38
"Mar 23, 2023",ACCIDENT_MINOR,115
"Mar 24, 2023",ACCIDENT_MAJOR,44
"Mar 24, 2023",ACCIDENT_MINOR,118
"Mar 25, 2023",ACCIDENT_MINOR,60
"Mar 25, 2023",ACCIDENT_MAJOR,37
"Mar 26, 2023",ACCIDENT_MINOR,73
"Mar 26, 2023",ACCIDENT_MAJOR,29
"Mar 27, 2023",ACCIDENT_MINOR,59
"Mar 27, 2023",ACCIDENT_MAJOR,26
"Mar 28, 2023",ACCIDENT_MAJOR,26
"Mar 28, 2023",ACCIDENT_MINOR,70
"Mar 29, 2023",ACCIDENT_MINOR,120
"Mar 29, 2023",ACCIDENT_MAJOR,29
"Mar 30, 2023",ACCIDENT_MAJOR,49
"Mar 30, 2023",ACCIDENT_MINOR,85
"Mar 31, 2023",ACCIDENT_MAJOR,46
"Mar 31, 2023",ACCIDENT_MINOR,105
