Date,Country,City,Street,Location,Avg Reliability
"Mar 31, 2023",BR,Curitiba,R. Carlos Klemtz,Point(-49.326453 -25.478387),6
"Mar 31, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.315638 -25.53578),10
"Mar 31, 2023",BR,Curitiba,R. Aristides Teixeira,Point(-49.27057 -25.418428),5
"Mar 31, 2023",BR,Almirante Tamandaré,R. Pe. Tadeu Diedezic,Point(-49.237787 -25.341889),7
"Mar 31, 2023",BR,Curitiba,null,Point(-49.203001 -25.385101),5
"Mar 31, 2023",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.203418 -25.541697),6
"Mar 31, 2023",BR,Curitiba,R. Brigadeiro Franco,Point(-49.283176 -25.431624),10
"Mar 31, 2023",BR,São José dos Pinhais,Av. das Torres,Point(-49.191367 -25.542973),8
"Mar 31, 2023",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,Point(-49.333875 -25.52058),7
"Mar 31, 2023",BR,Curitiba,R. André Ferreira Barbosa,Point(-49.294288 -25.511119),5
"Mar 31, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.347708 -25.484479),10
"Mar 31, 2023",BR,Curitiba,R. Rio Xingú,Point(-49.208983 -25.405773),8
"Mar 31, 2023",BR,Curitiba,R. Engenheiros Rebouças,Point(-49.269921 -25.445861),5
"Mar 31, 2023",BR,Curitiba,BR-116 N Contorno Leste,Point(-49.302505 -25.544562),10
"Mar 31, 2023",BR,Curitiba,Av. Pres. Affonso Camargo,Point(-49.235095 -25.441729),5
"Mar 31, 2023",BR,Curitiba,R. Chile,Point(-49.257876 -25.447606),6
"Mar 31, 2023",BR,Curitiba,R. Dr. Alcides Vieira Arcoverde,Point(-49.239099 -25.459104),7
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.241013 -25.452301),10
"Mar 31, 2023",BR,Curitiba,R. Paulo Setúbal,Point(-49.244589 -25.51262),6
"Mar 31, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.23579 -25.567597),6
"Mar 31, 2023",BR,Curitiba,Av. Prefeito Omar Sabbag,Point(-49.250826 -25.438393),10
"Mar 31, 2023",BR,null,BR-376 N Rod. Henrique Herwig,Point(-49.177586 -25.581097),10
"Mar 31, 2023",BR,São José dos Pinhais,Saída 74,Point(-49.163495 -25.496156),5
"Mar 31, 2023",BR,Curitiba,R. Brigadeiro Franco,Point(-49.283125 -25.431733),5
"Mar 31, 2023",BR,Curitiba,Al. Augusto Stellfeld,Point(-49.282802 -25.431349),10
"Mar 31, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.125168 -25.512729),10
"Mar 31, 2023",BR,Curitiba,R. Álvares de Azevedo,Point(-49.348008 -25.481747),7
"Mar 31, 2023",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,Point(-49.302632 -25.541175),7
"Mar 31, 2023",BR,Colombo,PR-417 Rod. Mauro Bernardo Camargo,Point(-49.221234 -25.348468),10
"Mar 31, 2023",BR,Curitiba,Marg. Av. Linha Verde,Point(-49.292149 -25.517097),10
"Mar 31, 2023",BR,Curitiba,BR-376 Contorno Sul,Point(-49.341608 -25.501787),10
"Mar 31, 2023",BR,Curitiba,Av. da Integração,Point(-49.202858 -25.40496),6
"Mar 31, 2023",BR,null,PR-418 Contorno Norte,Point(-49.237368 -25.341874),5
"Mar 31, 2023",BR,Curitiba,R. Eduardo Carlos Pereira,Point(-49.289563 -25.478144),9
"Mar 31, 2023",BR,Curitiba,Av. Visc. de Guarapuava,Point(-49.246615 -25.428131),9
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.24912 -25.456843),6
"Mar 31, 2023",BR,Curitiba,R. Alfonso Osvaldo Grellmann,Point(-49.295436 -25.536153),5
"Mar 31, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.168153 -25.49352),5
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.290173 -25.51421),10
"Mar 31, 2023",BR,Curitiba,R. Mal. Deodoro,Point(-49.246372 -25.427984),10
"Mar 31, 2023",BR,Curitiba,Al. Augusto Stellfeld,Point(-49.286236 -25.432645),6
"Mar 31, 2023",BR,Curitiba,BR-116 S Contorno Leste,Point(-49.271973 -25.55589),5
"Mar 31, 2023",BR,Curitiba,BR-116 S Contorno Leste,Point(-49.290152 -25.546993),7
"Mar 31, 2023",BR,Curitiba,R. Antônio Olívio Rodrigues,Point(-49.232055 -25.441032),5
"Mar 31, 2023",BR,Curitiba,Av. Pres. Kennedy,Point(-49.291771 -25.477269),8
"Mar 31, 2023",BR,Curitiba,V. Exclusiva de Ônibus,Point(-49.245498 -25.436742),5
"Mar 31, 2023",BR,Curitiba,R. Mal. Deodoro,Point(-49.24598 -25.428017),5
"Mar 31, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.172133 -25.491759),5
"Mar 31, 2023",BR,Curitiba,null,Point(-49.25086 -25.442433),9
"Mar 31, 2023",BR,Curitiba,R. Mariano Torres - Pista Esq.,Point(-49.263903 -25.42775),7
"Mar 31, 2023",BR,Curitiba,R. Hélio Dirceu Woitikiw,Point(-49.292543 -25.522564),7
"Mar 31, 2023",BR,Curitiba,R. Dep. Nilson Ribas,Point(-49.313804 -25.441502),10
"Mar 31, 2023",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,Point(-49.28118 -25.441644),10
"Mar 31, 2023",BR,Curitiba,R. Lysimaco Ferreira da Costa,Point(-49.268744 -25.417493),5
"Mar 31, 2023",BR,Curitiba,R. Pe. Agostinho,Point(-49.290127 -25.427834),5
"Mar 31, 2023",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,Point(-49.18422 -25.561686),5
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.236644 -25.449763),7
"Mar 31, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.220161 -25.484412),6
"Mar 31, 2023",BR,Curitiba,BR-116 S Contorno Leste,Point(-49.277058 -25.55296),10
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.25405 -25.469764),5
"Mar 31, 2023",BR,Curitiba,BR-116 S Contorno Leste,Point(-49.277907 -25.552471),10
"Mar 31, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,Point(-49.175124 -25.490427),10
"Mar 31, 2023",BR,null,BR-116 Contorno Leste,Point(-49.23014 -25.568667),10
"Mar 31, 2023",BR,Curitiba,Av. da Integração,Point(-49.203343 -25.40515),7
"Mar 31, 2023",BR,Curitiba,R. André Ferreira Barbosa,Point(-49.294321 -25.512739),9
"Mar 31, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.23896 -25.459019),5
"Mar 31, 2023",BR,Curitiba,R. Capitão Souza Franco,Point(-49.292272 -25.432206),10
"Mar 31, 2023",BR,Curitiba,R. Joaquim de Oliveira Cruz,Point(-49.275658 -25.526747),6
"Mar 31, 2023",BR,São José dos Pinhais,R. João Zarpelon,Point(-49.167713 -25.562178),8
"Mar 31, 2023",BR,Curitiba,R. Mateus Leme,Point(-49.271198 -25.395893),10
"Mar 31, 2023",BR,Curitiba,R. Lourival Portella Natel,Point(-49.291959 -25.475448),5
"Mar 31, 2023",BR,Curitiba,R. Capitão Souza Franco,Point(-49.291964 -25.432829),10
"Mar 31, 2023",BR,Curitiba,Av. Silva Jardim - Pista Esq.,Point(-49.288204 -25.44746),10
"Mar 31, 2023",BR,Curitiba,R. Dr. João Tobias Pinto Rebelo,Point(-49.295756 -25.476066),6
"Mar 31, 2023",BR,Curitiba,null,Point(-49.332244 -25.55155),7
"Mar 31, 2023",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,Point(-49.342648 -25.495355),7
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.253254 -25.467385),5
"Mar 31, 2023",BR,Curitiba,BR-116 S Contorno Leste,Point(-49.277676 -25.552604),10
"Mar 31, 2023",BR,Curitiba,R. Campos Sales,Point(-49.262035 -25.41544),10
"Mar 31, 2023",BR,Curitiba,Av. Iguaçu,Point(-49.297793 -25.452802),5
"Mar 31, 2023",BR,Curitiba,Av. Silva Jardim - Pista Dir.,Point(-49.287943 -25.447473),5
"Mar 31, 2023",BR,Curitiba,R. Mal. Deodoro,Point(-49.247651 -25.42788),6
"Mar 31, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,Point(-49.219521 -25.570035),10
"Mar 31, 2023",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,Point(-49.348923 -25.482501),10
"Mar 31, 2023",BR,Curitiba,R. Alferes Ângelo Sampaio,Point(-49.282603 -25.443314),5
"Mar 31, 2023",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,Point(-49.302605 -25.541933),10
"Mar 31, 2023",BR,São José dos Pinhais,Saída 74,Point(-49.163492 -25.496175),5
"Mar 31, 2023",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,Point(-49.29713 -25.519811),8
"Mar 31, 2023",BR,null,BR-116 Contorno Leste,Point(-49.232088 -25.568382),10
"Mar 31, 2023",BR,Curitiba,Av. Silva Jardim - Pista Esq.,Point(-49.28563 -25.446489),6
"Mar 31, 2023",BR,Curitiba,BR-116 N Contorno Leste,Point(-49.295601 -25.545942),10
"Mar 31, 2023",BR,Curitiba,R. Mal. Deodoro,Point(-49.271863 -25.432293),9
"Mar 31, 2023",BR,Curitiba,BR-116 N Contorno Leste,Point(-49.295403 -25.545982),10
"Mar 31, 2023",BR,Curitiba,Av. Cel. Francisco Heráclito dos Santos,Point(-49.230914 -25.454722),5
"Mar 31, 2023",BR,Curitiba,null,Point(-49.307854 -25.543508),10
"Mar 31, 2023",BR,São José dos Pinhais,Av. Rui Barbosa,Point(-49.201151 -25.537159),9
"Mar 31, 2023",BR,Curitiba,Av. Victor Ferreira do Amaral,Point(-49.238549 -25.427522),5
"Mar 31, 2023",BR,Curitiba,R. José Alcides de Lima,Point(-49.306514 -25.497909),5
"Mar 31, 2023",BR,Curitiba,BR-116 N Contorno Leste,Point(-49.278593 -25.552262),10
"Mar 31, 2023",BR,Curitiba,R. Filipinas,Point(-49.210331 -25.464035),5
"Mar 31, 2023",BR,Curitiba,null,Point(-49.294921 -25.521077),7
"Mar 31, 2023",BR,Curitiba,R. 13 de Maio,Point(-49.266433 -25.427738),7
"Mar 31, 2023",BR,Curitiba,Av. Pres. Wenceslau Braz,Point(-49.268111 -25.473256),5
"Mar 31, 2023",BR,Curitiba,null,Point(-49.207862 -25.443944),8
"Mar 31, 2023",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,Point(-49.303766 -25.546716),10
"Mar 31, 2023",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,Point(-49.342658 -25.495313),8
"Mar 31, 2023",BR,Curitiba,Av. Visc. de Guarapuava - Pista Esq.,Point(-49.282791 -25.44241),6
"Mar 31, 2023",BR,Curitiba,BR-116 N Contorno Leste,Point(-49.302137 -25.544634),6
"Mar 31, 2023",BR,Curitiba,Av. Victor Ferreira do Amaral,Point(-49.229485 -25.428491),6
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.268312 -25.48722),7
"Mar 31, 2023",BR,Curitiba,R. Augusto Severo,Point(-49.262485 -25.416364),10
"Mar 31, 2023",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,Point(-49.317151 -25.43079),10
"Mar 31, 2023",BR,Curitiba,Av. Comendador Franco,Point(-49.227774 -25.47433),8
"Mar 31, 2023",BR,Curitiba,Av. Silva Jardim - Pista Dir.,Point(-49.261788 -25.437598),7
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.240927 -25.452278),6
"Mar 31, 2023",BR,null,BR-476 Rod. do Xisto,Point(-49.322663 -25.54819),6
"Mar 31, 2023",BR,Curitiba,BR-116 N Contorno Leste,Point(-49.280612 -25.551115),10
"Mar 31, 2023",BR,Curitiba,R. João Bettega,Point(-49.309645 -25.477407),5
"Mar 31, 2023",BR,null,PR-418 Contorno Norte,Point(-49.237564 -25.341835),8
"Mar 31, 2023",BR,Curitiba,R. Francisco Moro,Point(-49.309676 -25.477526),5
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,Point(-49.249963 -25.45855),10
"Mar 31, 2023",BR,Curitiba,R. Prof. Assis Gonçalves,Point(-49.280872 -25.453644),10
