Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Jul 31, 2023",BR,Curitiba,R. Paulo Gorski,null,637.4,438.96,1736
"Jul 31, 2023",BR,Colombo,Av. Abel Scuissiato,null,525,774.6666666666666,78
"Jul 31, 2023",BR,Curitiba,Av. Winston Churchill,null,661,457.75,68
"Jul 31, 2023",BR,Curitiba,R. Gen. Mário Tourinho,null,1335.6,614.04,8762
"Jul 31, 2023",BR,Colombo,BR-476 Est. da Ribeira,null,814.2181818181818,795.3818181818182,4185
"Jul 31, 2023",BR,Curitiba,R. Atílio Bório,null,815,1070.5,60
"Jul 31, 2023",BR,Curitiba,R. João Amadeu Pedro Bom,null,526,524,22
"Jul 31, 2023",BR,Curitiba,Marg. Av. Linha Verde,null,968,563,4
"Jul 31, 2023",BR,Curitiba,R. Emílio Romani,null,1287.75,547.5,60
"Jul 31, 2023",BR,Curitiba,R. Pe. Agostinho,null,793.1034482758621,336.0689655172414,9210
"Jul 31, 2023",BR,Curitiba,R. Conde de São João das Duas Barras,null,889,1066,8
"Jul 31, 2023",BR,Curitiba,R. Capiberibe,null,616,427.5,14
"Jul 31, 2023",BR,Curitiba,R. Amauri Lange Silvério,null,1119.5454545454545,267.3636363636364,1090
"Jul 31, 2023",BR,Curitiba,PR-418 Contorno Norte,null,3101.6666666666665,608.8974358974359,6944
"Jul 31, 2023",BR,Curitiba,R. Fidelino Figueiredo,null,511,470,18
"Jul 31, 2023",BR,Curitiba,R. Eng. Eduardo Afonso Nadolny,null,1214,484.6666666666667,46
"Jul 31, 2023",BR,Curitiba,Al. Dr. Carlos de Carvalho,null,1081,621.8571428571429,3360
"Jul 31, 2023",BR,Curitiba,R. Via Veneto,null,919,384.5,142
"Jul 31, 2023",BR,Colombo,R. Prefeito Pio Alberti,null,733,350,30
"Jul 31, 2023",BR,Curitiba,R. Profa. Rosa Saporski,null,632.5,607,48
"Jul 31, 2023",BR,Curitiba,R. Iapó,ACCIDENT,936.3333333333334,672.3333333333334,1178
"Jul 31, 2023",BR,Curitiba,Marg. BR-277,null,652,392,464
"Jul 31, 2023",BR,Curitiba,R. Wilson Gomes Ramos,null,635,691,12
"Jul 31, 2023",BR,Curitiba,Av. Paraná,null,788.3333333333334,564,192
"Jul 31, 2023",BR,Curitiba,R. Pedro Zagonel,null,1195,670.25,78
"Jul 31, 2023",BR,Campo Largo,BR-277 S Rod. do Café Gov. Ney Braga,ACCIDENT,1922,430,280
