Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Nov 1, 2022",BR,Curitiba,Av. Linha Verde,null,1301.6,311.06666666666666,1776
"Nov 1, 2022",BR,null,BR-116 Contorno Leste,null,1922,492.3333333333333,104
"Nov 1, 2022",BR,Curitiba,Av. Prefeito Erasto Gaertner,null,1044.6153846153845,235.46153846153845,2657
"Oct 31, 2022",BR,Curitiba,R. Raul Pompéia,null,721.8,517.4,492
"Oct 31, 2022",BR,Curitiba,R. Eduardo Sprada,null,985.4703557312253,641.1343873517786,25650
"Oct 31, 2022",BR,Curitiba,Av. João Gualberto,null,853.6,326.4,290
"Oct 31, 2022",BR,Curitiba,R. Francisco Derosso,null,941.375,689.125,1048
"Oct 31, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,null,683.8461538461538,275.9230769230769,1554
"Oct 31, 2022",BR,Curitiba,Av. N. Sra. Aparecida,null,1663.3953488372092,730.4883720930233,19308
"Oct 31, 2022",BR,Curitiba,R. Gen. Mário Tourinho,null,1381.463768115942,699.0579710144928,34712
"Oct 31, 2022",BR,Curitiba,R. Januário Alves de Souza,ACCIDENT,668,367,112
"Oct 31, 2022",BR,São José dos Pinhais,R. Rafael Puchetti,null,579,561.5454545454545,184
"Oct 31, 2022",BR,Curitiba,R. Francisco Frischmann,null,1232.3411764705882,469.8529411764706,30367
"Oct 31, 2022",BR,Curitiba,R. Dr. Aluízio França,null,569.5555555555555,539.6111111111111,1968
"Oct 31, 2022",BR,Curitiba,BR-116 Contorno Leste,null,2588.3194444444443,1536.7708333333333,6017
"Oct 31, 2022",BR,Curitiba,Av. Linha Verde,HAZARD,2943.85,1629.45,6746
"Oct 31, 2022",BR,Curitiba,Av. Cândido Hartmann,HAZARD,648,193.75,540
"Oct 31, 2022",BR,Curitiba,R. Mal. Deodoro,null,699,537,86
"Oct 31, 2022",BR,Curitiba,PR-418 Contorno Norte,ACCIDENT,3509.75,489.1,2516
"Oct 31, 2022",BR,Curitiba,Av. Cândido Hartmann,null,1361.659574468085,1154.8085106382978,15869
"Oct 31, 2022",BR,Curitiba,R. Amauri Lange Silvério,null,1374.0232558139535,648.4883720930233,3462
"Oct 31, 2022",BR,Curitiba,R. Prof. Álvaro Jorge,null,578,671.125,1846
"Oct 31, 2022",BR,Curitiba,Av. Fredolin Wolf,null,1235.4347826086957,326.7608695652174,1851
"Oct 31, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,null,1064.6746987951808,430.8855421686747,12355
"Oct 31, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,ACCIDENT,2704.076923076923,1480.6153846153845,974
"Oct 31, 2022",BR,Curitiba,R. Maestro Carlos Frank,null,855.5925925925926,542.5432098765432,3716
"Oct 31, 2022",BR,Curitiba,V. Exclusiva de Ônibus,null,1508.1489361702127,427.7659574468085,1468
"Oct 31, 2022",BR,Curitiba,Av. Ver. Toaldo Túlio,null,816.8947368421053,405,1405
"Oct 31, 2022",BR,Curitiba,R. Mariano Torres - Pista Dir.,HAZARD,962,471.5,970
"Oct 31, 2022",BR,Curitiba,R. Francisco Nadolny,null,573,652.3333333333334,458
"Oct 31, 2022",BR,Curitiba,R. Prof. Nivaldo Braga,null,584.6666666666666,458.77777777777777,494
"Oct 31, 2022",BR,Pinhais,Av. Iraí,null,665,573,58
