Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Dec 1, 2022",BR,Curitiba,R. Lúcio de Oliveira Lara,null,577,421,6
"Dec 1, 2022",BR,Curitiba,Al. Ecológica Burle Marx,null,1231.4864864864865,697.4459459459459,513
"Nov 30, 2022",BR,Curitiba,R. Pe. Anchieta,null,738,472.6666666666667,472
"Nov 30, 2022",BR,Curitiba,R. Rio Grande do Sul,null,558,857.5,24
"Nov 30, 2022",BR,Curitiba,R. Raul Pompéia,null,606.6363636363636,544.8181818181819,962
"Nov 30, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,null,4236.208791208791,845.967032967033,17712
"Nov 30, 2022",BR,Curitiba,R. Omar Raymundo Picheth,null,694.0333333333333,615.4833333333333,3526
"Nov 30, 2022",BR,Curitiba,R. Bom Jesus de Iguape,null,890,477,36
"Nov 30, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,null,1461.4722222222222,965.1111111111111,1261
"Nov 30, 2022",BR,Curitiba,R. Tamoios,null,506,896,16
"Nov 30, 2022",BR,Curitiba,R. Dep. Heitor Alencar Furtado,null,599,548,20
"Nov 30, 2022",BR,Curitiba,Marg. Av. Linha Verde,null,566,525.5,312
"Nov 30, 2022",BR,Curitiba,Av. Silva Jardim - Pista Esq.,null,674,98,1194
"Nov 30, 2022",BR,Curitiba,R. Cyro Correia Pereira,null,1297.2857142857142,390.57142857142856,40
"Nov 30, 2022",BR,São José dos Pinhais,Av. das Torres,null,600,651,66
"Nov 30, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,null,1568.9615384615386,702.3076923076923,14486
"Nov 30, 2022",BR,Curitiba,Av. República Argentina,null,802.3333333333334,1060,72
"Nov 30, 2022",BR,Curitiba,R. Mons. Ivo Zanlorenzi,null,778.3529411764706,526.6470588235294,9704
"Nov 30, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,null,693,963,24
"Nov 30, 2022",BR,Curitiba,R. Simão Brante,null,521,673,10
"Nov 30, 2022",BR,Curitiba,Av. Winston Churchill,null,629,1099.5,32
"Nov 30, 2022",BR,Curitiba,Al. Ecológica Burle Marx,null,1173.6746987951808,729.0963855421687,1390
"Nov 30, 2022",BR,Curitiba,R. Carlos de Laet,null,667,688,48
"Nov 30, 2022",BR,Curitiba,Av. Paraná,null,707.8571428571429,1108.857142857143,64
"Nov 30, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,HAZARD,1310.56,835.6133333333333,6592
"Nov 30, 2022",BR,São José dos Pinhais,Saída 93A,null,738,704,6
"Nov 30, 2022",BR,Curitiba,R. Bruno Filgueira,null,702,715.625,52
"Nov 30, 2022",BR,São José dos Pinhais,R. Alcídio Viana,null,619,455,14
"Nov 30, 2022",BR,Curitiba,Av. Manoel Ribas,null,1267.18,818.1,12028
"Nov 30, 2022",BR,Curitiba,R. Dr. Alexandre Gutierrez,null,629,868,148
"Nov 30, 2022",BR,Curitiba,R. Almirante Gonçalves,null,826.5,805,124
"Nov 30, 2022",BR,Pinhais,R. Rio Tocantins,null,781,572.6,36
"Nov 30, 2022",BR,Curitiba,R. Lúcio de Oliveira Lara,null,577,424,6
"Nov 30, 2022",BR,Curitiba,R. Dr. Faivre,null,1088,400,2047
"Nov 30, 2022",BR,Curitiba,BR-376 Contorno Sul,null,1500,246.77272727272728,2845
